id,quality_attribute,keyword,matched_word,match_idx,sentence,source,author,repo,version,wiki,url
https://github.com/root-project/root/issues/13769:347,integrability,version,version,347,"[PyROOT] Scripts do not work any more on Macos12 (they freeze); ### Check duplicate issues. - [X] Checked for duplicates. ### Description. Importing the ROOT module and accessing anything inside it is enough to freeze the program. All tests in the CI are failing because of this. ### Reproducer. ```python. import ROOT. ROOT.TH1F(). ```. ### ROOT version. master. ### Installation method. built from sources. ### Operating system. MacOS 12, x86 and ARM. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/13769
https://github.com/root-project/root/issues/13769:158,modifiability,modul,module,158,"[PyROOT] Scripts do not work any more on Macos12 (they freeze); ### Check duplicate issues. - [X] Checked for duplicates. ### Description. Importing the ROOT module and accessing anything inside it is enough to freeze the program. All tests in the CI are failing because of this. ### Reproducer. ```python. import ROOT. ROOT.TH1F(). ```. ### ROOT version. master. ### Installation method. built from sources. ### Operating system. MacOS 12, x86 and ARM. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/13769
https://github.com/root-project/root/issues/13769:347,modifiability,version,version,347,"[PyROOT] Scripts do not work any more on Macos12 (they freeze); ### Check duplicate issues. - [X] Checked for duplicates. ### Description. Importing the ROOT module and accessing anything inside it is enough to freeze the program. All tests in the CI are failing because of this. ### Reproducer. ```python. import ROOT. ROOT.TH1F(). ```. ### ROOT version. master. ### Installation method. built from sources. ### Operating system. MacOS 12, x86 and ARM. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/13769
https://github.com/root-project/root/issues/13769:255,reliability,fail,failing,255,"[PyROOT] Scripts do not work any more on Macos12 (they freeze); ### Check duplicate issues. - [X] Checked for duplicates. ### Description. Importing the ROOT module and accessing anything inside it is enough to freeze the program. All tests in the CI are failing because of this. ### Reproducer. ```python. import ROOT. ROOT.TH1F(). ```. ### ROOT version. master. ### Installation method. built from sources. ### Operating system. MacOS 12, x86 and ARM. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/13769
https://github.com/root-project/root/issues/13769:158,safety,modul,module,158,"[PyROOT] Scripts do not work any more on Macos12 (they freeze); ### Check duplicate issues. - [X] Checked for duplicates. ### Description. Importing the ROOT module and accessing anything inside it is enough to freeze the program. All tests in the CI are failing because of this. ### Reproducer. ```python. import ROOT. ROOT.TH1F(). ```. ### ROOT version. master. ### Installation method. built from sources. ### Operating system. MacOS 12, x86 and ARM. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/13769
https://github.com/root-project/root/issues/13769:235,safety,test,tests,235,"[PyROOT] Scripts do not work any more on Macos12 (they freeze); ### Check duplicate issues. - [X] Checked for duplicates. ### Description. Importing the ROOT module and accessing anything inside it is enough to freeze the program. All tests in the CI are failing because of this. ### Reproducer. ```python. import ROOT. ROOT.TH1F(). ```. ### ROOT version. master. ### Installation method. built from sources. ### Operating system. MacOS 12, x86 and ARM. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/13769
https://github.com/root-project/root/issues/13769:169,security,access,accessing,169,"[PyROOT] Scripts do not work any more on Macos12 (they freeze); ### Check duplicate issues. - [X] Checked for duplicates. ### Description. Importing the ROOT module and accessing anything inside it is enough to freeze the program. All tests in the CI are failing because of this. ### Reproducer. ```python. import ROOT. ROOT.TH1F(). ```. ### ROOT version. master. ### Installation method. built from sources. ### Operating system. MacOS 12, x86 and ARM. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/13769
https://github.com/root-project/root/issues/13769:235,testability,test,tests,235,"[PyROOT] Scripts do not work any more on Macos12 (they freeze); ### Check duplicate issues. - [X] Checked for duplicates. ### Description. Importing the ROOT module and accessing anything inside it is enough to freeze the program. All tests in the CI are failing because of this. ### Reproducer. ```python. import ROOT. ROOT.TH1F(). ```. ### ROOT version. master. ### Installation method. built from sources. ### Operating system. MacOS 12, x86 and ARM. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/13769
https://github.com/root-project/root/issues/13769:469,testability,context,context,469,"[PyROOT] Scripts do not work any more on Macos12 (they freeze); ### Check duplicate issues. - [X] Checked for duplicates. ### Description. Importing the ROOT module and accessing anything inside it is enough to freeze the program. All tests in the CI are failing because of this. ### Reproducer. ```python. import ROOT. ROOT.TH1F(). ```. ### ROOT version. master. ### Installation method. built from sources. ### Operating system. MacOS 12, x86 and ARM. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/13769
https://github.com/root-project/root/issues/13770:557,availability,Operat,Operating,557,"[PyROOT][MacOS12 x86] PyROOT freezes when dealing with a TCanvas; ### Check duplicate issues. - [X] Checked for duplicates. ### Description. This bug can be triggered only on MacOS 12 for the x86 architecture. PyROOT freezes if:. - A `TCanvas` is instantiated in a script or at the prompt. - The `name ROOT.TCanvas` is accessed at the prompt. ### Reproducer. ```python. import ROOT. ROOT.TCanvas # Enough to freeze the prompt. c = ROOT.TCanvas() # Triggers freeze in a script. ```. ### ROOT version. Master. ### Installation method. built from sources. ### Operating system. MacOS 12, x86. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/13770
