id,quality_attribute,keyword,matched_word,match_idx,sentence,source,author,repo,version,wiki,url
https://github.com/root-project/root/pull/13909:152,safety,patch,patches,152,[v630][RF] Backports of RooFit PRs to `v6-30-00-patches`: Part 3; This is a backport of some RooFit PRs that were recently merged to master to v6-30-00-patches:. - https://github.com/root-project/root/pull/13890. - https://github.com/root-project/root/pull/13896. Related to https://github.com/root-project/root/issues/13458. Link to the previous backport PR:. https://github.com/root-project/root/pull/13891.,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/13909
https://github.com/root-project/root/pull/13909:48,security,patch,patches,48,[v630][RF] Backports of RooFit PRs to `v6-30-00-patches`: Part 3; This is a backport of some RooFit PRs that were recently merged to master to v6-30-00-patches:. - https://github.com/root-project/root/pull/13890. - https://github.com/root-project/root/pull/13896. Related to https://github.com/root-project/root/issues/13458. Link to the previous backport PR:. https://github.com/root-project/root/pull/13891.,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/13909
https://github.com/root-project/root/pull/13909:152,security,patch,patches,152,[v630][RF] Backports of RooFit PRs to `v6-30-00-patches`: Part 3; This is a backport of some RooFit PRs that were recently merged to master to v6-30-00-patches:. - https://github.com/root-project/root/pull/13890. - https://github.com/root-project/root/pull/13896. Related to https://github.com/root-project/root/issues/13458. Link to the previous backport PR:. https://github.com/root-project/root/pull/13891.,MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/13909
https://github.com/root-project/root/issues/13910:13,availability,state,state,13,"[ntuple] Bad state after attempting to make field for virtual type; ### Check duplicate issues. - [X] Checked for duplicates. ### Description. If a code attempts to create a field in an RNTuple for a virtual object type, it rightfully fails, but not with a very clear warning as to why (as compared to constructing the object on the interpreter). However, after the failure, types that should be OK to make fields from now fail. So I guess some internal data structure gets corrupted. ### Reproducer. ```python. import ROOT. ROOT.gInterpreter.Declare(""""""\. class Abstract {. public:. Abstract() : data1_(3) {};. virtual ~Abstract() {};. virtual int method() = 0;. private:. int data1_;. };. class Derived : public Abstract {. public:. Derived() : Abstract() {};. int method() override { return data2_; };. private:. int data2_;. };. """"""). model = ROOT.Experimental.RNTupleModel.Create(). # Derived can be constructed without complaint. # obj1 = model.MakeField[""Derived""](""test1""). # If we attempt (foolishly) to make Abstract, and. # catch the exception, then later attempts to make Derived now fail. # with puzzling JIT errors. try:. obj1 = model.MakeField[""Abstract""](""test1""). except ValueError as ex:. print(ex). obj2 = model.MakeField[""Derived""](""test2""). ```. ### ROOT version. master (6.31.01+). ### Installation method. CMSSW IB (/cvmfs/cms-ib.cern.ch/sw/x86_64/nweek-02807/el8_amd64_gcc12/cms/cmssw/CMSSW_13_3_ROOT6_X_2023-10-18-2300). ### Operating system. EL8. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/13910
https://github.com/root-project/root/issues/13910:366,availability,failur,failure,366,"[ntuple] Bad state after attempting to make field for virtual type; ### Check duplicate issues. - [X] Checked for duplicates. ### Description. If a code attempts to create a field in an RNTuple for a virtual object type, it rightfully fails, but not with a very clear warning as to why (as compared to constructing the object on the interpreter). However, after the failure, types that should be OK to make fields from now fail. So I guess some internal data structure gets corrupted. ### Reproducer. ```python. import ROOT. ROOT.gInterpreter.Declare(""""""\. class Abstract {. public:. Abstract() : data1_(3) {};. virtual ~Abstract() {};. virtual int method() = 0;. private:. int data1_;. };. class Derived : public Abstract {. public:. Derived() : Abstract() {};. int method() override { return data2_; };. private:. int data2_;. };. """"""). model = ROOT.Experimental.RNTupleModel.Create(). # Derived can be constructed without complaint. # obj1 = model.MakeField[""Derived""](""test1""). # If we attempt (foolishly) to make Abstract, and. # catch the exception, then later attempts to make Derived now fail. # with puzzling JIT errors. try:. obj1 = model.MakeField[""Abstract""](""test1""). except ValueError as ex:. print(ex). obj2 = model.MakeField[""Derived""](""test2""). ```. ### ROOT version. master (6.31.01+). ### Installation method. CMSSW IB (/cvmfs/cms-ib.cern.ch/sw/x86_64/nweek-02807/el8_amd64_gcc12/cms/cmssw/CMSSW_13_3_ROOT6_X_2023-10-18-2300). ### Operating system. EL8. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/13910
https://github.com/root-project/root/issues/13910:1122,availability,error,errors,1122,"[ntuple] Bad state after attempting to make field for virtual type; ### Check duplicate issues. - [X] Checked for duplicates. ### Description. If a code attempts to create a field in an RNTuple for a virtual object type, it rightfully fails, but not with a very clear warning as to why (as compared to constructing the object on the interpreter). However, after the failure, types that should be OK to make fields from now fail. So I guess some internal data structure gets corrupted. ### Reproducer. ```python. import ROOT. ROOT.gInterpreter.Declare(""""""\. class Abstract {. public:. Abstract() : data1_(3) {};. virtual ~Abstract() {};. virtual int method() = 0;. private:. int data1_;. };. class Derived : public Abstract {. public:. Derived() : Abstract() {};. int method() override { return data2_; };. private:. int data2_;. };. """"""). model = ROOT.Experimental.RNTupleModel.Create(). # Derived can be constructed without complaint. # obj1 = model.MakeField[""Derived""](""test1""). # If we attempt (foolishly) to make Abstract, and. # catch the exception, then later attempts to make Derived now fail. # with puzzling JIT errors. try:. obj1 = model.MakeField[""Abstract""](""test1""). except ValueError as ex:. print(ex). obj2 = model.MakeField[""Derived""](""test2""). ```. ### ROOT version. master (6.31.01+). ### Installation method. CMSSW IB (/cvmfs/cms-ib.cern.ch/sw/x86_64/nweek-02807/el8_amd64_gcc12/cms/cmssw/CMSSW_13_3_ROOT6_X_2023-10-18-2300). ### Operating system. EL8. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/13910
https://github.com/root-project/root/issues/13910:1450,availability,Operat,Operating,1450,"[ntuple] Bad state after attempting to make field for virtual type; ### Check duplicate issues. - [X] Checked for duplicates. ### Description. If a code attempts to create a field in an RNTuple for a virtual object type, it rightfully fails, but not with a very clear warning as to why (as compared to constructing the object on the interpreter). However, after the failure, types that should be OK to make fields from now fail. So I guess some internal data structure gets corrupted. ### Reproducer. ```python. import ROOT. ROOT.gInterpreter.Declare(""""""\. class Abstract {. public:. Abstract() : data1_(3) {};. virtual ~Abstract() {};. virtual int method() = 0;. private:. int data1_;. };. class Derived : public Abstract {. public:. Derived() : Abstract() {};. int method() override { return data2_; };. private:. int data2_;. };. """"""). model = ROOT.Experimental.RNTupleModel.Create(). # Derived can be constructed without complaint. # obj1 = model.MakeField[""Derived""](""test1""). # If we attempt (foolishly) to make Abstract, and. # catch the exception, then later attempts to make Derived now fail. # with puzzling JIT errors. try:. obj1 = model.MakeField[""Abstract""](""test1""). except ValueError as ex:. print(ex). obj2 = model.MakeField[""Derived""](""test2""). ```. ### ROOT version. master (6.31.01+). ### Installation method. CMSSW IB (/cvmfs/cms-ib.cern.ch/sw/x86_64/nweek-02807/el8_amd64_gcc12/cms/cmssw/CMSSW_13_3_ROOT6_X_2023-10-18-2300). ### Operating system. EL8. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/13910
https://github.com/root-project/root/issues/13910:235,deployability,fail,fails,235,"[ntuple] Bad state after attempting to make field for virtual type; ### Check duplicate issues. - [X] Checked for duplicates. ### Description. If a code attempts to create a field in an RNTuple for a virtual object type, it rightfully fails, but not with a very clear warning as to why (as compared to constructing the object on the interpreter). However, after the failure, types that should be OK to make fields from now fail. So I guess some internal data structure gets corrupted. ### Reproducer. ```python. import ROOT. ROOT.gInterpreter.Declare(""""""\. class Abstract {. public:. Abstract() : data1_(3) {};. virtual ~Abstract() {};. virtual int method() = 0;. private:. int data1_;. };. class Derived : public Abstract {. public:. Derived() : Abstract() {};. int method() override { return data2_; };. private:. int data2_;. };. """"""). model = ROOT.Experimental.RNTupleModel.Create(). # Derived can be constructed without complaint. # obj1 = model.MakeField[""Derived""](""test1""). # If we attempt (foolishly) to make Abstract, and. # catch the exception, then later attempts to make Derived now fail. # with puzzling JIT errors. try:. obj1 = model.MakeField[""Abstract""](""test1""). except ValueError as ex:. print(ex). obj2 = model.MakeField[""Derived""](""test2""). ```. ### ROOT version. master (6.31.01+). ### Installation method. CMSSW IB (/cvmfs/cms-ib.cern.ch/sw/x86_64/nweek-02807/el8_amd64_gcc12/cms/cmssw/CMSSW_13_3_ROOT6_X_2023-10-18-2300). ### Operating system. EL8. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/13910
https://github.com/root-project/root/issues/13910:366,deployability,fail,failure,366,"[ntuple] Bad state after attempting to make field for virtual type; ### Check duplicate issues. - [X] Checked for duplicates. ### Description. If a code attempts to create a field in an RNTuple for a virtual object type, it rightfully fails, but not with a very clear warning as to why (as compared to constructing the object on the interpreter). However, after the failure, types that should be OK to make fields from now fail. So I guess some internal data structure gets corrupted. ### Reproducer. ```python. import ROOT. ROOT.gInterpreter.Declare(""""""\. class Abstract {. public:. Abstract() : data1_(3) {};. virtual ~Abstract() {};. virtual int method() = 0;. private:. int data1_;. };. class Derived : public Abstract {. public:. Derived() : Abstract() {};. int method() override { return data2_; };. private:. int data2_;. };. """"""). model = ROOT.Experimental.RNTupleModel.Create(). # Derived can be constructed without complaint. # obj1 = model.MakeField[""Derived""](""test1""). # If we attempt (foolishly) to make Abstract, and. # catch the exception, then later attempts to make Derived now fail. # with puzzling JIT errors. try:. obj1 = model.MakeField[""Abstract""](""test1""). except ValueError as ex:. print(ex). obj2 = model.MakeField[""Derived""](""test2""). ```. ### ROOT version. master (6.31.01+). ### Installation method. CMSSW IB (/cvmfs/cms-ib.cern.ch/sw/x86_64/nweek-02807/el8_amd64_gcc12/cms/cmssw/CMSSW_13_3_ROOT6_X_2023-10-18-2300). ### Operating system. EL8. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/13910
https://github.com/root-project/root/issues/13910:423,deployability,fail,fail,423,"[ntuple] Bad state after attempting to make field for virtual type; ### Check duplicate issues. - [X] Checked for duplicates. ### Description. If a code attempts to create a field in an RNTuple for a virtual object type, it rightfully fails, but not with a very clear warning as to why (as compared to constructing the object on the interpreter). However, after the failure, types that should be OK to make fields from now fail. So I guess some internal data structure gets corrupted. ### Reproducer. ```python. import ROOT. ROOT.gInterpreter.Declare(""""""\. class Abstract {. public:. Abstract() : data1_(3) {};. virtual ~Abstract() {};. virtual int method() = 0;. private:. int data1_;. };. class Derived : public Abstract {. public:. Derived() : Abstract() {};. int method() override { return data2_; };. private:. int data2_;. };. """"""). model = ROOT.Experimental.RNTupleModel.Create(). # Derived can be constructed without complaint. # obj1 = model.MakeField[""Derived""](""test1""). # If we attempt (foolishly) to make Abstract, and. # catch the exception, then later attempts to make Derived now fail. # with puzzling JIT errors. try:. obj1 = model.MakeField[""Abstract""](""test1""). except ValueError as ex:. print(ex). obj2 = model.MakeField[""Derived""](""test2""). ```. ### ROOT version. master (6.31.01+). ### Installation method. CMSSW IB (/cvmfs/cms-ib.cern.ch/sw/x86_64/nweek-02807/el8_amd64_gcc12/cms/cmssw/CMSSW_13_3_ROOT6_X_2023-10-18-2300). ### Operating system. EL8. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/13910
https://github.com/root-project/root/issues/13910:1096,deployability,fail,fail,1096,"[ntuple] Bad state after attempting to make field for virtual type; ### Check duplicate issues. - [X] Checked for duplicates. ### Description. If a code attempts to create a field in an RNTuple for a virtual object type, it rightfully fails, but not with a very clear warning as to why (as compared to constructing the object on the interpreter). However, after the failure, types that should be OK to make fields from now fail. So I guess some internal data structure gets corrupted. ### Reproducer. ```python. import ROOT. ROOT.gInterpreter.Declare(""""""\. class Abstract {. public:. Abstract() : data1_(3) {};. virtual ~Abstract() {};. virtual int method() = 0;. private:. int data1_;. };. class Derived : public Abstract {. public:. Derived() : Abstract() {};. int method() override { return data2_; };. private:. int data2_;. };. """"""). model = ROOT.Experimental.RNTupleModel.Create(). # Derived can be constructed without complaint. # obj1 = model.MakeField[""Derived""](""test1""). # If we attempt (foolishly) to make Abstract, and. # catch the exception, then later attempts to make Derived now fail. # with puzzling JIT errors. try:. obj1 = model.MakeField[""Abstract""](""test1""). except ValueError as ex:. print(ex). obj2 = model.MakeField[""Derived""](""test2""). ```. ### ROOT version. master (6.31.01+). ### Installation method. CMSSW IB (/cvmfs/cms-ib.cern.ch/sw/x86_64/nweek-02807/el8_amd64_gcc12/cms/cmssw/CMSSW_13_3_ROOT6_X_2023-10-18-2300). ### Operating system. EL8. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/13910
https://github.com/root-project/root/issues/13910:1276,deployability,version,version,1276,"[ntuple] Bad state after attempting to make field for virtual type; ### Check duplicate issues. - [X] Checked for duplicates. ### Description. If a code attempts to create a field in an RNTuple for a virtual object type, it rightfully fails, but not with a very clear warning as to why (as compared to constructing the object on the interpreter). However, after the failure, types that should be OK to make fields from now fail. So I guess some internal data structure gets corrupted. ### Reproducer. ```python. import ROOT. ROOT.gInterpreter.Declare(""""""\. class Abstract {. public:. Abstract() : data1_(3) {};. virtual ~Abstract() {};. virtual int method() = 0;. private:. int data1_;. };. class Derived : public Abstract {. public:. Derived() : Abstract() {};. int method() override { return data2_; };. private:. int data2_;. };. """"""). model = ROOT.Experimental.RNTupleModel.Create(). # Derived can be constructed without complaint. # obj1 = model.MakeField[""Derived""](""test1""). # If we attempt (foolishly) to make Abstract, and. # catch the exception, then later attempts to make Derived now fail. # with puzzling JIT errors. try:. obj1 = model.MakeField[""Abstract""](""test1""). except ValueError as ex:. print(ex). obj2 = model.MakeField[""Derived""](""test2""). ```. ### ROOT version. master (6.31.01+). ### Installation method. CMSSW IB (/cvmfs/cms-ib.cern.ch/sw/x86_64/nweek-02807/el8_amd64_gcc12/cms/cmssw/CMSSW_13_3_ROOT6_X_2023-10-18-2300). ### Operating system. EL8. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/13910
https://github.com/root-project/root/issues/13910:1308,deployability,Instal,Installation,1308,"[ntuple] Bad state after attempting to make field for virtual type; ### Check duplicate issues. - [X] Checked for duplicates. ### Description. If a code attempts to create a field in an RNTuple for a virtual object type, it rightfully fails, but not with a very clear warning as to why (as compared to constructing the object on the interpreter). However, after the failure, types that should be OK to make fields from now fail. So I guess some internal data structure gets corrupted. ### Reproducer. ```python. import ROOT. ROOT.gInterpreter.Declare(""""""\. class Abstract {. public:. Abstract() : data1_(3) {};. virtual ~Abstract() {};. virtual int method() = 0;. private:. int data1_;. };. class Derived : public Abstract {. public:. Derived() : Abstract() {};. int method() override { return data2_; };. private:. int data2_;. };. """"""). model = ROOT.Experimental.RNTupleModel.Create(). # Derived can be constructed without complaint. # obj1 = model.MakeField[""Derived""](""test1""). # If we attempt (foolishly) to make Abstract, and. # catch the exception, then later attempts to make Derived now fail. # with puzzling JIT errors. try:. obj1 = model.MakeField[""Abstract""](""test1""). except ValueError as ex:. print(ex). obj2 = model.MakeField[""Derived""](""test2""). ```. ### ROOT version. master (6.31.01+). ### Installation method. CMSSW IB (/cvmfs/cms-ib.cern.ch/sw/x86_64/nweek-02807/el8_amd64_gcc12/cms/cmssw/CMSSW_13_3_ROOT6_X_2023-10-18-2300). ### Operating system. EL8. ### Additional context. _No response_",MatchSource.ISSUE,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/13910
