id,quality_attribute,keyword,matched_word,match_idx,sentence,source,author,repo,version,wiki,url
https://github.com/root-project/root/issues/15196:229,availability,consist,consistent,229,"Hello! I see that your dataset has bins with negative weights. That's not a good start. ![plot](https://github.com/root-project/root/assets/6578603/f213df07-1c68-4453-9e6e-5f9cbb24787c). In newer ROOT versions, the Chi2 are more consistent with the likelihood fits. Meaning that if you have an extendible pdf, it will automatically do an extended fit (i.e., a Poisson term to constrain the number of predicted events is added). However, if you have weights this is not meaningful anymore. I guess you don't even want to do an extended fit in your case. You can explicitly pass `RooFit::Extended(false)` to get back the old behavior:. ```c++. using namespace RooFit;. TFile file{""test.root""};. auto workspace = file.Get<RooWorkspace>(""w_test"");. auto hist = static_cast<RooDataHist *>(workspace->data(""jpsi_ppbar_mass""));. auto x = workspace->var(""Jpsi_m_fitted"");. auto pdf = workspace->pdf(""model_Low"");. auto result = pdf->chi2FitTo(*hist, Save(), Extended(false));. result->Print();. ```. But your fit has also has a different problem (any status other than `MINIMIZE=0` means an error in Minuit). You use a [RooAddPdf](https://root.cern.ch/doc/master/classRooAddPdf.html) for the model. This class inherits from RooAbsPdf, and a pdf in RooFit is forced to be positive everywhere. Therefore, you can't fit the your data with the negative bin contents at all. You need to create a RooAbsReal-derived function, maybe a [RooRealSumFunc](https://root.cern.ch/doc/master/classRooRealSumFunc.html). Or maybe can you avoid the negative bin content all together? Where does it even come from, from subtracting a background? IN this case this is the wrong thing do do for statistical analysis. I would rather keep the background in the data and add a component to the model, maybe a fixed [RooHistPdf](https://root.cern.ch/doc/master/classRooHistPdf.html) for that part that exactly corresponds to the background estimation. I'll close this issue because it's not a bug in RooFit, or an improvement of feat",MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/15196
https://github.com/root-project/root/issues/15196:1083,availability,error,error,1083,". ![plot](https://github.com/root-project/root/assets/6578603/f213df07-1c68-4453-9e6e-5f9cbb24787c). In newer ROOT versions, the Chi2 are more consistent with the likelihood fits. Meaning that if you have an extendible pdf, it will automatically do an extended fit (i.e., a Poisson term to constrain the number of predicted events is added). However, if you have weights this is not meaningful anymore. I guess you don't even want to do an extended fit in your case. You can explicitly pass `RooFit::Extended(false)` to get back the old behavior:. ```c++. using namespace RooFit;. TFile file{""test.root""};. auto workspace = file.Get<RooWorkspace>(""w_test"");. auto hist = static_cast<RooDataHist *>(workspace->data(""jpsi_ppbar_mass""));. auto x = workspace->var(""Jpsi_m_fitted"");. auto pdf = workspace->pdf(""model_Low"");. auto result = pdf->chi2FitTo(*hist, Save(), Extended(false));. result->Print();. ```. But your fit has also has a different problem (any status other than `MINIMIZE=0` means an error in Minuit). You use a [RooAddPdf](https://root.cern.ch/doc/master/classRooAddPdf.html) for the model. This class inherits from RooAbsPdf, and a pdf in RooFit is forced to be positive everywhere. Therefore, you can't fit the your data with the negative bin contents at all. You need to create a RooAbsReal-derived function, maybe a [RooRealSumFunc](https://root.cern.ch/doc/master/classRooRealSumFunc.html). Or maybe can you avoid the negative bin content all together? Where does it even come from, from subtracting a background? IN this case this is the wrong thing do do for statistical analysis. I would rather keep the background in the data and add a component to the model, maybe a fixed [RooHistPdf](https://root.cern.ch/doc/master/classRooHistPdf.html) for that part that exactly corresponds to the background estimation. I'll close this issue because it's not a bug in RooFit, or an improvement of feature request. If you have further questions about your RooFit analysis, please open a t",MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/15196
https://github.com/root-project/root/issues/15196:201,deployability,version,versions,201,"Hello! I see that your dataset has bins with negative weights. That's not a good start. ![plot](https://github.com/root-project/root/assets/6578603/f213df07-1c68-4453-9e6e-5f9cbb24787c). In newer ROOT versions, the Chi2 are more consistent with the likelihood fits. Meaning that if you have an extendible pdf, it will automatically do an extended fit (i.e., a Poisson term to constrain the number of predicted events is added). However, if you have weights this is not meaningful anymore. I guess you don't even want to do an extended fit in your case. You can explicitly pass `RooFit::Extended(false)` to get back the old behavior:. ```c++. using namespace RooFit;. TFile file{""test.root""};. auto workspace = file.Get<RooWorkspace>(""w_test"");. auto hist = static_cast<RooDataHist *>(workspace->data(""jpsi_ppbar_mass""));. auto x = workspace->var(""Jpsi_m_fitted"");. auto pdf = workspace->pdf(""model_Low"");. auto result = pdf->chi2FitTo(*hist, Save(), Extended(false));. result->Print();. ```. But your fit has also has a different problem (any status other than `MINIMIZE=0` means an error in Minuit). You use a [RooAddPdf](https://root.cern.ch/doc/master/classRooAddPdf.html) for the model. This class inherits from RooAbsPdf, and a pdf in RooFit is forced to be positive everywhere. Therefore, you can't fit the your data with the negative bin contents at all. You need to create a RooAbsReal-derived function, maybe a [RooRealSumFunc](https://root.cern.ch/doc/master/classRooRealSumFunc.html). Or maybe can you avoid the negative bin content all together? Where does it even come from, from subtracting a background? IN this case this is the wrong thing do do for statistical analysis. I would rather keep the background in the data and add a component to the model, maybe a fixed [RooHistPdf](https://root.cern.ch/doc/master/classRooHistPdf.html) for that part that exactly corresponds to the background estimation. I'll close this issue because it's not a bug in RooFit, or an improvement of feat",MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/15196
https://github.com/root-project/root/issues/15196:318,deployability,automat,automatically,318,"Hello! I see that your dataset has bins with negative weights. That's not a good start. ![plot](https://github.com/root-project/root/assets/6578603/f213df07-1c68-4453-9e6e-5f9cbb24787c). In newer ROOT versions, the Chi2 are more consistent with the likelihood fits. Meaning that if you have an extendible pdf, it will automatically do an extended fit (i.e., a Poisson term to constrain the number of predicted events is added). However, if you have weights this is not meaningful anymore. I guess you don't even want to do an extended fit in your case. You can explicitly pass `RooFit::Extended(false)` to get back the old behavior:. ```c++. using namespace RooFit;. TFile file{""test.root""};. auto workspace = file.Get<RooWorkspace>(""w_test"");. auto hist = static_cast<RooDataHist *>(workspace->data(""jpsi_ppbar_mass""));. auto x = workspace->var(""Jpsi_m_fitted"");. auto pdf = workspace->pdf(""model_Low"");. auto result = pdf->chi2FitTo(*hist, Save(), Extended(false));. result->Print();. ```. But your fit has also has a different problem (any status other than `MINIMIZE=0` means an error in Minuit). You use a [RooAddPdf](https://root.cern.ch/doc/master/classRooAddPdf.html) for the model. This class inherits from RooAbsPdf, and a pdf in RooFit is forced to be positive everywhere. Therefore, you can't fit the your data with the negative bin contents at all. You need to create a RooAbsReal-derived function, maybe a [RooRealSumFunc](https://root.cern.ch/doc/master/classRooRealSumFunc.html). Or maybe can you avoid the negative bin content all together? Where does it even come from, from subtracting a background? IN this case this is the wrong thing do do for statistical analysis. I would rather keep the background in the data and add a component to the model, maybe a fixed [RooHistPdf](https://root.cern.ch/doc/master/classRooHistPdf.html) for that part that exactly corresponds to the background estimation. I'll close this issue because it's not a bug in RooFit, or an improvement of feat",MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/15196
https://github.com/root-project/root/issues/15196:400,energy efficiency,predict,predicted,400,"Hello! I see that your dataset has bins with negative weights. That's not a good start. ![plot](https://github.com/root-project/root/assets/6578603/f213df07-1c68-4453-9e6e-5f9cbb24787c). In newer ROOT versions, the Chi2 are more consistent with the likelihood fits. Meaning that if you have an extendible pdf, it will automatically do an extended fit (i.e., a Poisson term to constrain the number of predicted events is added). However, if you have weights this is not meaningful anymore. I guess you don't even want to do an extended fit in your case. You can explicitly pass `RooFit::Extended(false)` to get back the old behavior:. ```c++. using namespace RooFit;. TFile file{""test.root""};. auto workspace = file.Get<RooWorkspace>(""w_test"");. auto hist = static_cast<RooDataHist *>(workspace->data(""jpsi_ppbar_mass""));. auto x = workspace->var(""Jpsi_m_fitted"");. auto pdf = workspace->pdf(""model_Low"");. auto result = pdf->chi2FitTo(*hist, Save(), Extended(false));. result->Print();. ```. But your fit has also has a different problem (any status other than `MINIMIZE=0` means an error in Minuit). You use a [RooAddPdf](https://root.cern.ch/doc/master/classRooAddPdf.html) for the model. This class inherits from RooAbsPdf, and a pdf in RooFit is forced to be positive everywhere. Therefore, you can't fit the your data with the negative bin contents at all. You need to create a RooAbsReal-derived function, maybe a [RooRealSumFunc](https://root.cern.ch/doc/master/classRooRealSumFunc.html). Or maybe can you avoid the negative bin content all together? Where does it even come from, from subtracting a background? IN this case this is the wrong thing do do for statistical analysis. I would rather keep the background in the data and add a component to the model, maybe a fixed [RooHistPdf](https://root.cern.ch/doc/master/classRooHistPdf.html) for that part that exactly corresponds to the background estimation. I'll close this issue because it's not a bug in RooFit, or an improvement of feat",MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/15196
https://github.com/root-project/root/issues/15196:1184,energy efficiency,model,model,1184,"-5f9cbb24787c). In newer ROOT versions, the Chi2 are more consistent with the likelihood fits. Meaning that if you have an extendible pdf, it will automatically do an extended fit (i.e., a Poisson term to constrain the number of predicted events is added). However, if you have weights this is not meaningful anymore. I guess you don't even want to do an extended fit in your case. You can explicitly pass `RooFit::Extended(false)` to get back the old behavior:. ```c++. using namespace RooFit;. TFile file{""test.root""};. auto workspace = file.Get<RooWorkspace>(""w_test"");. auto hist = static_cast<RooDataHist *>(workspace->data(""jpsi_ppbar_mass""));. auto x = workspace->var(""Jpsi_m_fitted"");. auto pdf = workspace->pdf(""model_Low"");. auto result = pdf->chi2FitTo(*hist, Save(), Extended(false));. result->Print();. ```. But your fit has also has a different problem (any status other than `MINIMIZE=0` means an error in Minuit). You use a [RooAddPdf](https://root.cern.ch/doc/master/classRooAddPdf.html) for the model. This class inherits from RooAbsPdf, and a pdf in RooFit is forced to be positive everywhere. Therefore, you can't fit the your data with the negative bin contents at all. You need to create a RooAbsReal-derived function, maybe a [RooRealSumFunc](https://root.cern.ch/doc/master/classRooRealSumFunc.html). Or maybe can you avoid the negative bin content all together? Where does it even come from, from subtracting a background? IN this case this is the wrong thing do do for statistical analysis. I would rather keep the background in the data and add a component to the model, maybe a fixed [RooHistPdf](https://root.cern.ch/doc/master/classRooHistPdf.html) for that part that exactly corresponds to the background estimation. I'll close this issue because it's not a bug in RooFit, or an improvement of feature request. If you have further questions about your RooFit analysis, please open a thread on the forum to follow up:. https://root-forum.cern.ch/c/roofit-and-roostats/12",MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/15196
https://github.com/root-project/root/issues/15196:1762,energy efficiency,model,model,1762,"-5f9cbb24787c). In newer ROOT versions, the Chi2 are more consistent with the likelihood fits. Meaning that if you have an extendible pdf, it will automatically do an extended fit (i.e., a Poisson term to constrain the number of predicted events is added). However, if you have weights this is not meaningful anymore. I guess you don't even want to do an extended fit in your case. You can explicitly pass `RooFit::Extended(false)` to get back the old behavior:. ```c++. using namespace RooFit;. TFile file{""test.root""};. auto workspace = file.Get<RooWorkspace>(""w_test"");. auto hist = static_cast<RooDataHist *>(workspace->data(""jpsi_ppbar_mass""));. auto x = workspace->var(""Jpsi_m_fitted"");. auto pdf = workspace->pdf(""model_Low"");. auto result = pdf->chi2FitTo(*hist, Save(), Extended(false));. result->Print();. ```. But your fit has also has a different problem (any status other than `MINIMIZE=0` means an error in Minuit). You use a [RooAddPdf](https://root.cern.ch/doc/master/classRooAddPdf.html) for the model. This class inherits from RooAbsPdf, and a pdf in RooFit is forced to be positive everywhere. Therefore, you can't fit the your data with the negative bin contents at all. You need to create a RooAbsReal-derived function, maybe a [RooRealSumFunc](https://root.cern.ch/doc/master/classRooRealSumFunc.html). Or maybe can you avoid the negative bin content all together? Where does it even come from, from subtracting a background? IN this case this is the wrong thing do do for statistical analysis. I would rather keep the background in the data and add a component to the model, maybe a fixed [RooHistPdf](https://root.cern.ch/doc/master/classRooHistPdf.html) for that part that exactly corresponds to the background estimation. I'll close this issue because it's not a bug in RooFit, or an improvement of feature request. If you have further questions about your RooFit analysis, please open a thread on the forum to follow up:. https://root-forum.cern.ch/c/roofit-and-roostats/12",MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/15196
https://github.com/root-project/root/issues/15196:1907,energy efficiency,estimat,estimation,1907,"-5f9cbb24787c). In newer ROOT versions, the Chi2 are more consistent with the likelihood fits. Meaning that if you have an extendible pdf, it will automatically do an extended fit (i.e., a Poisson term to constrain the number of predicted events is added). However, if you have weights this is not meaningful anymore. I guess you don't even want to do an extended fit in your case. You can explicitly pass `RooFit::Extended(false)` to get back the old behavior:. ```c++. using namespace RooFit;. TFile file{""test.root""};. auto workspace = file.Get<RooWorkspace>(""w_test"");. auto hist = static_cast<RooDataHist *>(workspace->data(""jpsi_ppbar_mass""));. auto x = workspace->var(""Jpsi_m_fitted"");. auto pdf = workspace->pdf(""model_Low"");. auto result = pdf->chi2FitTo(*hist, Save(), Extended(false));. result->Print();. ```. But your fit has also has a different problem (any status other than `MINIMIZE=0` means an error in Minuit). You use a [RooAddPdf](https://root.cern.ch/doc/master/classRooAddPdf.html) for the model. This class inherits from RooAbsPdf, and a pdf in RooFit is forced to be positive everywhere. Therefore, you can't fit the your data with the negative bin contents at all. You need to create a RooAbsReal-derived function, maybe a [RooRealSumFunc](https://root.cern.ch/doc/master/classRooRealSumFunc.html). Or maybe can you avoid the negative bin content all together? Where does it even come from, from subtracting a background? IN this case this is the wrong thing do do for statistical analysis. I would rather keep the background in the data and add a component to the model, maybe a fixed [RooHistPdf](https://root.cern.ch/doc/master/classRooHistPdf.html) for that part that exactly corresponds to the background estimation. I'll close this issue because it's not a bug in RooFit, or an improvement of feature request. If you have further questions about your RooFit analysis, please open a thread on the forum to follow up:. https://root-forum.cern.ch/c/roofit-and-roostats/12",MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/15196
https://github.com/root-project/root/issues/15196:201,integrability,version,versions,201,"Hello! I see that your dataset has bins with negative weights. That's not a good start. ![plot](https://github.com/root-project/root/assets/6578603/f213df07-1c68-4453-9e6e-5f9cbb24787c). In newer ROOT versions, the Chi2 are more consistent with the likelihood fits. Meaning that if you have an extendible pdf, it will automatically do an extended fit (i.e., a Poisson term to constrain the number of predicted events is added). However, if you have weights this is not meaningful anymore. I guess you don't even want to do an extended fit in your case. You can explicitly pass `RooFit::Extended(false)` to get back the old behavior:. ```c++. using namespace RooFit;. TFile file{""test.root""};. auto workspace = file.Get<RooWorkspace>(""w_test"");. auto hist = static_cast<RooDataHist *>(workspace->data(""jpsi_ppbar_mass""));. auto x = workspace->var(""Jpsi_m_fitted"");. auto pdf = workspace->pdf(""model_Low"");. auto result = pdf->chi2FitTo(*hist, Save(), Extended(false));. result->Print();. ```. But your fit has also has a different problem (any status other than `MINIMIZE=0` means an error in Minuit). You use a [RooAddPdf](https://root.cern.ch/doc/master/classRooAddPdf.html) for the model. This class inherits from RooAbsPdf, and a pdf in RooFit is forced to be positive everywhere. Therefore, you can't fit the your data with the negative bin contents at all. You need to create a RooAbsReal-derived function, maybe a [RooRealSumFunc](https://root.cern.ch/doc/master/classRooRealSumFunc.html). Or maybe can you avoid the negative bin content all together? Where does it even come from, from subtracting a background? IN this case this is the wrong thing do do for statistical analysis. I would rather keep the background in the data and add a component to the model, maybe a fixed [RooHistPdf](https://root.cern.ch/doc/master/classRooHistPdf.html) for that part that exactly corresponds to the background estimation. I'll close this issue because it's not a bug in RooFit, or an improvement of feat",MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/15196
https://github.com/root-project/root/issues/15196:410,integrability,event,events,410,"Hello! I see that your dataset has bins with negative weights. That's not a good start. ![plot](https://github.com/root-project/root/assets/6578603/f213df07-1c68-4453-9e6e-5f9cbb24787c). In newer ROOT versions, the Chi2 are more consistent with the likelihood fits. Meaning that if you have an extendible pdf, it will automatically do an extended fit (i.e., a Poisson term to constrain the number of predicted events is added). However, if you have weights this is not meaningful anymore. I guess you don't even want to do an extended fit in your case. You can explicitly pass `RooFit::Extended(false)` to get back the old behavior:. ```c++. using namespace RooFit;. TFile file{""test.root""};. auto workspace = file.Get<RooWorkspace>(""w_test"");. auto hist = static_cast<RooDataHist *>(workspace->data(""jpsi_ppbar_mass""));. auto x = workspace->var(""Jpsi_m_fitted"");. auto pdf = workspace->pdf(""model_Low"");. auto result = pdf->chi2FitTo(*hist, Save(), Extended(false));. result->Print();. ```. But your fit has also has a different problem (any status other than `MINIMIZE=0` means an error in Minuit). You use a [RooAddPdf](https://root.cern.ch/doc/master/classRooAddPdf.html) for the model. This class inherits from RooAbsPdf, and a pdf in RooFit is forced to be positive everywhere. Therefore, you can't fit the your data with the negative bin contents at all. You need to create a RooAbsReal-derived function, maybe a [RooRealSumFunc](https://root.cern.ch/doc/master/classRooRealSumFunc.html). Or maybe can you avoid the negative bin content all together? Where does it even come from, from subtracting a background? IN this case this is the wrong thing do do for statistical analysis. I would rather keep the background in the data and add a component to the model, maybe a fixed [RooHistPdf](https://root.cern.ch/doc/master/classRooHistPdf.html) for that part that exactly corresponds to the background estimation. I'll close this issue because it's not a bug in RooFit, or an improvement of feat",MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/issues/15196
