id,quality_attribute,keyword,matched_word,match_idx,sentence,source,author,repo,version,wiki,url
https://github.com/google/deepvariant/issues/136:228,interoperability,standard,standard-,228,"Cannot create VM with more than 4 P100 GPUs; When I tried to create a VM with 8 GPUs using this command line:. export IMAGE_FAMILY=""tf-latest-gpu"". export ZONE=""us-west1-a"". export INSTANCE_NAME=""deep"". export INSTANCE_TYPE=""n1-standard-8"". gcloud compute instances create $INSTANCE_NAME \. --zone=$ZONE \. --image-family=$IMAGE_FAMILY \. --image-project=deeplearning-platform-release \. --maintenance-policy=TERMINATE \. --accelerator=""type=nvidia-tesla-p100,count=8"" \. --machine-type=$INSTANCE_TYPE \. --boot-disk-size=200GB \. --metadata=""install-nvidia-driver=True"". I got this error:. ERROR: (gcloud.compute.instances.create) Could not fetch resource:. - Invalid value for field 'resource.guestAccelerators[0].acceleratorCount': '8'. Number of accelerator cards attached to an instance must be one of [1, 2, 4]. My Quota shows that I have access to 8 P100 GPUs:. ![screenshot from 2019-01-04 12-53-33](https://user-images.githubusercontent.com/19914123/50707923-cd8b4d80-101f-11e9-976d-b04df93f0f26.png).",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/136
https://github.com/google/deepvariant/issues/136:368,interoperability,platform,platform-release,368,"Cannot create VM with more than 4 P100 GPUs; When I tried to create a VM with 8 GPUs using this command line:. export IMAGE_FAMILY=""tf-latest-gpu"". export ZONE=""us-west1-a"". export INSTANCE_NAME=""deep"". export INSTANCE_TYPE=""n1-standard-8"". gcloud compute instances create $INSTANCE_NAME \. --zone=$ZONE \. --image-family=$IMAGE_FAMILY \. --image-project=deeplearning-platform-release \. --maintenance-policy=TERMINATE \. --accelerator=""type=nvidia-tesla-p100,count=8"" \. --machine-type=$INSTANCE_TYPE \. --boot-disk-size=200GB \. --metadata=""install-nvidia-driver=True"". I got this error:. ERROR: (gcloud.compute.instances.create) Could not fetch resource:. - Invalid value for field 'resource.guestAccelerators[0].acceleratorCount': '8'. Number of accelerator cards attached to an instance must be one of [1, 2, 4]. My Quota shows that I have access to 8 P100 GPUs:. ![screenshot from 2019-01-04 12-53-33](https://user-images.githubusercontent.com/19914123/50707923-cd8b4d80-101f-11e9-976d-b04df93f0f26.png).",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/136
https://github.com/google/deepvariant/issues/136:39,performance,GPU,GPUs,39,"Cannot create VM with more than 4 P100 GPUs; When I tried to create a VM with 8 GPUs using this command line:. export IMAGE_FAMILY=""tf-latest-gpu"". export ZONE=""us-west1-a"". export INSTANCE_NAME=""deep"". export INSTANCE_TYPE=""n1-standard-8"". gcloud compute instances create $INSTANCE_NAME \. --zone=$ZONE \. --image-family=$IMAGE_FAMILY \. --image-project=deeplearning-platform-release \. --maintenance-policy=TERMINATE \. --accelerator=""type=nvidia-tesla-p100,count=8"" \. --machine-type=$INSTANCE_TYPE \. --boot-disk-size=200GB \. --metadata=""install-nvidia-driver=True"". I got this error:. ERROR: (gcloud.compute.instances.create) Could not fetch resource:. - Invalid value for field 'resource.guestAccelerators[0].acceleratorCount': '8'. Number of accelerator cards attached to an instance must be one of [1, 2, 4]. My Quota shows that I have access to 8 P100 GPUs:. ![screenshot from 2019-01-04 12-53-33](https://user-images.githubusercontent.com/19914123/50707923-cd8b4d80-101f-11e9-976d-b04df93f0f26.png).",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/136
https://github.com/google/deepvariant/issues/136:80,performance,GPU,GPUs,80,"Cannot create VM with more than 4 P100 GPUs; When I tried to create a VM with 8 GPUs using this command line:. export IMAGE_FAMILY=""tf-latest-gpu"". export ZONE=""us-west1-a"". export INSTANCE_NAME=""deep"". export INSTANCE_TYPE=""n1-standard-8"". gcloud compute instances create $INSTANCE_NAME \. --zone=$ZONE \. --image-family=$IMAGE_FAMILY \. --image-project=deeplearning-platform-release \. --maintenance-policy=TERMINATE \. --accelerator=""type=nvidia-tesla-p100,count=8"" \. --machine-type=$INSTANCE_TYPE \. --boot-disk-size=200GB \. --metadata=""install-nvidia-driver=True"". I got this error:. ERROR: (gcloud.compute.instances.create) Could not fetch resource:. - Invalid value for field 'resource.guestAccelerators[0].acceleratorCount': '8'. Number of accelerator cards attached to an instance must be one of [1, 2, 4]. My Quota shows that I have access to 8 P100 GPUs:. ![screenshot from 2019-01-04 12-53-33](https://user-images.githubusercontent.com/19914123/50707923-cd8b4d80-101f-11e9-976d-b04df93f0f26.png).",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/136
https://github.com/google/deepvariant/issues/136:142,performance,gpu,gpu,142,"Cannot create VM with more than 4 P100 GPUs; When I tried to create a VM with 8 GPUs using this command line:. export IMAGE_FAMILY=""tf-latest-gpu"". export ZONE=""us-west1-a"". export INSTANCE_NAME=""deep"". export INSTANCE_TYPE=""n1-standard-8"". gcloud compute instances create $INSTANCE_NAME \. --zone=$ZONE \. --image-family=$IMAGE_FAMILY \. --image-project=deeplearning-platform-release \. --maintenance-policy=TERMINATE \. --accelerator=""type=nvidia-tesla-p100,count=8"" \. --machine-type=$INSTANCE_TYPE \. --boot-disk-size=200GB \. --metadata=""install-nvidia-driver=True"". I got this error:. ERROR: (gcloud.compute.instances.create) Could not fetch resource:. - Invalid value for field 'resource.guestAccelerators[0].acceleratorCount': '8'. Number of accelerator cards attached to an instance must be one of [1, 2, 4]. My Quota shows that I have access to 8 P100 GPUs:. ![screenshot from 2019-01-04 12-53-33](https://user-images.githubusercontent.com/19914123/50707923-cd8b4d80-101f-11e9-976d-b04df93f0f26.png).",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/136
https://github.com/google/deepvariant/issues/136:512,performance,disk,disk-size,512,"Cannot create VM with more than 4 P100 GPUs; When I tried to create a VM with 8 GPUs using this command line:. export IMAGE_FAMILY=""tf-latest-gpu"". export ZONE=""us-west1-a"". export INSTANCE_NAME=""deep"". export INSTANCE_TYPE=""n1-standard-8"". gcloud compute instances create $INSTANCE_NAME \. --zone=$ZONE \. --image-family=$IMAGE_FAMILY \. --image-project=deeplearning-platform-release \. --maintenance-policy=TERMINATE \. --accelerator=""type=nvidia-tesla-p100,count=8"" \. --machine-type=$INSTANCE_TYPE \. --boot-disk-size=200GB \. --metadata=""install-nvidia-driver=True"". I got this error:. ERROR: (gcloud.compute.instances.create) Could not fetch resource:. - Invalid value for field 'resource.guestAccelerators[0].acceleratorCount': '8'. Number of accelerator cards attached to an instance must be one of [1, 2, 4]. My Quota shows that I have access to 8 P100 GPUs:. ![screenshot from 2019-01-04 12-53-33](https://user-images.githubusercontent.com/19914123/50707923-cd8b4d80-101f-11e9-976d-b04df93f0f26.png).",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/136
https://github.com/google/deepvariant/issues/136:583,performance,error,error,583,"Cannot create VM with more than 4 P100 GPUs; When I tried to create a VM with 8 GPUs using this command line:. export IMAGE_FAMILY=""tf-latest-gpu"". export ZONE=""us-west1-a"". export INSTANCE_NAME=""deep"". export INSTANCE_TYPE=""n1-standard-8"". gcloud compute instances create $INSTANCE_NAME \. --zone=$ZONE \. --image-family=$IMAGE_FAMILY \. --image-project=deeplearning-platform-release \. --maintenance-policy=TERMINATE \. --accelerator=""type=nvidia-tesla-p100,count=8"" \. --machine-type=$INSTANCE_TYPE \. --boot-disk-size=200GB \. --metadata=""install-nvidia-driver=True"". I got this error:. ERROR: (gcloud.compute.instances.create) Could not fetch resource:. - Invalid value for field 'resource.guestAccelerators[0].acceleratorCount': '8'. Number of accelerator cards attached to an instance must be one of [1, 2, 4]. My Quota shows that I have access to 8 P100 GPUs:. ![screenshot from 2019-01-04 12-53-33](https://user-images.githubusercontent.com/19914123/50707923-cd8b4d80-101f-11e9-976d-b04df93f0f26.png).",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/136
https://github.com/google/deepvariant/issues/136:591,performance,ERROR,ERROR,591,"Cannot create VM with more than 4 P100 GPUs; When I tried to create a VM with 8 GPUs using this command line:. export IMAGE_FAMILY=""tf-latest-gpu"". export ZONE=""us-west1-a"". export INSTANCE_NAME=""deep"". export INSTANCE_TYPE=""n1-standard-8"". gcloud compute instances create $INSTANCE_NAME \. --zone=$ZONE \. --image-family=$IMAGE_FAMILY \. --image-project=deeplearning-platform-release \. --maintenance-policy=TERMINATE \. --accelerator=""type=nvidia-tesla-p100,count=8"" \. --machine-type=$INSTANCE_TYPE \. --boot-disk-size=200GB \. --metadata=""install-nvidia-driver=True"". I got this error:. ERROR: (gcloud.compute.instances.create) Could not fetch resource:. - Invalid value for field 'resource.guestAccelerators[0].acceleratorCount': '8'. Number of accelerator cards attached to an instance must be one of [1, 2, 4]. My Quota shows that I have access to 8 P100 GPUs:. ![screenshot from 2019-01-04 12-53-33](https://user-images.githubusercontent.com/19914123/50707923-cd8b4d80-101f-11e9-976d-b04df93f0f26.png).",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/136
https://github.com/google/deepvariant/issues/136:648,performance,resourc,resource,648,"Cannot create VM with more than 4 P100 GPUs; When I tried to create a VM with 8 GPUs using this command line:. export IMAGE_FAMILY=""tf-latest-gpu"". export ZONE=""us-west1-a"". export INSTANCE_NAME=""deep"". export INSTANCE_TYPE=""n1-standard-8"". gcloud compute instances create $INSTANCE_NAME \. --zone=$ZONE \. --image-family=$IMAGE_FAMILY \. --image-project=deeplearning-platform-release \. --maintenance-policy=TERMINATE \. --accelerator=""type=nvidia-tesla-p100,count=8"" \. --machine-type=$INSTANCE_TYPE \. --boot-disk-size=200GB \. --metadata=""install-nvidia-driver=True"". I got this error:. ERROR: (gcloud.compute.instances.create) Could not fetch resource:. - Invalid value for field 'resource.guestAccelerators[0].acceleratorCount': '8'. Number of accelerator cards attached to an instance must be one of [1, 2, 4]. My Quota shows that I have access to 8 P100 GPUs:. ![screenshot from 2019-01-04 12-53-33](https://user-images.githubusercontent.com/19914123/50707923-cd8b4d80-101f-11e9-976d-b04df93f0f26.png).",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/136
https://github.com/google/deepvariant/issues/136:686,performance,resourc,resource,686,"Cannot create VM with more than 4 P100 GPUs; When I tried to create a VM with 8 GPUs using this command line:. export IMAGE_FAMILY=""tf-latest-gpu"". export ZONE=""us-west1-a"". export INSTANCE_NAME=""deep"". export INSTANCE_TYPE=""n1-standard-8"". gcloud compute instances create $INSTANCE_NAME \. --zone=$ZONE \. --image-family=$IMAGE_FAMILY \. --image-project=deeplearning-platform-release \. --maintenance-policy=TERMINATE \. --accelerator=""type=nvidia-tesla-p100,count=8"" \. --machine-type=$INSTANCE_TYPE \. --boot-disk-size=200GB \. --metadata=""install-nvidia-driver=True"". I got this error:. ERROR: (gcloud.compute.instances.create) Could not fetch resource:. - Invalid value for field 'resource.guestAccelerators[0].acceleratorCount': '8'. Number of accelerator cards attached to an instance must be one of [1, 2, 4]. My Quota shows that I have access to 8 P100 GPUs:. ![screenshot from 2019-01-04 12-53-33](https://user-images.githubusercontent.com/19914123/50707923-cd8b4d80-101f-11e9-976d-b04df93f0f26.png).",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/136
