id,quality_attribute,keyword,matched_word,match_idx,sentence,source,filename,author,repo,version,wiki,url
https://github.com/soedinglab/mmseqs2/wiki/Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html:48782,Availability,mask,mask,48782,"g .[0-9]+.; How is MMseqs handling low complexity; MMseqs uses reduces low complexity effects on the query and target database.; Query sequences are handled by an amino acid local compositional bias correction. In prefilter and alignment stages we apply a correction to substitution matrix scores assigning lower scores to the matches of amino acids that are overrepresented in the local sequence neighborhood. To switch the compositional bias correction on and off use --comp-bias-corr.; Target sequences low-complexity regions are masked during the prefilter stage. Regions satisfying one of the following criteria are masked out: (1) all 6-mers are under a bit score of 8.75 after amino acid local composition bias correction, (2) four consecutive identical residues, (3) four consecutive 2-mers with at most one mismatch between them, (4) four consecutive 3-mers at most two mismatches. Using GPLv2-licensed code from pfilt (""Getting the most from PSI–BLAST"", DT Jones, 2002) and default parameters, we also mask (5) coiled coils and (6) all windows of size 12 that contain only three distinct amino acids. Masking can be controlled with --mask.; How to search nucleotides against a protein database; To search with nucleotide sequences against a protein database the; following protocol can be used.; mmseqs createdb nucl.fasta nucldb; mmseqs extractorf nucldb nucldb_orf --longest-orf --min-length 30 --max-length 48000; mmseqs translatenucleotide nucldb_orf nucldb_orf_aa; mmseqs search nucldb_orf_aa targetDB resultDB tmp . First you convert your DNA fasta file to a mmseqs database with; createdb. All open reading frames (ORFs) from each six frame can be; extraced by using extractorf. This ORFs can be converted into proteins; by translatenucleotide.; How to extract representative sequence from clustering; To extract the representative of a clustering the following commands can; be used.; mmseqs result2msa sequenceDB sequenceDB clu clu_rep --only-rep-seq; mmseqs result2flat sequenceDB",MatchSource.WIKI,Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html,soedinglab,MMseqs2,15-6f452,https://github.com/soedinglab/mmseqs2/wiki,https://github.com/soedinglab/mmseqs2/wiki/Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html
https://github.com/soedinglab/mmseqs2/wiki/Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html:48914,Availability,mask,mask,48914,"Query sequences are handled by an amino acid local compositional bias correction. In prefilter and alignment stages we apply a correction to substitution matrix scores assigning lower scores to the matches of amino acids that are overrepresented in the local sequence neighborhood. To switch the compositional bias correction on and off use --comp-bias-corr.; Target sequences low-complexity regions are masked during the prefilter stage. Regions satisfying one of the following criteria are masked out: (1) all 6-mers are under a bit score of 8.75 after amino acid local composition bias correction, (2) four consecutive identical residues, (3) four consecutive 2-mers with at most one mismatch between them, (4) four consecutive 3-mers at most two mismatches. Using GPLv2-licensed code from pfilt (""Getting the most from PSI–BLAST"", DT Jones, 2002) and default parameters, we also mask (5) coiled coils and (6) all windows of size 12 that contain only three distinct amino acids. Masking can be controlled with --mask.; How to search nucleotides against a protein database; To search with nucleotide sequences against a protein database the; following protocol can be used.; mmseqs createdb nucl.fasta nucldb; mmseqs extractorf nucldb nucldb_orf --longest-orf --min-length 30 --max-length 48000; mmseqs translatenucleotide nucldb_orf nucldb_orf_aa; mmseqs search nucldb_orf_aa targetDB resultDB tmp . First you convert your DNA fasta file to a mmseqs database with; createdb. All open reading frames (ORFs) from each six frame can be; extraced by using extractorf. This ORFs can be converted into proteins; by translatenucleotide.; How to extract representative sequence from clustering; To extract the representative of a clustering the following commands can; be used.; mmseqs result2msa sequenceDB sequenceDB clu clu_rep --only-rep-seq; mmseqs result2flat sequenceDB sequenceDB clu_rep clu_rep.fasta. How to redundancy filter sequences with identical length and 100% length overlap.; To redundanc",MatchSource.WIKI,Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html,soedinglab,MMseqs2,15-6f452,https://github.com/soedinglab/mmseqs2/wiki,https://github.com/soedinglab/mmseqs2/wiki/Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html
https://github.com/soedinglab/mmseqs2/wiki/Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html:58159,Availability,down,down,58159,"nce also less significant results are written to the output. For; detailed explanation see section Computation of Prefiltering Scores using mmseqs prefilter.; --max-seqs [int] Maximum result sequences per query (default=300).; Maximum number of sequences passing the prefiltering per query. If the; prefiltering result list exceeds the --max-seqs value, only the; sequences with the best Z-score pass the prefiltering.; –search-mode [int] Search mode. Global: 0 Local: 1 Local fast: 2.; --no-comp-bias-corr Switch off local amino acid composition bias correction.; Compositional bias correction assigns lower scores to amino acid matches; of the amino acids that are frequent in their neighborhood in the query; sequence.; --max-chunk-size [int] Splits target databases in chunks when the database size exceeds the given size. (For memory saving only); Maximum number of sequences stored in the index table at some point of; time, default = INT_MAX. Restraining the number of sequences stored; reduces the memory usage, but slows down the calculation.; –fast-mode Fast search is using Z-score instead of logP-Value and extracts hits with a score higher than 6; –spaced-kmer-mode Spaced k-mer mode (use consecutive pattern). Disable: 0, Enable: 1; --sub-mat [file] Amino acid substitution matrix file.; Substitution matrices for different sequence diversities in the required; format can be found in the MMseqs2 data folder.; -v [int] Verbosity level: 0=NOTHING, 1=ERROR, 2=WARNING, 3=INFO (default=3).; Verbosity level in the range [0:3]. With verbosity 0, there is no; terminal output.; –threads [int] Number of cores used for the computation (default=all cores).; Alignment; Calculates Smith-Waterman alignment scores between all sequences in the; query database and the sequences of the target database which passed the; prefiltering.; Usage:; mmseqs align <queryDB> <targetDB> <prefResultsDB> <outDB> [opts]; Options:; -e [float] Maximum e-value (default=0.01).; E-value of the local alignment is",MatchSource.WIKI,Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html,soedinglab,MMseqs2,15-6f452,https://github.com/soedinglab/mmseqs2/wiki,https://github.com/soedinglab/mmseqs2/wiki/Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html
https://github.com/soedinglab/mmseqs2/wiki/Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html:61737,Availability,avail,available,61737,"le input.; --sub-mat [file] Amino acid substitution matrix file.; Substitution matrices for different sequence diversities in the required; format can be found in the MMseqs2 data folder.; –threads [int] Number of cores used for the computation (default=all cores).; -v [int] Verbosity level: 0=NOTHING, 1=ERROR, 2=WARNING, 3=INFO (default=3).; Verbosity level in the range [0:3]. With verbosity 0, there is no; terminal output.; Clustering; Calculates a clustering of a sequence database based on Smith Waterman; alignment scores of the sequence pairs.; Usage:; mmseqs clust <sequenceDB> <alnResultsDB> <outDB> [opts]; Options:; –cluster-mode 0 Setcover, 1 connected component, 2 Greedy clustering by sequence length).; For the description of the three algorithms, see section Clustering sequence database using mmseqs cluster.; –min-seq-id [float] Minimum sequence identity of sequences in a cluster (default = 0.0); Minimum sequence identity of the cluster members and the representative; sequence. Per default, the sequence identity criterion is switched off.; --max-seqs [int] Maximum result sequences per query (default=100); Maximum alignment results read per query. This is at the same time the; maximum possible number of sequences in the cluster.; -v [int] Verbosity level: 0=NOTHING, 1=ERROR, 2=WARNING, 3=INFO (default=3).; Verbosity level in the range [0:3]. With verbosity 0, there is no; terminal output.; License Terms; The software is made available under the terms of the GNU General Public License v3.0. Its contributors assume no responsibility for errors or omissions in the software. Add a custom footer; . . . Toggle table of contents; Pages 3. Loading. Home; . Loading. MMseqs2 Developer Guide; . Loading. Tutorials; . Add a custom sidebar; ; Clone this wiki locally. . . Footer. © 2024 GitHub, Inc.; . Footer navigation. Terms. Privacy. Security. Status. Docs. Contact. Manage cookies; . Do not share my personal information; . You can’t perform that action at this time.; . ",MatchSource.WIKI,Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html,soedinglab,MMseqs2,15-6f452,https://github.com/soedinglab/mmseqs2/wiki,https://github.com/soedinglab/mmseqs2/wiki/Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html
https://github.com/soedinglab/mmseqs2/wiki/Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html:61849,Availability,error,errors,61849,"le input.; --sub-mat [file] Amino acid substitution matrix file.; Substitution matrices for different sequence diversities in the required; format can be found in the MMseqs2 data folder.; –threads [int] Number of cores used for the computation (default=all cores).; -v [int] Verbosity level: 0=NOTHING, 1=ERROR, 2=WARNING, 3=INFO (default=3).; Verbosity level in the range [0:3]. With verbosity 0, there is no; terminal output.; Clustering; Calculates a clustering of a sequence database based on Smith Waterman; alignment scores of the sequence pairs.; Usage:; mmseqs clust <sequenceDB> <alnResultsDB> <outDB> [opts]; Options:; –cluster-mode 0 Setcover, 1 connected component, 2 Greedy clustering by sequence length).; For the description of the three algorithms, see section Clustering sequence database using mmseqs cluster.; –min-seq-id [float] Minimum sequence identity of sequences in a cluster (default = 0.0); Minimum sequence identity of the cluster members and the representative; sequence. Per default, the sequence identity criterion is switched off.; --max-seqs [int] Maximum result sequences per query (default=100); Maximum alignment results read per query. This is at the same time the; maximum possible number of sequences in the cluster.; -v [int] Verbosity level: 0=NOTHING, 1=ERROR, 2=WARNING, 3=INFO (default=3).; Verbosity level in the range [0:3]. With verbosity 0, there is no; terminal output.; License Terms; The software is made available under the terms of the GNU General Public License v3.0. Its contributors assume no responsibility for errors or omissions in the software. Add a custom footer; . . . Toggle table of contents; Pages 3. Loading. Home; . Loading. MMseqs2 Developer Guide; . Loading. Tutorials; . Add a custom sidebar; ; Clone this wiki locally. . . Footer. © 2024 GitHub, Inc.; . Footer navigation. Terms. Privacy. Security. Status. Docs. Contact. Manage cookies; . Do not share my personal information; . You can’t perform that action at this time.; . ",MatchSource.WIKI,Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html,soedinglab,MMseqs2,15-6f452,https://github.com/soedinglab/mmseqs2/wiki,https://github.com/soedinglab/mmseqs2/wiki/Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html
https://github.com/soedinglab/mmseqs2/wiki/Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html:5929,Deployability,update,update,5929,"ces that pass a cut-off; for the ungapped alignment score in the first module. Both modules are; parallelized to use all cores of a computer to full capacity. Due to its; unparalleled combination of speed and sensitivity, searches of all; predicted ORFs in large metagenomics data sets through the entire; UniProtKB or NCBI-NR databases are feasible. This could allow for; assigning to functional clusters and taxonomic clades many reads that; are too diverged to be mappable by current software.; MMseqs2 clustering module can cluster sequence sets efficiently into; groups of similar sequences. It takes as input the similarity graph; obtained from the comparison of the sequence set with itself in the; prefiltering and alignment modules. MMseqs2 further supports an updating; mode in which sequences can be added to an existing clustering with; stable cluster identifiers and without the need to recluster the entire; sequence set. We are using MMseqs2 to regularly update versions of the; UniProtKB database clustered down to 30% sequence similarity threshold.; This database is available at; uniclust.mmseqs.com.; Installation; There are two ways of installing MMseqs: by compiling it or by using a; statically pre-compiled binary.; Static version; The following command will download the latest MMseqs2 release and extract it.; $ wget https://mmseqs.com/latest/mmseqs.tar.gz; $ tar xzvf mmseqs.tar.gz. Compile; Compiling MMseqs2 from source has the advantage that it will be; optimized to the specific system, which might improve its performance.; To compile mmseqs git, g++ (4.6 or higher) and cmake (3.0 or; higher) are needed. Afterwards, the MMseqs2 binary will be located in in; build/bin/.; $ git clone https://github.com/soedinglab/MMseqs2.git; $ cd mmseqs; $ mkdir build; $ cd build; $ cmake -DCMAKE_BUILD_TYPE=RELEASE -DCMAKE_INSTALL_PREFIX=. ..; $ make ; $ make install . MMseqs2 comes with a bash command and parameter auto-completion, which; can usually activated by pressing the t",MatchSource.WIKI,Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html,soedinglab,MMseqs2,15-6f452,https://github.com/soedinglab/mmseqs2/wiki,https://github.com/soedinglab/mmseqs2/wiki/Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html
https://github.com/soedinglab/mmseqs2/wiki/Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html:6115,Deployability,install,installing,6115,"lleled combination of speed and sensitivity, searches of all; predicted ORFs in large metagenomics data sets through the entire; UniProtKB or NCBI-NR databases are feasible. This could allow for; assigning to functional clusters and taxonomic clades many reads that; are too diverged to be mappable by current software.; MMseqs2 clustering module can cluster sequence sets efficiently into; groups of similar sequences. It takes as input the similarity graph; obtained from the comparison of the sequence set with itself in the; prefiltering and alignment modules. MMseqs2 further supports an updating; mode in which sequences can be added to an existing clustering with; stable cluster identifiers and without the need to recluster the entire; sequence set. We are using MMseqs2 to regularly update versions of the; UniProtKB database clustered down to 30% sequence similarity threshold.; This database is available at; uniclust.mmseqs.com.; Installation; There are two ways of installing MMseqs: by compiling it or by using a; statically pre-compiled binary.; Static version; The following command will download the latest MMseqs2 release and extract it.; $ wget https://mmseqs.com/latest/mmseqs.tar.gz; $ tar xzvf mmseqs.tar.gz. Compile; Compiling MMseqs2 from source has the advantage that it will be; optimized to the specific system, which might improve its performance.; To compile mmseqs git, g++ (4.6 or higher) and cmake (3.0 or; higher) are needed. Afterwards, the MMseqs2 binary will be located in in; build/bin/.; $ git clone https://github.com/soedinglab/MMseqs2.git; $ cd mmseqs; $ mkdir build; $ cd build; $ cmake -DCMAKE_BUILD_TYPE=RELEASE -DCMAKE_INSTALL_PREFIX=. ..; $ make ; $ make install . MMseqs2 comes with a bash command and parameter auto-completion, which; can usually activated by pressing the tab key. The bash completion for; subcommands and parameters can be installed by sourcing the; util/bash-completion.sh file in your $HOME/.bash_profile:; source path/to/mmseqs/uti",MatchSource.WIKI,Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html,soedinglab,MMseqs2,15-6f452,https://github.com/soedinglab/mmseqs2/wiki,https://github.com/soedinglab/mmseqs2/wiki/Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html
https://github.com/soedinglab/mmseqs2/wiki/Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html:6269,Deployability,release,release,6269," through the entire; UniProtKB or NCBI-NR databases are feasible. This could allow for; assigning to functional clusters and taxonomic clades many reads that; are too diverged to be mappable by current software.; MMseqs2 clustering module can cluster sequence sets efficiently into; groups of similar sequences. It takes as input the similarity graph; obtained from the comparison of the sequence set with itself in the; prefiltering and alignment modules. MMseqs2 further supports an updating; mode in which sequences can be added to an existing clustering with; stable cluster identifiers and without the need to recluster the entire; sequence set. We are using MMseqs2 to regularly update versions of the; UniProtKB database clustered down to 30% sequence similarity threshold.; This database is available at; uniclust.mmseqs.com.; Installation; There are two ways of installing MMseqs: by compiling it or by using a; statically pre-compiled binary.; Static version; The following command will download the latest MMseqs2 release and extract it.; $ wget https://mmseqs.com/latest/mmseqs.tar.gz; $ tar xzvf mmseqs.tar.gz. Compile; Compiling MMseqs2 from source has the advantage that it will be; optimized to the specific system, which might improve its performance.; To compile mmseqs git, g++ (4.6 or higher) and cmake (3.0 or; higher) are needed. Afterwards, the MMseqs2 binary will be located in in; build/bin/.; $ git clone https://github.com/soedinglab/MMseqs2.git; $ cd mmseqs; $ mkdir build; $ cd build; $ cmake -DCMAKE_BUILD_TYPE=RELEASE -DCMAKE_INSTALL_PREFIX=. ..; $ make ; $ make install . MMseqs2 comes with a bash command and parameter auto-completion, which; can usually activated by pressing the tab key. The bash completion for; subcommands and parameters can be installed by sourcing the; util/bash-completion.sh file in your $HOME/.bash_profile:; source path/to/mmseqs/util/bash-completion.sh; Homebrew; If you are using Mac OS you can install MMseqs through Homebrew by; executi",MatchSource.WIKI,Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html,soedinglab,MMseqs2,15-6f452,https://github.com/soedinglab/mmseqs2/wiki,https://github.com/soedinglab/mmseqs2/wiki/Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html
https://github.com/soedinglab/mmseqs2/wiki/Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html:6838,Deployability,install,install,6838,"s and without the need to recluster the entire; sequence set. We are using MMseqs2 to regularly update versions of the; UniProtKB database clustered down to 30% sequence similarity threshold.; This database is available at; uniclust.mmseqs.com.; Installation; There are two ways of installing MMseqs: by compiling it or by using a; statically pre-compiled binary.; Static version; The following command will download the latest MMseqs2 release and extract it.; $ wget https://mmseqs.com/latest/mmseqs.tar.gz; $ tar xzvf mmseqs.tar.gz. Compile; Compiling MMseqs2 from source has the advantage that it will be; optimized to the specific system, which might improve its performance.; To compile mmseqs git, g++ (4.6 or higher) and cmake (3.0 or; higher) are needed. Afterwards, the MMseqs2 binary will be located in in; build/bin/.; $ git clone https://github.com/soedinglab/MMseqs2.git; $ cd mmseqs; $ mkdir build; $ cd build; $ cmake -DCMAKE_BUILD_TYPE=RELEASE -DCMAKE_INSTALL_PREFIX=. ..; $ make ; $ make install . MMseqs2 comes with a bash command and parameter auto-completion, which; can usually activated by pressing the tab key. The bash completion for; subcommands and parameters can be installed by sourcing the; util/bash-completion.sh file in your $HOME/.bash_profile:; source path/to/mmseqs/util/bash-completion.sh; Homebrew; If you are using Mac OS you can install MMseqs through Homebrew by; executing the following:; $ brew install https://raw.githubusercontent.com/soedinglab/mmseqs2/master/Formula/mmseqs.rb --HEAD. This will also automatically install the bash completion (you might have; to do brew install bash-completion first). The formula will also work; for Linuxbrew.; Getting Started; Here we explain how to run a search for sequences matches in the query; database against a target database and how to cluster a sequence; database. Test data (a query and a target database for the sequence; search and a database for the clustering) are stored in the examples; folder.; Search",MatchSource.WIKI,Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html,soedinglab,MMseqs2,15-6f452,https://github.com/soedinglab/mmseqs2/wiki,https://github.com/soedinglab/mmseqs2/wiki/Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html
https://github.com/soedinglab/mmseqs2/wiki/Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html:7026,Deployability,install,installed,7026,"old.; This database is available at; uniclust.mmseqs.com.; Installation; There are two ways of installing MMseqs: by compiling it or by using a; statically pre-compiled binary.; Static version; The following command will download the latest MMseqs2 release and extract it.; $ wget https://mmseqs.com/latest/mmseqs.tar.gz; $ tar xzvf mmseqs.tar.gz. Compile; Compiling MMseqs2 from source has the advantage that it will be; optimized to the specific system, which might improve its performance.; To compile mmseqs git, g++ (4.6 or higher) and cmake (3.0 or; higher) are needed. Afterwards, the MMseqs2 binary will be located in in; build/bin/.; $ git clone https://github.com/soedinglab/MMseqs2.git; $ cd mmseqs; $ mkdir build; $ cd build; $ cmake -DCMAKE_BUILD_TYPE=RELEASE -DCMAKE_INSTALL_PREFIX=. ..; $ make ; $ make install . MMseqs2 comes with a bash command and parameter auto-completion, which; can usually activated by pressing the tab key. The bash completion for; subcommands and parameters can be installed by sourcing the; util/bash-completion.sh file in your $HOME/.bash_profile:; source path/to/mmseqs/util/bash-completion.sh; Homebrew; If you are using Mac OS you can install MMseqs through Homebrew by; executing the following:; $ brew install https://raw.githubusercontent.com/soedinglab/mmseqs2/master/Formula/mmseqs.rb --HEAD. This will also automatically install the bash completion (you might have; to do brew install bash-completion first). The formula will also work; for Linuxbrew.; Getting Started; Here we explain how to run a search for sequences matches in the query; database against a target database and how to cluster a sequence; database. Test data (a query and a target database for the sequence; search and a database for the clustering) are stored in the examples; folder.; Search; Before searching, you need to convert your FASTA file containing query; sequences and target sequences into a sequence DB. You can use the query; database examples/QUERY.fasta and targ",MatchSource.WIKI,Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html,soedinglab,MMseqs2,15-6f452,https://github.com/soedinglab/mmseqs2/wiki,https://github.com/soedinglab/mmseqs2/wiki/Home/c3f084717742ec1ed37e9a415b34282ae2e3b0f9.html
