id,quality_attribute,keyword,matched_word,match_idx,sentence,source,author,repo,version,wiki,url
https://github.com/root-project/root/pull/13978#issuecomment-1786721508:24,Performance,perform,performance-,24,"Starting build on `ROOT-performance-centos8-multicore`/`soversion`, `ROOT-ubuntu2204`/`nortcxxmod`, `ROOT-ubuntu2004`/`python3`, `mac12arm`/`cxx20`, `windows10`/`default` ; [How to customize builds](https://github.com/phsft-bot/build-configuration/blob/master/README.md)",MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/13978#issuecomment-1786721508
https://github.com/root-project/root/pull/13979#issuecomment-1785447678:234,Deployability,configurat,configuration,234,"Starting build on `ROOT-performance-centos8-multicore`/`soversion`, `ROOT-ubuntu2204`/`nortcxxmod`, `ROOT-ubuntu2004`/`python3`, `mac12arm`/`cxx20`, `windows10`/`default` ; [How to customize builds](https://github.com/phsft-bot/build-configuration/blob/master/README.md)",MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/13979#issuecomment-1785447678
https://github.com/root-project/root/pull/13979#issuecomment-1785447678:234,Modifiability,config,configuration,234,"Starting build on `ROOT-performance-centos8-multicore`/`soversion`, `ROOT-ubuntu2204`/`nortcxxmod`, `ROOT-ubuntu2004`/`python3`, `mac12arm`/`cxx20`, `windows10`/`default` ; [How to customize builds](https://github.com/phsft-bot/build-configuration/blob/master/README.md)",MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/13979#issuecomment-1785447678
https://github.com/root-project/root/pull/13979#issuecomment-1785447678:24,Performance,perform,performance-,24,"Starting build on `ROOT-performance-centos8-multicore`/`soversion`, `ROOT-ubuntu2204`/`nortcxxmod`, `ROOT-ubuntu2004`/`python3`, `mac12arm`/`cxx20`, `windows10`/`default` ; [How to customize builds](https://github.com/phsft-bot/build-configuration/blob/master/README.md)",MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/13979#issuecomment-1785447678
https://github.com/root-project/root/pull/13979#issuecomment-1785635593:220,Testability,test,tests,220,Build failed on windows10/default.; Running on null:C:\build\workspace\root-pullrequests-build; [See console output](https://lcgapp-services.cern.ch/root-jenkins/job/root-pullrequests-build/188357/console).; ### Failing tests:; - [projectroot.roottest.root.io.stdpair.roottest_root_io_stdpair_pair_build](https://lcgapp-services.cern.ch/root-jenkins/job/root-pullrequests-build/188357/testReport/projectroot.roottest.root.io/stdpair/roottest_root_io_stdpair_pair_build/),MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/13979#issuecomment-1785635593
https://github.com/root-project/root/pull/13979#issuecomment-1785635593:385,Testability,test,testReport,385,Build failed on windows10/default.; Running on null:C:\build\workspace\root-pullrequests-build; [See console output](https://lcgapp-services.cern.ch/root-jenkins/job/root-pullrequests-build/188357/console).; ### Failing tests:; - [projectroot.roottest.root.io.stdpair.roottest_root_io_stdpair_pair_build](https://lcgapp-services.cern.ch/root-jenkins/job/root-pullrequests-build/188357/testReport/projectroot.roottest.root.io/stdpair/roottest_root_io_stdpair_pair_build/),MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/13979#issuecomment-1785635593
https://github.com/root-project/root/pull/13979#issuecomment-1785747141:3,Testability,Test,Test,3,"## Test Results;        10 files         10 suites   1d 11h 37m 40s [:stopwatch:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""duration of all tests"");   2 480 tests   2 480 [:heavy_check_mark:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""passed tests"") 0 [:zzz:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""skipped / disabled tests"") 0 [:x:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""failed tests""); 23 770 runs  23 770 [:heavy_check_mark:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""passed tests"") 0 [:zzz:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""skipped / disabled tests"") 0 [:x:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""failed tests""). Results for commit 2fef3d2a. [test-results]:data:application/gzip;base64,H4sIANjrP2UC/2XMTQ7CIBCG4as0rF0ArYBexuAAycS2GH5WxrsLREsbl+8zk+9FHM42kuvA6GkgMWPqZXLQCf1amysuqpVzqg98UlveYgb4swc+i3VwGucD2BB8+ErIa1sdpfzltnqwvtp6N9p6vwl+WTCVINxZNxqugXKnjLAAUjAGcJnuxYyWDKg7S03eHwgv+s0QAQAA",MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/13979#issuecomment-1785747141
https://github.com/root-project/root/pull/13979#issuecomment-1785747141:123,Testability,test,test-result-action,123,"## Test Results;        10 files         10 suites   1d 11h 37m 40s [:stopwatch:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""duration of all tests"");   2 480 tests   2 480 [:heavy_check_mark:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""passed tests"") 0 [:zzz:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""skipped / disabled tests"") 0 [:x:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""failed tests""); 23 770 runs  23 770 [:heavy_check_mark:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""passed tests"") 0 [:zzz:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""skipped / disabled tests"") 0 [:x:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""failed tests""). Results for commit 2fef3d2a. [test-results]:data:application/gzip;base64,H4sIANjrP2UC/2XMTQ7CIBCG4as0rF0ArYBexuAAycS2GH5WxrsLREsbl+8zk+9FHM42kuvA6GkgMWPqZXLQCf1amysuqpVzqg98UlveYgb4swc+i3VwGucD2BB8+ErIa1sdpfzltnqwvtp6N9p6vwl+WTCVINxZNxqugXKnjLAAUjAGcJnuxYyWDKg7S03eHwgv+s0QAQAA",MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/13979#issuecomment-1785747141
https://github.com/root-project/root/pull/13979#issuecomment-1785747141:194,Testability,test,tests,194,"## Test Results;        10 files         10 suites   1d 11h 37m 40s [:stopwatch:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""duration of all tests"");   2 480 tests   2 480 [:heavy_check_mark:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""passed tests"") 0 [:zzz:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""skipped / disabled tests"") 0 [:x:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""failed tests""); 23 770 runs  23 770 [:heavy_check_mark:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""passed tests"") 0 [:zzz:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""skipped / disabled tests"") 0 [:x:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""failed tests""). Results for commit 2fef3d2a. [test-results]:data:application/gzip;base64,H4sIANjrP2UC/2XMTQ7CIBCG4as0rF0ArYBexuAAycS2GH5WxrsLREsbl+8zk+9FHM42kuvA6GkgMWPqZXLQCf1amysuqpVzqg98UlveYgb4swc+i3VwGucD2BB8+ErIa1sdpfzltnqwvtp6N9p6vwl+WTCVINxZNxqugXKnjLAAUjAGcJnuxYyWDKg7S03eHwgv+s0QAQAA",MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/13979#issuecomment-1785747141
https://github.com/root-project/root/pull/13979#issuecomment-1785747141:211,Testability,test,tests,211,"## Test Results;        10 files         10 suites   1d 11h 37m 40s [:stopwatch:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""duration of all tests"");   2 480 tests   2 480 [:heavy_check_mark:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""passed tests"") 0 [:zzz:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""skipped / disabled tests"") 0 [:x:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""failed tests""); 23 770 runs  23 770 [:heavy_check_mark:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""passed tests"") 0 [:zzz:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""skipped / disabled tests"") 0 [:x:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""failed tests""). Results for commit 2fef3d2a. [test-results]:data:application/gzip;base64,H4sIANjrP2UC/2XMTQ7CIBCG4as0rF0ArYBexuAAycS2GH5WxrsLREsbl+8zk+9FHM42kuvA6GkgMWPqZXLQCf1amysuqpVzqg98UlveYgb4swc+i3VwGucD2BB8+ErIa1sdpfzltnqwvtp6N9p6vwl+WTCVINxZNxqugXKnjLAAUjAGcJnuxYyWDKg7S03eHwgv+s0QAQAA",MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/13979#issuecomment-1785747141
https://github.com/root-project/root/pull/13979#issuecomment-1785747141:287,Testability,test,test-result-action,287,"## Test Results;        10 files         10 suites   1d 11h 37m 40s [:stopwatch:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""duration of all tests"");   2 480 tests   2 480 [:heavy_check_mark:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""passed tests"") 0 [:zzz:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""skipped / disabled tests"") 0 [:x:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""failed tests""); 23 770 runs  23 770 [:heavy_check_mark:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""passed tests"") 0 [:zzz:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""skipped / disabled tests"") 0 [:x:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""failed tests""). Results for commit 2fef3d2a. [test-results]:data:application/gzip;base64,H4sIANjrP2UC/2XMTQ7CIBCG4as0rF0ArYBexuAAycS2GH5WxrsLREsbl+8zk+9FHM42kuvA6GkgMWPqZXLQCf1amysuqpVzqg98UlveYgb4swc+i3VwGucD2BB8+ErIa1sdpfzltnqwvtp6N9p6vwl+WTCVINxZNxqugXKnjLAAUjAGcJnuxYyWDKg7S03eHwgv+s0QAQAA",MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/13979#issuecomment-1785747141
https://github.com/root-project/root/pull/13979#issuecomment-1785747141:349,Testability,test,tests,349,"## Test Results;        10 files         10 suites   1d 11h 37m 40s [:stopwatch:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""duration of all tests"");   2 480 tests   2 480 [:heavy_check_mark:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""passed tests"") 0 [:zzz:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""skipped / disabled tests"") 0 [:x:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""failed tests""); 23 770 runs  23 770 [:heavy_check_mark:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""passed tests"") 0 [:zzz:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""skipped / disabled tests"") 0 [:x:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""failed tests""). Results for commit 2fef3d2a. [test-results]:data:application/gzip;base64,H4sIANjrP2UC/2XMTQ7CIBCG4as0rF0ArYBexuAAycS2GH5WxrsLREsbl+8zk+9FHM42kuvA6GkgMWPqZXLQCf1amysuqpVzqg98UlveYgb4swc+i3VwGucD2BB8+ErIa1sdpfzltnqwvtp6N9p6vwl+WTCVINxZNxqugXKnjLAAUjAGcJnuxYyWDKg7S03eHwgv+s0QAQAA",MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/13979#issuecomment-1785747141
https://github.com/root-project/root/pull/13979#issuecomment-1785747141:408,Testability,test,test-result-action,408,"## Test Results;        10 files         10 suites   1d 11h 37m 40s [:stopwatch:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""duration of all tests"");   2 480 tests   2 480 [:heavy_check_mark:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""passed tests"") 0 [:zzz:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""skipped / disabled tests"") 0 [:x:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""failed tests""); 23 770 runs  23 770 [:heavy_check_mark:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""passed tests"") 0 [:zzz:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""skipped / disabled tests"") 0 [:x:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""failed tests""). Results for commit 2fef3d2a. [test-results]:data:application/gzip;base64,H4sIANjrP2UC/2XMTQ7CIBCG4as0rF0ArYBexuAAycS2GH5WxrsLREsbl+8zk+9FHM42kuvA6GkgMWPqZXLQCf1amysuqpVzqg98UlveYgb4swc+i3VwGucD2BB8+ErIa1sdpfzltnqwvtp6N9p6vwl+WTCVINxZNxqugXKnjLAAUjAGcJnuxYyWDKg7S03eHwgv+s0QAQAA",MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/13979#issuecomment-1785747141
https://github.com/root-project/root/pull/13979#issuecomment-1785747141:482,Testability,test,tests,482,"## Test Results;        10 files         10 suites   1d 11h 37m 40s [:stopwatch:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""duration of all tests"");   2 480 tests   2 480 [:heavy_check_mark:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""passed tests"") 0 [:zzz:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""skipped / disabled tests"") 0 [:x:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""failed tests""); 23 770 runs  23 770 [:heavy_check_mark:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""passed tests"") 0 [:zzz:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""skipped / disabled tests"") 0 [:x:](https://github.com/EnricoMi/publish-unit-test-result-action/blob/v2.11.0/README.md#the-symbols ""failed tests""). Results for commit 2fef3d2a. [test-results]:data:application/gzip;base64,H4sIANjrP2UC/2XMTQ7CIBCG4as0rF0ArYBexuAAycS2GH5WxrsLREsbl+8zk+9FHM42kuvA6GkgMWPqZXLQCf1amysuqpVzqg98UlveYgb4swc+i3VwGucD2BB8+ErIa1sdpfzltnqwvtp6N9p6vwl+WTCVINxZNxqugXKnjLAAUjAGcJnuxYyWDKg7S03eHwgv+s0QAQAA",MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://root.cern,https://github.com/root-project/root/pull/13979#issuecomment-1785747141
