id,quality_attribute,keyword,matched_word,match_idx,sentence,source,filename,author,repo,version,wiki,url
https://github.com/soedinglab/MMseqs2/tree/15-6f452/lib/zstd/tests/rateLimiter.py:30,Availability,error,error,30,"# sys.stderr.close() # remove error message, for Ctrl+C",MatchSource.CODE_COMMENT,lib/zstd/tests/rateLimiter.py,soedinglab,MMseqs2,15-6f452,https://github.com/soedinglab/mmseqs2/wiki,https://github.com/soedinglab/MMseqs2/tree/15-6f452/lib/zstd/tests/rateLimiter.py
https://github.com/soedinglab/MMseqs2/tree/15-6f452/lib/zstd/tests/rateLimiter.py:36,Integrability,message,message,36,"# sys.stderr.close() # remove error message, for Ctrl+C",MatchSource.CODE_COMMENT,lib/zstd/tests/rateLimiter.py,soedinglab,MMseqs2,15-6f452,https://github.com/soedinglab/mmseqs2/wiki,https://github.com/soedinglab/MMseqs2/tree/15-6f452/lib/zstd/tests/rateLimiter.py
https://github.com/soedinglab/MMseqs2/tree/15-6f452/lib/zstd/tests/test-zstd-speed.py:16,Testability,test,tests,16,# /path/to/zstd/tests/speedTest,MatchSource.CODE_COMMENT,lib/zstd/tests/test-zstd-speed.py,soedinglab,MMseqs2,15-6f452,https://github.com/soedinglab/mmseqs2/wiki,https://github.com/soedinglab/MMseqs2/tree/15-6f452/lib/zstd/tests/test-zstd-speed.py
https://github.com/soedinglab/MMseqs2/tree/15-6f452/lib/zstd/tests/test-zstd-speed.py:16,Testability,test,tests,16,# /path/to/zstd/tests/speedTest/zstd,MatchSource.CODE_COMMENT,lib/zstd/tests/test-zstd-speed.py,soedinglab,MMseqs2,15-6f452,https://github.com/soedinglab/mmseqs2/wiki,https://github.com/soedinglab/MMseqs2/tree/15-6f452/lib/zstd/tests/test-zstd-speed.py
https://github.com/soedinglab/MMseqs2/tree/15-6f452/lib/zstd/tests/test-zstd-speed.py:26,Security,access,accessible,26,# check if test files are accessible,MatchSource.CODE_COMMENT,lib/zstd/tests/test-zstd-speed.py,soedinglab,MMseqs2,15-6f452,https://github.com/soedinglab/mmseqs2/wiki,https://github.com/soedinglab/MMseqs2/tree/15-6f452/lib/zstd/tests/test-zstd-speed.py
https://github.com/soedinglab/MMseqs2/tree/15-6f452/lib/zstd/tests/test-zstd-speed.py:11,Testability,test,test,11,# check if test files are accessible,MatchSource.CODE_COMMENT,lib/zstd/tests/test-zstd-speed.py,soedinglab,MMseqs2,15-6f452,https://github.com/soedinglab/mmseqs2/wiki,https://github.com/soedinglab/MMseqs2/tree/15-6f452/lib/zstd/tests/test-zstd-speed.py
https://github.com/soedinglab/MMseqs2/tree/15-6f452/lib/zstd/tests/test-zstd-speed.py:25,Security,access,accessible,25,# check if dictionary is accessible,MatchSource.CODE_COMMENT,lib/zstd/tests/test-zstd-speed.py,soedinglab,MMseqs2,15-6f452,https://github.com/soedinglab/mmseqs2/wiki,https://github.com/soedinglab/MMseqs2/tree/15-6f452/lib/zstd/tests/test-zstd-speed.py
https://github.com/soedinglab/MMseqs2/tree/15-6f452/lib/zstd/tests/test-zstd-speed.py:8,Availability,avail,availability,8,# check availability of e-mail senders,MatchSource.CODE_COMMENT,lib/zstd/tests/test-zstd-speed.py,soedinglab,MMseqs2,15-6f452,https://github.com/soedinglab/mmseqs2/wiki,https://github.com/soedinglab/MMseqs2/tree/15-6f452/lib/zstd/tests/test-zstd-speed.py
https://github.com/soedinglab/MMseqs2/tree/15-6f452/lib/zstd/tests/test-zstd-versions.py:13,Integrability,interoperab,interoperability,13,"""""""Test zstd interoperability between versions""""""",MatchSource.CODE_COMMENT,lib/zstd/tests/test-zstd-versions.py,soedinglab,MMseqs2,15-6f452,https://github.com/soedinglab/mmseqs2/wiki,https://github.com/soedinglab/MMseqs2/tree/15-6f452/lib/zstd/tests/test-zstd-versions.py
https://github.com/soedinglab/MMseqs2/tree/15-6f452/lib/zstd/tests/test-zstd-versions.py:16,Testability,test,tests,16,# /path/to/zstd/tests/versionsTest,MatchSource.CODE_COMMENT,lib/zstd/tests/test-zstd-versions.py,soedinglab,MMseqs2,15-6f452,https://github.com/soedinglab/mmseqs2/wiki,https://github.com/soedinglab/MMseqs2/tree/15-6f452/lib/zstd/tests/test-zstd-versions.py
