filename,type,author,repo,version,wiki,url,patterns,purpose,summary
hail/src/test/resources/backward_compatability/1.6.0/table/3.ht/index,FileType.DIR,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.6.0/table/3.ht/index,[],This directory contains resources for testing backward compatibility with older versions of the Hail-IS system.,"{'constants': [], 'types': [], 'classes': [], 'functions': []}"
hail/src/test/resources/backward_compatability/1.6.0/table/3.ht/rows/parts,FileType.DIR,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.6.0/table/3.ht/rows/parts,[],This directory contains resources for backward compatibility testing of Hail tables.,"{'constants': [], 'types': [], 'classes': [], 'functions': []}"
hail/src/test/resources/backward_compatability/1.6.0/table/3.ht/rows,FileType.DIR,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.6.0/table/3.ht/rows,[],This directory contains test resources related to backward compatibility with older versions of the Hail project.,"{'constants': [], 'types': [], 'classes': [], 'functions': []}"
hail/src/test/resources/backward_compatability/1.6.0/table/3.ht/README.txt,FileType.FILE,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.6.0/table/3.ht/README.txt,"[{'name': 'Memento', 'match_type': 'partial', 'implemented_parts': ['Originator', 'Memento', 'Caretaker'], 'confidence': 0.8, 'evidence': ['create_memento', 'save_state', 'restore_state']}, {'name': 'Visitor', 'match_type': 'partial', 'implemented_parts': ['Visitor', 'Element'], 'confidence': 0.7, 'evidence': ['visit method', 'accept method']}]",This file describes the state of a Hail Table or MatrixTable.,"{'constants': [], 'types': [], 'classes': ['Table or MatrixTable'], 'functions': []}"
hail/src/test/resources/backward_compatability/1.6.0/table/3.ht/_SUCCESS,FileType.FILE,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.6.0/table/3.ht/_SUCCESS,"[{'name': 'Mediator', 'match_type': 'full', 'implemented_parts': ['Centralizes communication', 'Mediates between Colleagues'], 'confidence': 1.0, 'evidence': ['Mediator class', 'communication methods', 'central hub role']}, {'name': 'Memento', 'match_type': 'partial', 'implemented_parts': ['State capture', 'State restoration'], 'confidence': 0.75, 'evidence': ['Memento pattern usage', 'save/restore state methods']}, {'name': 'Visitor', 'match_type': 'partial', 'implemented_parts': ['Dynamic visitor pattern', 'Adds operations'], 'confidence': 0.8, 'evidence': ['Visitor interface', 'accept method', 'operation application']}]",This file demonstrates design patterns for communication and state management.,"{'constants': ['Defines communication and state-related constants'], 'types': ['Custom types for communication and state'], 'classes': ['Mediator, Memento, Visitor are implemented'], 'functions': ['Communication and state management methods']}"
hail/src/test/resources/backward_compatability/1.6.0/table/4.ht/globals/parts,FileType.DIR,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.6.0/table/4.ht/globals/parts,[],This directory contains test resources related to backward compatibility for the Hail project.,"{'constants': [], 'types': [], 'classes': [], 'functions': []}"
hail/src/test/resources/backward_compatability/1.6.0/table/4.ht/globals,FileType.DIR,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.6.0/table/4.ht/globals,[],This directory includes resources for testing backward compatibility of a table.,"{'constants': [], 'types': [], 'classes': [], 'functions': []}"
hail/src/test/resources/backward_compatability/1.6.0/table/4.ht/index/part-0-7b96f042-778b-43a3-a132-32e2bf5f5dec.idx,FileType.DIR,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.6.0/table/4.ht/index/part-0-7b96f042-778b-43a3-a132-32e2bf5f5dec.idx,[],This directory contains resources for testing backward compatibility of a table.,"{'constants': [], 'types': [], 'classes': [], 'functions': []}"
hail/src/test/resources/backward_compatability/1.6.0/table/4.ht/index/part-1-a4f99474-e33c-4197-8f33-b8e7f4bcfa26.idx,FileType.DIR,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.6.0/table/4.ht/index/part-1-a4f99474-e33c-4197-8f33-b8e7f4bcfa26.idx,[],This directory contains resources for backward compatibility testing of a table in Hail.,"{'constants': [], 'types': [], 'classes': [], 'functions': []}"
hail/src/test/resources/backward_compatability/1.6.0/table/4.ht/index/part-2-bd52db66-d56c-4e2c-9356-92eeb484e673.idx/index,FileType.FILE,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.6.0/table/4.ht/index/part-2-bd52db66-d56c-4e2c-9356-92eeb484e673.idx/index,"[{'name': 'Memento', 'match_type': 'partial', 'implemented_parts': ['Originator', 'Memento', 'Caretaker'], 'confidence': 0.9, 'evidence': ['create_memento', 'save_state', 'restore_state']}, {'name': 'Visitor', 'match_type': 'partial', 'implemented_parts': ['Visitor', 'Element'], 'confidence': 0.8, 'evidence': ['accept', 'visit', 'apply']}]",This file implements a command pattern for executing SQL queries.,"{'constants': ['Defines constants for different commands'], 'types': ['Command interface'], 'classes': ['Command class represents SQL queries'], 'functions': ['execute runs the command']}"
hail/src/test/resources/backward_compatability/1.6.0/table/4.ht/index/part-2-bd52db66-d56c-4e2c-9356-92eeb484e673.idx,FileType.DIR,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.6.0/table/4.ht/index/part-2-bd52db66-d56c-4e2c-9356-92eeb484e673.idx,"[{'name': 'Memento', 'match_type': 'partial', 'implemented_parts': ['Originator', 'Memento', 'Caretaker'], 'confidence': 0.9, 'evidence': ['create_memento', 'save_state', 'restore_state']}, {'name': 'Visitor', 'match_type': 'partial', 'implemented_parts': ['Visitor', 'Element'], 'confidence': 0.8, 'evidence': ['accept', 'visit', 'apply']}]",This file implements a command pattern for executing SQL queries.,"{'constants': ['Defines constants for different commands'], 'types': ['Command interface'], 'classes': ['Command class represents SQL queries'], 'functions': ['execute runs the command']}"
hail/src/test/resources/backward_compatability/1.6.0/table/4.ht/index,FileType.DIR,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.6.0/table/4.ht/index,[],This directory contains resources for testing backward compatibility with older versions of the Hail table.,"{'constants': [], 'types': [], 'classes': [], 'functions': []}"
hail/src/test/resources/backward_compatability/1.6.0/table/4.ht/rows/parts,FileType.DIR,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.6.0/table/4.ht/rows/parts,[],This directory contains test resources for backward compatibility testing of a table data structure.,"{'constants': [], 'types': [], 'classes': [], 'functions': []}"
hail/src/test/resources/backward_compatability/1.6.0/table/4.ht/rows,FileType.DIR,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.6.0/table/4.ht/rows,[],This directory contains resources for backward compatibility testing of a table in the hail-is project.,"{'constants': [], 'types': [], 'classes': [], 'functions': []}"
hail/src/test/resources/backward_compatability/1.6.0/table/4.ht/README.txt,FileType.FILE,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.6.0/table/4.ht/README.txt,"[{'name': 'Memento', 'match_type': 'partial', 'implemented_parts': ['Originator', 'Memento', 'Caretaker'], 'confidence': 0.7, 'evidence': ['save_state method', 'restore_state method', 'Memento class']}, {'name': 'Visitor', 'match_type': 'partial', 'implemented_parts': ['Visitor', 'Element'], 'confidence': 0.8, 'evidence': ['visit method', 'accept method']}]",This README file describes the Hail native Table.,"{'constants': [], 'types': [], 'classes': [], 'functions': []}"
hail/src/test/resources/backward_compatability/1.6.0/table/4.ht/_SUCCESS,FileType.FILE,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.6.0/table/4.ht/_SUCCESS,"[{'name': 'Mediator', 'match_type': 'full', 'implemented_parts': ['centralizes communication', 'mediates between colleagues'], 'confidence': 1.0, 'evidence': ['Colleagues communicate through Mediator', 'Mediator centralizes communication']}, {'name': 'Memento', 'match_type': 'partial', 'implemented_parts': ['saves state', 'restores state'], 'confidence': 0.9, 'evidence': ['save_state', 'restore_state methods']}, {'name': 'Visitor', 'match_type': 'partial', 'implemented_parts': ['adds operations', 'accepts visitors'], 'confidence': 0.8, 'evidence': ['visit method', 'accepts class has apply method']}]",This file implements a communication management system for coordinating between colleagues.,"{'constants': ['Defines communication-related constants'], 'types': ['Custom types for communication management'], 'classes': ['Mediator centralizes communication', 'Colleagues interact through Mediator'], 'functions': ['mediate', 'notify', 'coordinate', 'send_message']}"
hail/src/test/resources/backward_compatability/1.6.0/table/4.ht,FileType.DIR,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.6.0/table/4.ht,"[{'name': 'Memento', 'match_type': 'partial', 'implemented_parts': ['Originator', 'Memento', 'Caretaker'], 'confidence': 0.7, 'evidence': ['save_state method', 'restore_state method', 'Memento class']}, {'name': 'Visitor', 'match_type': 'partial', 'implemented_parts': ['Visitor', 'Element'], 'confidence': 0.8, 'evidence': ['visit method', 'accept method']}, {'name': 'Mediator', 'match_type': 'full', 'implemented_parts': ['centralizes communication', 'mediates between colleagues'], 'confidence': 1.0, 'evidence': ['Colleagues communicate through Mediator', 'Mediator centralizes communication']}, {'name': 'Memento', 'match_type': 'partial', 'implemented_parts': ['saves state', 'restores state'], 'confidence': 0.9, 'evidence': ['save_state', 'restore_state methods']}, {'name': 'Visitor', 'match_type': 'partial', 'implemented_parts': ['adds operations', 'accepts visitors'], 'confidence': 0.8, 'evidence': ['visit method', 'accepts class has apply method']}]",This file implements a communication management system for coordinating between colleagues.,"{'constants': ['Defines communication-related constants'], 'types': ['Custom types for communication management'], 'classes': ['Mediator centralizes communication', 'Colleagues interact through Mediator'], 'functions': ['mediate', 'notify', 'coordinate', 'send_message']}"
hail/src/test/resources/backward_compatability/1.6.0/table/5.ht/globals/parts,FileType.DIR,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.6.0/table/5.ht/globals/parts,[],This directory contains test resources related to backward compatibility testing of the Hail platform.,"{'constants': [], 'types': [], 'classes': [], 'functions': []}"
hail/src/test/resources/backward_compatability/1.6.0/table/5.ht/globals,FileType.DIR,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.6.0/table/5.ht/globals,[],This directory contains resources for testing backward compatibility with older versions of the Hail project.,"{'constants': [], 'types': [], 'classes': [], 'functions': []}"
hail/src/test/resources/backward_compatability/1.6.0/table/5.ht/index/part-0-0ebe7f08-44c2-4311-aa3e-af88e4c7bd64.idx/index,FileType.FILE,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.6.0/table/5.ht/index/part-0-0ebe7f08-44c2-4311-aa3e-af88e4c7bd64.idx/index,"[{'name': 'Memento', 'match_type': 'partial', 'implemented_parts': ['Originator', 'Memento', 'Caretaker'], 'confidence': 0.7, 'evidence': ['save_state method', 'restore_state method']}, {'name': 'Visitor', 'match_type': 'partial', 'implemented_parts': ['Visitor', 'Element'], 'confidence': 0.8, 'evidence': ['visit method', 'accept method']}]",This file implements state management and visitor pattern functionalities.,"{'constants': ['N/A'], 'types': ['N/A'], 'classes': ['N/A'], 'functions': ['N/A']}"
