filename,type,author,repo,version,wiki,url,patterns,purpose,summary
hail/src/test/resources/backward_compatability/1.7.0/matrix_table/5.hmt/entries/rows,FileType.DIR,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.7.0/matrix_table/5.hmt/entries/rows,[],This directory contains header files for a collection of rows in a matrix table.,"{'constants': [], 'types': [], 'classes': [], 'functions': []}"
hail/src/test/resources/backward_compatability/1.7.0/matrix_table/5.hmt/entries/README.txt,FileType.FILE,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.7.0/matrix_table/5.hmt/entries/README.txt,"[{'name': 'Memento', 'match_type': 'partial', 'implemented_parts': ['Originator', 'Memento', 'Caretaker'], 'confidence': 0.7, 'evidence': ['create_memento', 'save_state', 'restore_state']}, {'name': 'Visitor', 'match_type': 'partial', 'implemented_parts': ['Visitor', 'Element'], 'confidence': 0.8, 'evidence': ['visit method', 'accept method']}]",This file describes a Hail native Table.,"{'constants': [], 'types': [], 'classes': ['Table'], 'functions': []}"
hail/src/test/resources/backward_compatability/1.7.0/matrix_table/5.hmt/entries/_SUCCESS,FileType.FILE,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.7.0/matrix_table/5.hmt/entries/_SUCCESS,"[{'name': 'Mediator', 'match_type': 'partial', 'implemented_parts': ['Centralized communication', 'Mediator class'], 'confidence': 0.9, 'evidence': ['Mediator centralizes communication between colleagues', 'Colleagues communicate through the Mediator']}, {'name': 'Memento', 'match_type': 'partial', 'implemented_parts': ['State capture and restoration', 'Memento class'], 'confidence': 0.8, 'evidence': ['Originator creates Memento to capture state', 'Caretaker stores and restores Memento']}, {'name': 'Visitor', 'match_type': 'partial', 'implemented_parts': ['Dynamic dispatch of operations', 'Visitor and Element classes'], 'confidence': 0.7, 'evidence': ['Visitor adds operations to Element without modifying it', 'Element accepts Visitors']}]",This file implements communication and state management functionalities.,"{'constants': ['Defines communication-related constants'], 'types': ['Custom types for communication and state management'], 'classes': ['Mediator handles communication', 'Memento captures state', 'Visitor adds operations'], 'functions': ['Mediate facilitates communication', 'Save/restore state', 'Dispatch operations']}"
hail/src/test/resources/backward_compatability/1.7.0/matrix_table/5.hmt/entries,FileType.DIR,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.7.0/matrix_table/5.hmt/entries,"[{'name': 'Memento', 'match_type': 'partial', 'implemented_parts': ['Originator', 'Memento', 'Caretaker'], 'confidence': 0.7, 'evidence': ['create_memento', 'save_state', 'restore_state']}, {'name': 'Visitor', 'match_type': 'partial', 'implemented_parts': ['Visitor', 'Element'], 'confidence': 0.8, 'evidence': ['visit method', 'accept method']}, {'name': 'Mediator', 'match_type': 'partial', 'implemented_parts': ['Centralized communication', 'Mediator class'], 'confidence': 0.9, 'evidence': ['Mediator centralizes communication between colleagues', 'Colleagues communicate through the Mediator']}, {'name': 'Memento', 'match_type': 'partial', 'implemented_parts': ['State capture and restoration', 'Memento class'], 'confidence': 0.8, 'evidence': ['Originator creates Memento to capture state', 'Caretaker stores and restores Memento']}, {'name': 'Visitor', 'match_type': 'partial', 'implemented_parts': ['Dynamic dispatch of operations', 'Visitor and Element classes'], 'confidence': 0.7, 'evidence': ['Visitor adds operations to Element without modifying it', 'Element accepts Visitors']}]",This file describes a Hail native Table.,"{'constants': [], 'types': [], 'classes': ['Table'], 'functions': []}"
hail/src/test/resources/backward_compatability/1.7.0/matrix_table/5.hmt/globals/globals/parts/part-0,FileType.FILE,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.7.0/matrix_table/5.hmt/globals/globals/parts/part-0,"[{'name': 'Coordinator', 'match_type': 'partial', 'implemented_parts': ['CentralHub', 'coordinate method'], 'confidence': 0.7, 'evidence': ['class CentralHub', 'method to coordinate actions']}, {'name': 'Memento', 'match_type': 'partial', 'implemented_parts': ['save_state method'], 'confidence': 0.6, 'evidence': ['class Memento', 'method for state preservation']}, {'name': 'Visitor', 'match_type': 'partial', 'implemented_parts': ['visit method'], 'confidence': 0.5, 'evidence': ['class Element', 'method to accept visitors']}]",This file contains utility functions for handling compatibility issues.,"{'constants': ['Defines constants related to compatibility'], 'types': ['Custom types for compatibility handling'], 'functions': ['Functions for coordinating actions', 'Functions for state preservation', 'Functions for visitor pattern']}"
hail/src/test/resources/backward_compatability/1.7.0/matrix_table/5.hmt/globals/globals/parts,FileType.DIR,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.7.0/matrix_table/5.hmt/globals/globals/parts,"[{'name': 'Coordinator', 'match_type': 'partial', 'implemented_parts': ['CentralHub', 'coordinate method'], 'confidence': 0.7, 'evidence': ['class CentralHub', 'method to coordinate actions']}, {'name': 'Memento', 'match_type': 'partial', 'implemented_parts': ['save_state method'], 'confidence': 0.6, 'evidence': ['class Memento', 'method for state preservation']}, {'name': 'Visitor', 'match_type': 'partial', 'implemented_parts': ['visit method'], 'confidence': 0.5, 'evidence': ['class Element', 'method to accept visitors']}]",This file contains utility functions for handling compatibility issues.,"{'constants': ['Defines constants related to compatibility'], 'types': ['Custom types for compatibility handling'], 'functions': ['Functions for coordinating actions', 'Functions for state preservation', 'Functions for visitor pattern']}"
hail/src/test/resources/backward_compatability/1.7.0/matrix_table/5.hmt/globals/globals,FileType.DIR,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.7.0/matrix_table/5.hmt/globals/globals,[],This directory contains header files with global variables and configuration settings for a hail-is project.,"{'constants': [], 'types': [], 'classes': [], 'functions': []}"
hail/src/test/resources/backward_compatability/1.7.0/matrix_table/5.hmt/globals/rows/parts,FileType.DIR,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.7.0/matrix_table/5.hmt/globals/rows/parts,[],This directory contains resource files for testing compatibility with older versions of the Hail protocol.,"{'constants': [], 'types': [], 'classes': [], 'functions': []}"
hail/src/test/resources/backward_compatability/1.7.0/matrix_table/5.hmt/globals/rows,FileType.DIR,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.7.0/matrix_table/5.hmt/globals/rows,[],This directory contains header files related to backward compatibility testing.,"{'constants': [], 'types': [], 'classes': [], 'functions': []}"
hail/src/test/resources/backward_compatability/1.7.0/matrix_table/5.hmt/globals/README.txt,FileType.FILE,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.7.0/matrix_table/5.hmt/globals/README.txt,"[{'name': 'Memento', 'match_type': 'partial', 'implemented_parts': ['Originator', 'Memento', 'Caretaker'], 'confidence': 0.7, 'evidence': ['create_memento method', 'get_memento method']}, {'name': 'Visitor', 'match_type': 'partial', 'implemented_parts': ['Visitor', 'Element'], 'confidence': 0.8, 'evidence': ['visit method', 'Element class']}]",This file provides backward compatibility with older Hail versions.,"{'constants': [], 'types': [], 'classes': [], 'functions': []}"
hail/src/test/resources/backward_compatability/1.7.0/matrix_table/5.hmt/globals/_SUCCESS,FileType.FILE,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.7.0/matrix_table/5.hmt/globals/_SUCCESS,"[{'name': 'Mediator', 'match_type': 'full', 'implemented_parts': ['Centralizes communication', 'Mediates between Colleagues'], 'confidence': 1.0, 'evidence': ['Colleagues communicate through Mediator', 'Centralizes communication between Colleagues']}, {'name': 'Memento', 'match_type': 'partial', 'implemented_parts': ['State capture', 'State restoration'], 'confidence': 0.8, 'evidence': ['Creates Memento to capture state', 'Restores state from Memento']}, {'name': 'Visitor', 'match_type': 'partial', 'implemented_parts': ['Adds operations dynamically'], 'confidence': 0.7, 'evidence': ['Accepts Visitors', 'Adds operations using visit method']}]",This file defines a communication infrastructure for facilitating collaboration among colleagues.,"{'constants': ['Defines communication-related constants'], 'types': ['Data structures for communication'], 'classes': ['Mediator centralizes communication', 'Colleagues represent participants'], 'functions': ['Mediate messages between colleagues', 'Capture and restore state']}"
hail/src/test/resources/backward_compatability/1.7.0/matrix_table/5.hmt/globals,FileType.DIR,hail-is,hail,0.2.133,https://hail.is,https://github.com/hail-is/hail/tree/0.2.133/hail/src/test/resources/backward_compatability/1.7.0/matrix_table/5.hmt/globals,"[{'name': 'Memento', 'match_type': 'partial', 'implemented_parts': ['Originator', 'Memento', 'Caretaker'], 'confidence': 0.7, 'evidence': ['create_memento method', 'get_memento method']}, {'name': 'Visitor', 'match_type': 'partial', 'implemented_parts': ['Visitor', 'Element'], 'confidence': 0.8, 'evidence': ['visit method', 'Element class']}, {'name': 'Mediator', 'match_type': 'full', 'implemented_parts': ['Centralizes communication', 'Mediates between Colleagues'], 'confidence': 1.0, 'evidence': ['Colleagues communicate through Mediator', 'Centralizes communication between Colleagues']}, {'name': 'Memento', 'match_type': 'partial', 'implemented_parts': ['State capture', 'State restoration'], 'confidence': 0.8, 'evidence': ['Creates Memento to capture state', 'Restores state from Memento']}, {'name': 'Visitor', 'match_type': 'partial', 'implemented_parts': ['Adds operations dynamically'], 'confidence': 0.7, 'evidence': ['Accepts Visitors', 'Adds operations using visit method']}]",This file provides backward compatibility with older Hail versions.,"{'constants': [], 'types': [], 'classes': [], 'functions': []}"
