filename,type,author,repo,version,wiki,url,patterns,purpose,summary
doc/figures/home,FileType.DIR,qutip,qutip,v5.0.4,https://qutip.org,https://github.com/qutip/qutip/tree/v5.0.4/doc/figures/home,[],This directory contains figures and documentation related to the QUTIP quantum computing library.,"{'constants': [], 'types': [], 'classes': [], 'functions': []}"
doc/figures/nav,FileType.DIR,qutip,qutip,v5.0.4,https://qutip.org,https://github.com/qutip/qutip/tree/v5.0.4/doc/figures/nav,[],This directory contains documentation figures and navigation.,"{'constants': [], 'types': [], 'classes': [], 'functions': []}"
doc/figures/support,FileType.DIR,qutip,qutip,v5.0.4,https://qutip.org,https://github.com/qutip/qutip/tree/v5.0.4/doc/figures/support,[],This directory contains documentation figures and support materials related to QuTip.,"{'constants': [], 'types': [], 'classes': [], 'functions': []}"
doc/figures/updates,FileType.DIR,qutip,qutip,v5.0.4,https://qutip.org,https://github.com/qutip/qutip/tree/v5.0.4/doc/figures/updates,[],This directory contains documentation figures related to updates to the QuTiP project.,{}
doc/figures,FileType.DIR,qutip,qutip,v5.0.4,https://qutip.org,https://github.com/qutip/qutip/tree/v5.0.4/doc/figures,[],This directory contains documentation figures for QUTIP.,"{'constants': [], 'types': [], 'classes': [], 'functions': []}"
doc/gallery/src/README.rst,FileType.FILE,qutip,qutip,v5.0.4,https://qutip.org,https://github.com/qutip/qutip/tree/v5.0.4/doc/gallery/src/README.rst,"[{'name': 'Mediator', 'match_type': 'partial', 'implemented_parts': ['Mediator role', 'coordinate method'], 'confidence': 0.7, 'evidence': ['class Mediator', 'coordinate function', 'communication between colleagues']}, {'name': 'Memento', 'match_type': 'partial', 'implemented_parts': ['Originator captures state', 'restore_state method'], 'confidence': 0.8, 'evidence': ['class Memento', 'save_state and restore_state methods']}, {'name': 'Visitor', 'match_type': 'partial', 'implemented_parts': ['Visitor pattern', 'accept method'], 'confidence': 0.9, 'evidence': ['class Visitor', 'accept function']}]",This file defines patterns for common design elements and relationships.,"{'constants': ['Defines patterns-related constants'], 'types': ['Patterns for various design elements'], 'classes': ['Mediator, Memento, Visitor patterns'], 'functions': ['Various methods related to the patterns']}"
doc/gallery/src,FileType.DIR,qutip,qutip,v5.0.4,https://qutip.org,https://github.com/qutip/qutip/tree/v5.0.4/doc/gallery/src,"[{'name': 'Mediator', 'match_type': 'partial', 'implemented_parts': ['Mediator role', 'coordinate method'], 'confidence': 0.7, 'evidence': ['class Mediator', 'coordinate function', 'communication between colleagues']}, {'name': 'Memento', 'match_type': 'partial', 'implemented_parts': ['Originator captures state', 'restore_state method'], 'confidence': 0.8, 'evidence': ['class Memento', 'save_state and restore_state methods']}, {'name': 'Visitor', 'match_type': 'partial', 'implemented_parts': ['Visitor pattern', 'accept method'], 'confidence': 0.9, 'evidence': ['class Visitor', 'accept function']}]",This directory defines patterns for common design elements and relationships.,"{'constants': ['Defines patterns-related constants'], 'types': ['Patterns for various design elements'], 'classes': ['Mediator, Memento, Visitor patterns'], 'functions': ['Various methods related to the patterns']}"
doc/gallery,FileType.DIR,qutip,qutip,v5.0.4,https://qutip.org,https://github.com/qutip/qutip/tree/v5.0.4/doc/gallery,[],This directory contains documentation examples showcasing the features of the QuTip quantum library.,"{'constants': [], 'types': [], 'classes': [], 'functions': []}"
doc/guide/doc,FileType.DIR,qutip,qutip,v5.0.4,https://qutip.org,https://github.com/qutip/qutip/tree/v5.0.4/doc/guide/doc,[],This directory contains documentation for the QUTIP quantum library.,"{'constants': [], 'types': [], 'classes': [], 'functions': []}"
doc/guide/dynamics/dynamics-bloch-redfield.rst,FileType.FILE,qutip,qutip,v5.0.4,https://qutip.org,https://github.com/qutip/qutip/tree/v5.0.4/doc/guide/dynamics/dynamics-bloch-redfield.rst,"[{'name': 'TimeDependentCoupling', 'match_type': 'partial', 'implemented_parts': ['Hermitian coupling operator', 'time-dependent evolution', 'noise power spectrum'], 'confidence': 0.95, 'evidence': ['QobjEvo with time dependence', 'kappa parameter', 'noise term']}, {'name': 'BlochRedfieldSimulation', 'match_type': 'full', 'implemented_parts': ['Hamiltonian with coupling', 'initial state', 'measurement operators'], 'confidence': 1.0, 'evidence': ['brmesolve function', 'Hamiltonian with coupling term', 'measurement operators defined']}]",This code performs a time-dependent Bloch-Redfield simulation of a quantum system coupled to a reservoir.,"{'constants': ['Kappa parameter for coupling strength'], 'types': ['Quantum operators for system and reservoir'], 'classes': ['Hamiltonian class for system and reservoir'], 'functions': ['brmesolve function for solving the master equation']}"
