quality_attribute,keyword,matched_word,sentence,source,author,repo,version,url
Usability,learn,learning,I was using the function to test some morphological operations (not deep learning) based on distances.,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/12#issuecomment-512886685
Usability,feedback,feedback,"Sure, for your use case it would make sense to do it the way you described, sorry if the code was confusing and thx again for the feedback!",MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/12#issuecomment-512993337
Usability,feedback,feedback,Thanks again for the feedback!,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/17#issuecomment-534933526
Usability,feedback,feedback,Thanks for the feedback!,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/18#issuecomment-535047059
Usability,feedback,feedback,Any feedback is appreciated,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/19#issuecomment-535879055
Usability,simpl,simply,You should be able to get the original shape by simply linearly upscaling the probability and distance prediction by the grid parameter (i.,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/28#issuecomment-557546384
Usability,simpl,simple,"Hi @esgomezm, I don't think it's possible to do this is as a simple post-processing script.",MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/29#issuecomment-561167747
Usability,simpl,simple,I leave here a [simple code on gist](https://gist.,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/29#issuecomment-561184774
Usability,simpl,simply,"No, that is simply the model of the 3D demo notebook when trained for a long time.",MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/31#issuecomment-622037189
Usability,simpl,simply,"While in the previous example the boundary is simply very smooth, here it seems to be slightly off.",MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/33#issuecomment-582973907
Usability,learn,learned,different intensity characteristics at the boundaries of training/testing data - so the model just learned to produce more smooth/conservative boundaries?,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/33#issuecomment-583469917
Usability,learn,learned,different intensity characteristics at the boundaries of training/testing data - so the model just learned to produce more smooth/conservative boundaries?,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/33#issuecomment-583505792
Usability,simpl,simply,"> While in the previous example the boundary is simply very smooth, here it seems to be slightly off.",MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/33#issuecomment-583762427
Usability,feedback,feedback,Let me know if that helps and thanks for all the feedback and input!,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/33#issuecomment-583762427
Usability,clear,clear,I guess for me it's not super clear how the output of a u-net behaves when needing to precisely reconstruct the ray lengths.,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/33#issuecomment-604001939
Usability,clear,clear,"In the discrete case, it's only pixel accurate if your number of rays equals the number of boundary pixels of the cell (assuming it is unambiguously clear where this boundary is to begin with).",MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/33#issuecomment-604064572
Usability,clear,clear,"@maweigert  No problem, I hadn't made it too clear that it wasn't my data :)",MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/33#issuecomment-604961417
Usability,clear,clear,I guess I'm also a bit curious regarding how precise the polygon reconstructions could get in principle with optimised training and whether there'd be a clear way of thinking about it.,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/33#issuecomment-604961417
Usability,simpl,simple,"with while trying to do very simple print statements, so this is something I need to solve with our sysadmin.",MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/35#issuecomment-589670082
Usability,feedback,feedback,Cheers and thanks for the feedback!,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/36#issuecomment-593572037
Usability,learn,learning,Would you consider manually lowering the learning rate after so many epochs?,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/36#issuecomment-593599163
Usability,learn,learning,> Would you consider manually lowering the learning rate after so many epochs?,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/36#issuecomment-593626054
Usability,progress bar,progress bar,"Whichever part of predict_instances that has the tqdm progress bar finishes in a reasonable amount of time, about 30 minutes, but whatever is after is taking several hours.",MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/36#issuecomment-594086237
Usability,simpl,simple,We first want to roll out this functionality with a simple API for single-machine use.,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/36#issuecomment-597133170
Usability,simpl,simply,This function only works for 2D polygons and cannot be simply adapted for 3D.,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/37#issuecomment-597239267
Usability,simpl,simple,"It's not that simple and even if it worked, this won't get you 3D ROIs in Fiji.",MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/37#issuecomment-597239267
Usability,simpl,simple,"> It's not that simple and even if it worked, this won't get you 3D ROIs in Fiji.",MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/37#issuecomment-597304169
Usability,simpl,simple,Ah I thought it wouldn't be simple.,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/37#issuecomment-597304169
Usability,clear,clearly,it's clearly cpu bound (judging from the GPU utilization which I think is maybe between 5 and 10 percent on average).,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/39#issuecomment-612622104
Usability,clear,clear,"Both of these steps can be done in under 5 - 10 minutes each, so stardist is the clear bottleneck right now.",MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/39#issuecomment-612622104
Usability,learn,learn,there are `KDTree` and `BallTree` from `scikit-learn`.,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/pull/40#issuecomment-601317246
Usability,learn,learn,For different kdtree implementations - I did look through [this article written by the scikit-learn kdtree and balltree developer](https://jakevdp.,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/pull/40#issuecomment-601381585
Usability,learn,learn,"o/blog/2013/04/29/benchmarking-nearest-neighbor-searches-in-python/), but I didn't think there was enough differences in his graphs to justify introducing a new dependency (I don't think scikit-learn was a dependency before?",MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/pull/40#issuecomment-601381585
Usability,learn,learn,I think you are right about scikit-learn kdtree outperforming scipy cKDTree.,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/pull/40#issuecomment-605328480
Usability,learn,learn,"While working on another change to the package, I was led to trying the scikit-learn kdtree.",MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/pull/40#issuecomment-605328480
Usability,learn,learn,"Scikit-learn on the other hand represents this as a Numpy array with `dtype = 'O'`, that is an array of objects.",MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/pull/40#issuecomment-605328480
Usability,learn,learn,"nt32` instead, since that's more than adequate, but it does not seem to be possible without modifying the `Scikit-learn.",MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/pull/40#issuecomment-605328480
Usability,learn,learn,"So - combining the small query speed up and the better space efficiency, I've added code to use scikit-learn kdtree in a new commit.",MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/pull/40#issuecomment-605328480
Usability,learn,learn,I've made some significant improvements by switching to the scikit-learn version of KDTree (good suggestion!,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/pull/40#issuecomment-606123282
Usability,clear,clearly,So using (Max) will clearly take a hit on memory.,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/pull/40#issuecomment-606352621
Usability,learn,learning,"what can be done with the Python C-API, which I'm learning on the fly so things have gone through various stages of kludge.",MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/pull/40#issuecomment-606357837
Usability,simpl,simply,> I simply zipped the respective model folder I generated with the notebooks,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/42#issuecomment-606856098
Usability,clear,clearing-tensorflow-gpu-memory-after-model-execution,"om/questions/39758094/clearing-tensorflow-gpu-memory-after-model-execution), but it results in the same issue as with 2.",MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/44#issuecomment-615880829
Usability,learn,learning,"> first congrats for the complete and accesible pipeline that you provide us, people with very few expertise in machine/deep learning.",MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/51#issuecomment-622454317
Usability,clear,cleared,I had some suspicious about it and you have cleared this doubt.,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/51#issuecomment-623462144
Usability,clear,clearly,There seems to be clearly something wrong with them.,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/53#issuecomment-625132058
Usability,learn,learn,i checked my output after training for 400 epochs and the network doesnt learn anything my output is completely blank,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/55#issuecomment-625765345
Usability,learn,learn,> i checked my output after training for 400 epochs and the network doesnt learn anything my output is completely blank,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/55#issuecomment-625775775
Usability,simpl,simply,"equence` as suggested by @maweigert, my idea is to simply replace a list of numpy arrays with a Sequence class that loads images on the fly.",MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/57#issuecomment-880580061
Usability,simpl,simple,a simple way could be to have the data generator create random numpy arrays instead of reading files in `__getitem__`,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/57#issuecomment-880585932
Usability,simpl,simply,"In the meantime, you could simply re-define the function that Martin changed.",MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/57#issuecomment-882546652
Usability,guid,guide,rg/guide/saved_model) like this:,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/61#issuecomment-643163493
Usability,guid,guide,"rg/guide/saved_model), and here is a guide specific to [Training checkpoints](https://www.",MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/61#issuecomment-643508305
Usability,guid,guide,"rg/guide/saved_model), and here is a guide specific to [Training checkpoints](https://www.",MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/61#issuecomment-643508305
Usability,guid,guide,rg/guide/checkpoint).,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/61#issuecomment-643508305
Usability,simpl,simple,Any ideas for a simple fix?,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/62#issuecomment-644116825
Usability,simpl,simply,"I don't know why that happens, but I've found that simply re-saving the image as a Tiff file from Fiji solves the problem, i.",MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/62#issuecomment-644116825
Usability,simpl,simply,If anyone else runs into this simply add the line:,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/63#issuecomment-643507577
Usability,simpl,simply,It's hard to see what your problem is - could you simply share the training notebook with its outputs?,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/66#issuecomment-664440851
Usability,simpl,simply,It's hard to see what your problem is - could you simply share the training notebook with its outputs?,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/66#issuecomment-664526462
Usability,simpl,simply,You could try it by simply checking out the code and wrapping the model accordingly at the respective place [here](https://github.,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/67#issuecomment-650382889
Usability,intuit,intuitive,But it is still counter intuitive to me because you have the config.,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/68#issuecomment-659548054
Usability,intuit,intuitive,> But it is still counter intuitive to me because you have the config.,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/68#issuecomment-659566701
Usability,learn,learning,Is the new Java library for deep learning ready yet?,MatchSource.ISSUE_COMMENT,stardist,stardist,0.9.1,https://github.com/stardist/stardist/issues/68#issuecomment-1453562117
