quality_attribute,keyword,matched_word,sentence,source,author,repo,version,url
Usability,clear,clear,Unfortunately it's not clear from your post what might be going wrong here.,MatchSource.ISSUE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/issues/5#issuecomment-349829021
Usability,guid,guide,We added a note about needing the `gsutil` from Google Cloud SDK to our [Build and Test guide](https://github.,MatchSource.ISSUE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/issues/5#issuecomment-350478903
Usability,simpl,simple,"The plus side is that you'll see DeepVariant is a pretty simple and modular pipeline, which you can tweak for your preferred analysis.",MatchSource.ISSUE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/issues/6#issuecomment-372515026
Usability,simpl,simple,Building a deepvariant Singularity image is indeed really quite simple and portable.,MatchSource.ISSUE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/issues/6#issuecomment-372953552
Usability,simpl,simply,Based on your comment I am assuming that Google Cloud Platform is not needed and we can simply ignore 'gsutil' once the build process is complete?,MatchSource.ISSUE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/issues/9#issuecomment-351577610
Usability,guid,guide,@MediciPrime We've updated the [quickstart guide](https://github.,MatchSource.ISSUE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/issues/9#issuecomment-352087449
Usability,feedback,feedback,d) based on your feedback to make it more clear that setting up a Cloud account and enabling billing isn't required to run DeepVariant.,MatchSource.ISSUE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/issues/9#issuecomment-352087449
Usability,clear,clear,d) based on your feedback to make it more clear that setting up a Cloud account and enabling billing isn't required to run DeepVariant.,MatchSource.ISSUE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/issues/9#issuecomment-352087449
Usability,feedback,feedback,I'd be happy for feedback and suggestions on this package as folks have a chance to use it.,MatchSource.ISSUE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/issues/9#issuecomment-354748344
Usability,learn,learning,"It does affect the learning rate decay, but it doesn't have to be exact.",MatchSource.ISSUE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/issues/10#issuecomment-351130156
Usability,simpl,simplest,"In the simplest case, people take the genome (fasta) + callset (vcf) as a representation of this individual's genome sequence.",MatchSource.ISSUE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/issues/13#issuecomment-351172185
