quality_attribute,keyword,matched_word,sentence,source,author,repo,version,url
Usability,clear,clear,It is likely clear that my Linux use and experience is limited.,MatchSource.ISSUE_COMMENT,qupath,qupath,v0.5.1,https://github.com/qupath/qupath/issues/2#issuecomment-261056258
Usability,simpl,simply,"There isn't really so much point in sending rectangles Rois, since they will simply occupy the whole image (and can easily be recreated in ImageJ if necessary with _Edit &rarr; Selection &rarr; Select All_) - but all non-rectangles should be transferred, as shown below.",MatchSource.ISSUE_COMMENT,qupath,qupath,v0.5.1,https://github.com/qupath/qupath/issues/5#issuecomment-253588979
Usability,simpl,simply,"rg/wiki/JSON)), this file can simply be opened in a text editor, and the paths replaced.",MatchSource.ISSUE_COMMENT,qupath,qupath,v0.5.1,https://github.com/qupath/qupath/issues/9#issuecomment-256318716
Usability,simpl,simply,"It doesn't appear in the 'Extensions' menu because it isn't associated with any particular command you need to run - rather, QuPath will simply start using it if it needs to.",MatchSource.ISSUE_COMMENT,qupath,qupath,v0.5.1,https://github.com/qupath/qupath/issues/12#issuecomment-258165973
Usability,undo,undocumented,"Success with fluorescence cell detection previously relied upon several undocumented tricks in terms of choosing parameters, and the good fortune of having your nuclear counterstain in the first channel.",MatchSource.ISSUE_COMMENT,qupath,qupath,v0.5.1,https://github.com/qupath/qupath/issues/12#issuecomment-259250203
Usability,simpl,simply,"the default is simply selected for all images of that type and bit-depth, and not based on the information present in the image",MatchSource.ISSUE_COMMENT,qupath,qupath,v0.5.1,https://github.com/qupath/qupath/issues/12#issuecomment-259250203
Usability,simpl,simply,"If you want to show/hide specific channels, it's actually better to simply type the number of the channel you want to hide or show several times (i.",MatchSource.ISSUE_COMMENT,qupath,qupath,v0.5.1,https://github.com/qupath/qupath/issues/12#issuecomment-259250203
Usability,simpl,simple,Just to obtain a simple relative amount of the marker within that tissue type.,MatchSource.ISSUE_COMMENT,qupath,qupath,v0.5.1,https://github.com/qupath/qupath/issues/16#issuecomment-391785100
Usability,clear,clear,however it's not clear to me whether this could or would ever actually happen.,MatchSource.ISSUE_COMMENT,qupath,qupath,v0.5.1,https://github.com/qupath/qupath/issues/18#issuecomment-258824636
Usability,clear,clearly,The workaround with the retain option is okish but clearly not as convenient as a 'set B&C for all images of the same kind'.,MatchSource.ISSUE_COMMENT,qupath,qupath,v0.5.1,https://github.com/qupath/qupath/issues/26#issuecomment-632599816
Usability,clear,clear,Without any clear feedback I couldn't know that it is pretty annoying for your users.,MatchSource.ISSUE_COMMENT,qupath,qupath,v0.5.1,https://github.com/qupath/qupath/issues/26#issuecomment-632609335
Usability,feedback,feedback,Without any clear feedback I couldn't know that it is pretty annoying for your users.,MatchSource.ISSUE_COMMENT,qupath,qupath,v0.5.1,https://github.com/qupath/qupath/issues/26#issuecomment-632609335
Usability,simpl,simple,The commands we built were pretty simple and were not breaking anything.,MatchSource.ISSUE_COMMENT,qupath,qupath,v0.5.1,https://github.com/qupath/qupath/issues/26#issuecomment-632615374
