quality_attribute,keyword,matched_word,sentence,source,filename,author,repo,version,wiki,url
Availability,down,downloaded,You must have downloaded this file https://github,MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=You%20must%20have%20downloaded%20this%20file%20https%3A//github
Availability,down,download,com/phracker/MacOSX-SDKs/releases/download/10,MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=com/phracker/MacOSX-SDKs/releases/download/10
Deployability,install,installed,cli only works on base env (where conda pkg installed),MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=cli%20only%20works%20on%20base%20env%20%28where%20conda%20pkg%20installed%29
Deployability,configurat,configuration,CMake configuration may still use conda libraries if,MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=CMake%20configuration%20may%20still%20use%20conda%20libraries%20if
Deployability,configurat,configuration,CMake configuration may still use conda compilers if,MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=CMake%20configuration%20may%20still%20use%20conda%20compilers%20if
Deployability,configurat,configuration,CMake configuration may still use conda compilers if,MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=CMake%20configuration%20may%20still%20use%20conda%20compilers%20if
Deployability,configurat,configuration,CMake configuration may still use conda compilers if,MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=CMake%20configuration%20may%20still%20use%20conda%20compilers%20if
Deployability,configurat,configuration,cmake to customize build configuration,MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=cmake%20to%20customize%20build%20configuration
Deployability,install,install-,cmake -Bobjdir_p4dev310 -DCMAKE_INSTALL_PREFIX=/path/to/install-psi4 && cmake --build objdir_p4dev310,MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=cmake%20-Bobjdir_p4dev310%20-DCMAKE_INSTALL_PREFIX%3D/path/to/install-psi4%20%26%26%20cmake%20--build%20objdir_p4dev310
Deployability,release,releases,com/phracker/MacOSX-SDKs/releases/download/10,MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=com/phracker/MacOSX-SDKs/releases/download/10
Deployability,install,install,"#        print(""""""Install ""psi4"" via `conda install psi4 -c psi4[/label/dev]`, then reissue command",MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=%23%20%20%20%20%20%20%20%20print%28%22%22%22Install%20%22psi4%22%20via%20%60conda%20install%20psi4%20-c%20psi4%5B/label/dev%5D%60%2C%20then%20reissue%20command
Integrability,depend,dependency,0) consider dependency options,MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=0%29%20consider%20dependency%20options
Modifiability,config,configuration,CMake configuration may still use conda libraries if,MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=CMake%20configuration%20may%20still%20use%20conda%20libraries%20if
Modifiability,config,configuration,CMake configuration may still use conda compilers if,MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=CMake%20configuration%20may%20still%20use%20conda%20compilers%20if
Modifiability,config,configuration,CMake configuration may still use conda compilers if,MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=CMake%20configuration%20may%20still%20use%20conda%20compilers%20if
Modifiability,config,configuration,CMake configuration may still use conda compilers if,MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=CMake%20configuration%20may%20still%20use%20conda%20compilers%20if
Modifiability,config,configures,")"" configures and builds with cmake",MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=%29%22%20configures%20and%20builds%20with%20cmake
Modifiability,flexible,flexible,(B) flexible usage,MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=%28B%29%20flexible%20usage
Modifiability,config,configuration,cmake to customize build configuration,MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=cmake%20to%20customize%20build%20configuration
Modifiability,config,configure,3) issue suggested or customized command to configure & build with cmake,MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=3%29%20issue%20suggested%20or%20customized%20command%20to%20configure%20%26%20build%20with%20cmake
Performance,load,loads,loads(env_list_json),MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=loads%28env_list_json%29
Performance,cache,cache,Omit blas/lapack from cache to engage self-provided libraries,MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=Omit%20blas/lapack%20from%20cache%20to%20engage%20self-provided%20libraries
Performance,cache,cache,Omit compilers from cache to engage self-provided compilers,MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=Omit%20compilers%20from%20cache%20to%20engage%20self-provided%20compilers
Performance,cache,cache,Omit compilers from cache to engage self-provided compilers,MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=Omit%20compilers%20from%20cache%20to%20engage%20self-provided%20compilers
Performance,cache,cache,Omit compilers from cache to engage self-provided compilers,MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=Omit%20compilers%20from%20cache%20to%20engage%20self-provided%20compilers
Performance,cache,cache,# (3) generate cmake cache file from conda env,MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=%23%20%283%29%20generate%20cmake%20cache%20file%20from%20conda%20env
Performance,cache,cache,1) generate cmake cache file from conda env,MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=1%29%20generate%20cmake%20cache%20file%20from%20conda%20env
Performance,cache,cache,"# print(f""Warning: Active value in cache for {k} does not exist on filesystem: {v}"")",MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=%23%20print%28f%22Warning%3A%20Active%20value%20in%20cache%20for%20%7Bk%7D%20does%20not%20exist%20on%20filesystem%3A%20%7Bv%7D%22%29
Performance,cache,cache,# using tilde-type strike in cache file so searchable,MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=%23%20using%20tilde-type%20strike%20in%20cache%20file%20so%20searchable
Security,access,access,"access(psi4, os",MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=access%28psi4%2C%20os
Testability,log,login,repeat each login or add to shell's rc,MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=repeat%20each%20login%20or%20add%20to%20shell%27s%20rc
Testability,log,login,repeat each login or add to shell's rc,MatchSource.CODE_COMMENT,conda/psi4-path-advisor.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/conda/psi4-path-advisor.py#:~:text=repeat%20each%20login%20or%20add%20to%20shell%27s%20rc
Availability,error,error,# <<<  return ctest error code  >>>,MatchSource.CODE_COMMENT,devtools/scripts/ci_print_failing.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/devtools/scripts/ci_print_failing.py#:~:text=%23%20%3C%3C%3C%20%20return%20ctest%20error%20code%20%20%3E%3E%3E
Testability,test,test,"""""""\n  <<<  All test cases have passed!  >>>\n\n""""""",MatchSource.CODE_COMMENT,devtools/scripts/ci_print_failing.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/devtools/scripts/ci_print_failing.py#:~:text=%22%22%22%5Cn%20%20%3C%3C%3C%20%20All%20test%20cases%20have%20passed%21%20%20%3E%3E%3E%5Cn%5Cn%22%22%22
Testability,test,tests,# <<<  identify failed tests and cat their output  >>>,MatchSource.CODE_COMMENT,devtools/scripts/ci_run_test.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/devtools/scripts/ci_run_test.py#:~:text=%23%20%3C%3C%3C%20%20identify%20failed%20tests%20and%20cat%20their%20output%20%20%3E%3E%3E
Testability,log,log,"log  >>>\n\n"""""")",MatchSource.CODE_COMMENT,devtools/scripts/ci_run_test.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/devtools/scripts/ci_run_test.py#:~:text=log%20%20%3E%3E%3E%5Cn%5Cn%22%22%22%29
Testability,log,log,"log', 'r') as ttllog:",MatchSource.CODE_COMMENT,devtools/scripts/ci_run_test.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/devtools/scripts/ci_run_test.py#:~:text=log%27%2C%20%27r%27%29%20as%20ttllog%3A
Availability,error,error,"# ""error"":  ('\u2717',       """"   ),  # toggle for ""X"" in visual mode",MatchSource.CODE_COMMENT,doc/sphinxman/document_capabilities.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/doc/sphinxman/document_capabilities.py#:~:text=%23%20%22error%22%3A%20%20%28%27%5Cu2717%27%2C%20%20%20%20%20%20%20%22%22%20%20%20%29%2C%20%20%23%20toggle%20for%20%22X%22%20in%20visual%20mode
Availability,error,error,"# module ""psi4"" means error, so removing it suppresses a blank or all-X line",MatchSource.CODE_COMMENT,doc/sphinxman/document_capabilities.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/doc/sphinxman/document_capabilities.py#:~:text=%23%20module%20%22psi4%22%20means%20error%2C%20so%20removing%20it%20suppresses%20a%20blank%20or%20all-X%20line
Deployability,toggle,toggle,"# toggle for "" "" in visual mode",MatchSource.CODE_COMMENT,doc/sphinxman/document_capabilities.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/doc/sphinxman/document_capabilities.py#:~:text=%23%20toggle%20for%20%22%20%22%20in%20visual%20mode
Deployability,toggle,toggle,"# ""error"":  ('\u2717',       """"   ),  # toggle for ""X"" in visual mode",MatchSource.CODE_COMMENT,doc/sphinxman/document_capabilities.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/doc/sphinxman/document_capabilities.py#:~:text=%23%20%22error%22%3A%20%20%28%27%5Cu2717%27%2C%20%20%20%20%20%20%20%22%22%20%20%20%29%2C%20%20%23%20toggle%20for%20%22X%22%20in%20visual%20mode
Energy Efficiency,energy,energy,energy|     |    |psi4,MatchSource.CODE_COMMENT,doc/sphinxman/document_capabilities.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/doc/sphinxman/document_capabilities.py#:~:text=energy%7C%20%20%20%20%20%7C%20%20%20%20%7Cpsi4
Energy Efficiency,energy,energy,energy|     |    |psi4,MatchSource.CODE_COMMENT,doc/sphinxman/document_capabilities.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/doc/sphinxman/document_capabilities.py#:~:text=energy%7C%20%20%20%20%20%7C%20%20%20%20%7Cpsi4
Energy Efficiency,energy,energy,energy|     |    |psi4,MatchSource.CODE_COMMENT,doc/sphinxman/document_capabilities.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/doc/sphinxman/document_capabilities.py#:~:text=energy%7C%20%20%20%20%20%7C%20%20%20%20%7Cpsi4
Safety,avoid,avoid,# avoid aligned delimiters,MatchSource.CODE_COMMENT,doc/sphinxman/document_capabilities.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/doc/sphinxman/document_capabilities.py#:~:text=%23%20avoid%20aligned%20delimiters
Modifiability,variab,variables,# Available psi variables in psi4/driver/qcdb/cfour,MatchSource.CODE_COMMENT,doc/sphinxman/document_cfour.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/doc/sphinxman/document_cfour.py#:~:text=%23%20Available%20psi%20variables%20in%20psi4/driver/qcdb/cfour
Modifiability,plugin,plugin,# Python-only plugin modules in psi4/driver,MatchSource.CODE_COMMENT,doc/sphinxman/document_driver.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/doc/sphinxman/document_driver.py#:~:text=%23%20Python-only%20plugin%20modules%20in%20psi4/driver
Modifiability,plugin,plugin,# individual option file for plugin options,MatchSource.CODE_COMMENT,doc/sphinxman/document_plugins.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/doc/sphinxman/document_plugins.py#:~:text=%23%20individual%20option%20file%20for%20plugin%20options
Modifiability,plugin,plugin,# Plugin directories in psi4/plugin/,MatchSource.CODE_COMMENT,doc/sphinxman/document_plugins.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/doc/sphinxman/document_plugins.py#:~:text=%23%20Plugin%20directories%20in%20psi4/plugin/
Modifiability,plugin,plugin,# from each plugin directory,MatchSource.CODE_COMMENT,doc/sphinxman/document_plugins.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/doc/sphinxman/document_plugins.py#:~:text=%23%20from%20each%20plugin%20directory
Modifiability,variab,variables,"""""""Extension to format and index PSI variables",MatchSource.CODE_COMMENT,doc/sphinxman/source/extensions/psidomain.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/doc/sphinxman/source/extensions/psidomain.py#:~:text=%22%22%22Extension%20to%20format%20and%20index%20PSI%20variables
Availability,avail,available,"""""""Test to see if a command is available in Psi4 search path",MatchSource.CODE_COMMENT,psi4/extras.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/extras.py#:~:text=%22%22%22Test%20to%20see%20if%20a%20command%20is%20available%20in%20Psi4%20search%20path
Availability,avail,available,"""""""Returns boolean of whether Add-On *request* is available to Psi4,",MatchSource.CODE_COMMENT,psi4/extras.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/extras.py#:~:text=%22%22%22Returns%20boolean%20of%20whether%20Add-On%20%2Arequest%2A%20is%20available%20to%20Psi4%2C
Availability,avail,available,"*request* not passed, returns list of available Add-Ons: `['adcc', 'ambit', 'c̶c̶t̶3̶',",MatchSource.CODE_COMMENT,psi4/extras.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/extras.py#:~:text=%2Arequest%2A%20not%20passed%2C%20returns%20list%20of%20available%20Add-Ons%3A%20%60%5B%27adcc%27%2C%20%27ambit%27%2C%20%27c%CC%B6c%CC%B6t%CC%B63%CC%B6%27%2C
Availability,redundant,redundant,"All choices are defined, but choices may be redundant in some projects",MatchSource.CODE_COMMENT,psi4/extras.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/extras.py#:~:text=All%20choices%20are%20defined%2C%20but%20choices%20may%20be%20redundant%20in%20some%20projects
Availability,avail,available,"# Create handlers, add formatters to handlers, and add handlers to logger (StreamHandler() also available)",MatchSource.CODE_COMMENT,psi4/extras.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/extras.py#:~:text=%23%20Create%20handlers%2C%20add%20formatters%20to%20handlers%2C%20and%20add%20handlers%20to%20logger%20%28StreamHandler%28%29%20also%20available%29
Modifiability,variab,variable,"Provides a success flag, otherwise uses the ``_success_flag_`` global variable",MatchSource.CODE_COMMENT,psi4/extras.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/extras.py#:~:text=Provides%20a%20success%20flag%2C%20otherwise%20uses%20the%20%60%60_success_flag_%60%60%20global%20variable
Modifiability,inherit,inherited,"Instead, allow level to be inherited from existing logger",MatchSource.CODE_COMMENT,psi4/extras.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/extras.py#:~:text=Instead%2C%20allow%20level%20to%20be%20inherited%20from%20existing%20logger
Safety,redund,redundant,"All choices are defined, but choices may be redundant in some projects",MatchSource.CODE_COMMENT,psi4/extras.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/extras.py#:~:text=All%20choices%20are%20defined%2C%20but%20choices%20may%20be%20redundant%20in%20some%20projects
Testability,test,test,"""""""Runs a test suite through pytest",MatchSource.CODE_COMMENT,psi4/extras.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/extras.py#:~:text=%22%22%22Runs%20a%20test%20suite%20through%20pytest
Testability,test,test,"* _smoke_ will be minimal ""is-working?"" test(s)",MatchSource.CODE_COMMENT,psi4/extras.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/extras.py#:~:text=%2A%20_smoke_%20will%20be%20minimal%20%22is-working%3F%22%20test%28s%29
Testability,test,tests,1/3 tests,MatchSource.CODE_COMMENT,psi4/extras.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/extras.py#:~:text=1/3%20tests
Testability,test,test,"* _full_ will be the whole test suite, less some exceedingly long outliers",MatchSource.CODE_COMMENT,psi4/extras.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/extras.py#:~:text=%2A%20_full_%20will%20be%20the%20whole%20test%20suite%2C%20less%20some%20exceedingly%20long%20outliers
Testability,test,test,* _long_ will be the whole test suite,MatchSource.CODE_COMMENT,psi4/extras.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/extras.py#:~:text=%2A%20_long_%20will%20be%20the%20whole%20test%20suite
Testability,log,logging,"""""""Set the name for output and logging files",MatchSource.CODE_COMMENT,psi4/extras.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/extras.py#:~:text=%22%22%22Set%20the%20name%20for%20output%20and%20logging%20files
Testability,log,logging,The logging file is set from this string with a ``,MatchSource.CODE_COMMENT,psi4/extras.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/extras.py#:~:text=The%20logging%20file%20is%20set%20from%20this%20string%20with%20a%20%60%60
Testability,log,log,log`` extension,MatchSource.CODE_COMMENT,psi4/extras.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/extras.py#:~:text=log%60%60%20extension
Testability,log,logging,Do append to the output and logging files rather than (the default) truncating them?,MatchSource.CODE_COMMENT,psi4/extras.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/extras.py#:~:text=Do%20append%20to%20the%20output%20and%20logging%20files%20rather%20than%20%28the%20default%29%20truncating%20them%3F
Testability,log,loglevel,loglevel,MatchSource.CODE_COMMENT,psi4/extras.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/extras.py#:~:text=loglevel
Testability,log,log,The criticality level at which to log,MatchSource.CODE_COMMENT,psi4/extras.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/extras.py#:~:text=The%20criticality%20level%20at%20which%20to%20log
Testability,log,logger,"set_output_file` and add the logger, rather than just returning ``ofile`` path",MatchSource.CODE_COMMENT,psi4/extras.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/extras.py#:~:text=set_output_file%60%20and%20add%20the%20logger%2C%20rather%20than%20just%20returning%20%60%60ofile%60%60%20path
Testability,log,loglevel,"If true, do not set loglevel even to default value",MatchSource.CODE_COMMENT,psi4/extras.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/extras.py#:~:text=If%20true%2C%20do%20not%20set%20loglevel%20even%20to%20default%20value
Testability,log,logger,"Instead, allow level to be inherited from existing logger",MatchSource.CODE_COMMENT,psi4/extras.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/extras.py#:~:text=Instead%2C%20allow%20level%20to%20be%20inherited%20from%20existing%20logger
Testability,log,logging,preference to it as this additionally sets up logging,MatchSource.CODE_COMMENT,psi4/extras.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/extras.py#:~:text=preference%20to%20it%20as%20this%20additionally%20sets%20up%20logging
Testability,log,logger,# Get the custom logger,MatchSource.CODE_COMMENT,psi4/extras.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/extras.py#:~:text=%23%20Get%20the%20custom%20logger
Testability,log,logger,"# Create handlers, add formatters to handlers, and add handlers to logger (StreamHandler() also available)",MatchSource.CODE_COMMENT,psi4/extras.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/extras.py#:~:text=%23%20Create%20handlers%2C%20add%20formatters%20to%20handlers%2C%20and%20add%20handlers%20to%20logger%20%28StreamHandler%28%29%20also%20available%29
Testability,log,logging,# Warning: baseFilename is not part of the documented API for the logging module and could change,MatchSource.CODE_COMMENT,psi4/extras.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/extras.py#:~:text=%23%20Warning%3A%20baseFilename%20is%20not%20part%20of%20the%20documented%20API%20for%20the%20logging%20module%20and%20could%20change
Deployability,release,release,"""""""{version} {release}""""""",MatchSource.CODE_COMMENT,psi4/header.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/header.py#:~:text=%22%22%22%7Bversion%7D%20%7Brelease%7D%22%22%22
Availability,failure,failure,"# Register exit printing, failure GOTO coffee ELSE beer",MatchSource.CODE_COMMENT,psi4/run_psi4.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/run_psi4.py#:~:text=%23%20Register%20exit%20printing%2C%20failure%20GOTO%20coffee%20ELSE%20beer
Availability,error,error,# Capture _any_ python error message,MatchSource.CODE_COMMENT,psi4/run_psi4.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/run_psi4.py#:~:text=%23%20Capture%20_any_%20python%20error%20message
Availability,error,error,# module error where lineno useless (e,MatchSource.CODE_COMMENT,psi4/run_psi4.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/run_psi4.py#:~:text=%23%20module%20error%20where%20lineno%20useless%20%28e
Deployability,install,installation,Generates a CMake command for building a plugin against this Psi4 installation,MatchSource.CODE_COMMENT,psi4/run_psi4.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/run_psi4.py#:~:text=Generates%20a%20CMake%20command%20for%20building%20a%20plugin%20against%20this%20Psi4%20installation
Deployability,install,install,"""""""Install ""psi4-dev"" via `conda install psi4-dev -c psi4[/label/dev]`, then reissue command",MatchSource.CODE_COMMENT,psi4/run_psi4.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/run_psi4.py#:~:text=%22%22%22Install%20%22psi4-dev%22%20via%20%60conda%20install%20psi4-dev%20-c%20psi4%5B/label/dev%5D%60%2C%20then%20reissue%20command
Deployability,install,installed,# Import installed psi4,MatchSource.CODE_COMMENT,psi4/run_psi4.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/run_psi4.py#:~:text=%23%20Import%20installed%20psi4
Integrability,message,message,# Arrange for warnings to ignore everything except the message,MatchSource.CODE_COMMENT,psi4/run_psi4.py,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/tree/v1.9.1/psi4/run_psi4.py#:~:text=%23%20Arrange%20for%20warnings%20to%20ignore%20everything%20except%20the%20message
