id,quality_attribute,keyword,matched_word,match_idx,sentence,source,filename,author,repo,version,wiki,url
https://github.com/COMBINE-lab/salmon/tree/v1.10.1/doc/source/conf.py:57,Deployability,configurat,configuration,57,"# -*- coding: utf-8 -*-; #; # Salmon documentation build configuration file, created by; # sphinx-quickstart on Tue Jul 15 17:48:43 2014.; #; # This file is execfile()d with the current directory set to its; # containing dir.; #; # Note that not all possible configuration values are present in this; # autogenerated file.; #; # All configuration values have a default; values that are commented out; # serve to show the default.",MatchSource.CODE_COMMENT,doc/source/conf.py,COMBINE-lab,salmon,v1.10.1,https://combine-lab.github.io/salmon,https://github.com/COMBINE-lab/salmon/tree/v1.10.1/doc/source/conf.py
https://github.com/COMBINE-lab/salmon/tree/v1.10.1/doc/source/conf.py:259,Deployability,configurat,configuration,259,"# -*- coding: utf-8 -*-; #; # Salmon documentation build configuration file, created by; # sphinx-quickstart on Tue Jul 15 17:48:43 2014.; #; # This file is execfile()d with the current directory set to its; # containing dir.; #; # Note that not all possible configuration values are present in this; # autogenerated file.; #; # All configuration values have a default; values that are commented out; # serve to show the default.",MatchSource.CODE_COMMENT,doc/source/conf.py,COMBINE-lab,salmon,v1.10.1,https://combine-lab.github.io/salmon,https://github.com/COMBINE-lab/salmon/tree/v1.10.1/doc/source/conf.py
https://github.com/COMBINE-lab/salmon/tree/v1.10.1/doc/source/conf.py:333,Deployability,configurat,configuration,333,"# -*- coding: utf-8 -*-; #; # Salmon documentation build configuration file, created by; # sphinx-quickstart on Tue Jul 15 17:48:43 2014.; #; # This file is execfile()d with the current directory set to its; # containing dir.; #; # Note that not all possible configuration values are present in this; # autogenerated file.; #; # All configuration values have a default; values that are commented out; # serve to show the default.",MatchSource.CODE_COMMENT,doc/source/conf.py,COMBINE-lab,salmon,v1.10.1,https://combine-lab.github.io/salmon,https://github.com/COMBINE-lab/salmon/tree/v1.10.1/doc/source/conf.py
https://github.com/COMBINE-lab/salmon/tree/v1.10.1/doc/source/conf.py:57,Modifiability,config,configuration,57,"# -*- coding: utf-8 -*-; #; # Salmon documentation build configuration file, created by; # sphinx-quickstart on Tue Jul 15 17:48:43 2014.; #; # This file is execfile()d with the current directory set to its; # containing dir.; #; # Note that not all possible configuration values are present in this; # autogenerated file.; #; # All configuration values have a default; values that are commented out; # serve to show the default.",MatchSource.CODE_COMMENT,doc/source/conf.py,COMBINE-lab,salmon,v1.10.1,https://combine-lab.github.io/salmon,https://github.com/COMBINE-lab/salmon/tree/v1.10.1/doc/source/conf.py
https://github.com/COMBINE-lab/salmon/tree/v1.10.1/doc/source/conf.py:259,Modifiability,config,configuration,259,"# -*- coding: utf-8 -*-; #; # Salmon documentation build configuration file, created by; # sphinx-quickstart on Tue Jul 15 17:48:43 2014.; #; # This file is execfile()d with the current directory set to its; # containing dir.; #; # Note that not all possible configuration values are present in this; # autogenerated file.; #; # All configuration values have a default; values that are commented out; # serve to show the default.",MatchSource.CODE_COMMENT,doc/source/conf.py,COMBINE-lab,salmon,v1.10.1,https://combine-lab.github.io/salmon,https://github.com/COMBINE-lab/salmon/tree/v1.10.1/doc/source/conf.py
https://github.com/COMBINE-lab/salmon/tree/v1.10.1/doc/source/conf.py:333,Modifiability,config,configuration,333,"# -*- coding: utf-8 -*-; #; # Salmon documentation build configuration file, created by; # sphinx-quickstart on Tue Jul 15 17:48:43 2014.; #; # This file is execfile()d with the current directory set to its; # containing dir.; #; # Note that not all possible configuration values are present in this; # autogenerated file.; #; # All configuration values have a default; values that are commented out; # serve to show the default.",MatchSource.CODE_COMMENT,doc/source/conf.py,COMBINE-lab,salmon,v1.10.1,https://combine-lab.github.io/salmon,https://github.com/COMBINE-lab/salmon/tree/v1.10.1/doc/source/conf.py
https://github.com/COMBINE-lab/salmon/tree/v1.10.1/doc/source/conf.py:297,Deployability,configurat,configuration,297,"# If extensions (or modules to document with autodoc) are in another directory,; # add these directories to sys.path here. If the directory is relative to the; # documentation root, use os.path.abspath to make it absolute, like shown here.; #sys.path.insert(0, os.path.abspath('.')); # -- General configuration ------------------------------------------------; # If your documentation needs a minimal Sphinx version, state it here.; #needs_sphinx = '1.0'; # Add any Sphinx extension module names here, as strings. They can be; # extensions coming with Sphinx (named 'sphinx.ext.*') or your custom; # ones.",MatchSource.CODE_COMMENT,doc/source/conf.py,COMBINE-lab,salmon,v1.10.1,https://combine-lab.github.io/salmon,https://github.com/COMBINE-lab/salmon/tree/v1.10.1/doc/source/conf.py
https://github.com/COMBINE-lab/salmon/tree/v1.10.1/doc/source/conf.py:297,Modifiability,config,configuration,297,"# If extensions (or modules to document with autodoc) are in another directory,; # add these directories to sys.path here. If the directory is relative to the; # documentation root, use os.path.abspath to make it absolute, like shown here.; #sys.path.insert(0, os.path.abspath('.')); # -- General configuration ------------------------------------------------; # If your documentation needs a minimal Sphinx version, state it here.; #needs_sphinx = '1.0'; # Add any Sphinx extension module names here, as strings. They can be; # extensions coming with Sphinx (named 'sphinx.ext.*') or your custom; # ones.",MatchSource.CODE_COMMENT,doc/source/conf.py,COMBINE-lab,salmon,v1.10.1,https://combine-lab.github.io/salmon,https://github.com/COMBINE-lab/salmon/tree/v1.10.1/doc/source/conf.py
https://github.com/COMBINE-lab/salmon/tree/v1.10.1/doc/source/conf.py:97,Deployability,release,release,97,"# The version info for the project you're documenting, acts as replacement for; # |version| and |release|, also used in various other places throughout the; # built documents.; #; # The short X.Y version.",MatchSource.CODE_COMMENT,doc/source/conf.py,COMBINE-lab,salmon,v1.10.1,https://combine-lab.github.io/salmon,https://github.com/COMBINE-lab/salmon/tree/v1.10.1/doc/source/conf.py
https://github.com/COMBINE-lab/salmon/tree/v1.10.1/doc/source/conf.py:122,Integrability,message,message,122,"# A list of ignored prefixes for module index sorting.; #modindex_common_prefix = []; # If true, keep warnings as ""system message"" paragraphs in the built documents.; #keep_warnings = False; # -- Options for HTML output ----------------------------------------------; # The theme to use for HTML and HTML Help pages. See the documentation for; # a list of builtin themes.; #import sphinx_rtd_theme; #html_theme = ""sphinx_rtd_theme""; #html_theme_path = [sphinx_rtd_theme.get_html_theme_path()]",MatchSource.CODE_COMMENT,doc/source/conf.py,COMBINE-lab,salmon,v1.10.1,https://combine-lab.github.io/salmon,https://github.com/COMBINE-lab/salmon/tree/v1.10.1/doc/source/conf.py
