quality_attribute,keyword,matched_word,sentence,source,author,repo,version,url
Usability,clear,clear,IMO it should be clear if it is working as intended in short order so as long as there's no obvious block to it happening I don't see the worth of it.,MatchSource.ISSUE_COMMENT,broadinstitute,cromwell,87,https://github.com/broadinstitute/cromwell/pull/20#issuecomment-103145934
Usability,feedback,feedback,This should incorporate PR feedback delta:,MatchSource.ISSUE_COMMENT,broadinstitute,cromwell,87,https://github.com/broadinstitute/cromwell/pull/20#issuecomment-104351643
Usability,clear,clear,"The work just started, it's not particularly clear at the moment what changes we'll have to make in the first place, much less to sync w/ this.",MatchSource.ISSUE_COMMENT,broadinstitute,cromwell,87,https://github.com/broadinstitute/cromwell/pull/44#issuecomment-113509547
Usability,clear,clear,This way it's clear that `foo` is acting on `a` when you say `a.,MatchSource.ISSUE_COMMENT,broadinstitute,cromwell,87,https://github.com/broadinstitute/cromwell/pull/50#issuecomment-112552200
Usability,feedback,feedback,Ready for feedback.,MatchSource.ISSUE_COMMENT,broadinstitute,cromwell,87,https://github.com/broadinstitute/cromwell/pull/78#issuecomment-118239642
Usability,clear,clear,Updated everything that I had a clear fix for.,MatchSource.ISSUE_COMMENT,broadinstitute,cromwell,87,https://github.com/broadinstitute/cromwell/pull/78#issuecomment-118435565
Usability,simpl,simply,@mcovarr Most of your comments have been referencing original code/comments which has simply been moved around.,MatchSource.ISSUE_COMMENT,broadinstitute,cromwell,87,https://github.com/broadinstitute/cromwell/pull/88#issuecomment-121002228
Usability,undo,undocumented,"s are built, they will fail with undocumented 406s if the underlying request fails with a documented status.",MatchSource.ISSUE_COMMENT,broadinstitute,cromwell,87,https://github.com/broadinstitute/cromwell/pull/114#issuecomment-126404896
Usability,guid,guide,"Unlike the style guide, I don't have a preference between the two primary modes people use (admittedly it's because I prefer the one they don't, although I begrudgingly use their favorite) as long as they're generally self-consistent (and/or there's a reason to deviate for a particular one, it happens).",MatchSource.ISSUE_COMMENT,broadinstitute,cromwell,87,https://github.com/broadinstitute/cromwell/pull/135#issuecomment-132193021
Usability,guid,guide,"I don't think ""try to follow the official guide and be self consistent"" is a high bar",MatchSource.ISSUE_COMMENT,broadinstitute,cromwell,87,https://github.com/broadinstitute/cromwell/pull/135#issuecomment-132202963
Usability,guid,guide,"> I don't think ""try to follow the official guide and be self consistent"" is a high bar",MatchSource.ISSUE_COMMENT,broadinstitute,cromwell,87,https://github.com/broadinstitute/cromwell/pull/135#issuecomment-132206454
Usability,simpl,simple,"re: reviewers I was just going to wait until the end of the sprint in order to make sure it doesn't cause any rebase, even though initially it was such a simple change that it'd seem unlikely.",MatchSource.ISSUE_COMMENT,broadinstitute,cromwell,87,https://github.com/broadinstitute/cromwell/pull/140#issuecomment-132375040
Usability,guid,guide,@scottfrazer  In order to save people's diffs I'll make a general comment to please try to conform to the snazzy new style guide,MatchSource.ISSUE_COMMENT,broadinstitute,cromwell,87,https://github.com/broadinstitute/cromwell/pull/145#issuecomment-134728173
Usability,guid,guide,"And there was the one comment I made about the general adherence to the guide - whitespace, HOF syntax, etc.",MatchSource.ISSUE_COMMENT,broadinstitute,cromwell,87,https://github.com/broadinstitute/cromwell/pull/145#issuecomment-134736397
Usability,clear,clear,"Both `Set` and `Map` make it clear that order is actually not important, but `Map` makes it unmistakable that the String keys must be unique without the consumer of the API having to dig into the implementation of `WorkflowInput#equals`.",MatchSource.ISSUE_COMMENT,broadinstitute,cromwell,87,https://github.com/broadinstitute/cromwell/pull/164#issuecomment-136129605
Usability,simpl,simpler,om/scottfrazer/hermes/pull/52 was spawned from discussion Miguel and I had about allowing the parser to specify imports so the grammar file was simpler and could utilize library code.,MatchSource.ISSUE_COMMENT,broadinstitute,cromwell,87,https://github.com/broadinstitute/cromwell/pull/173#issuecomment-141495429
Usability,learn,learning-scalaz,om/learning-scalaz/Coproducts.,MatchSource.ISSUE_COMMENT,broadinstitute,cromwell,87,https://github.com/broadinstitute/cromwell/pull/192#issuecomment-141792771
Usability,simpl,simplest,"Yes, the simplest way I can think of would be having",MatchSource.ISSUE_COMMENT,broadinstitute,cromwell,87,https://github.com/broadinstitute/cromwell/pull/195#issuecomment-142314130
Usability,simpl,simpler,"Currently, even with simpler refactoring to remove calling `DataAccess.",MatchSource.ISSUE_COMMENT,broadinstitute,cromwell,87,https://github.com/broadinstitute/cromwell/pull/198#issuecomment-143084495
Usability,clear,clear,I believe the changes I've made are okay but tests are failing pretty consistently for reasons that aren't clear yet.,MatchSource.ISSUE_COMMENT,broadinstitute,cromwell,87,https://github.com/broadinstitute/cromwell/pull/233#issuecomment-146951243
Usability,feedback,feedback,Would love to have folks give feedback ahead of time though.,MatchSource.ISSUE_COMMENT,broadinstitute,cromwell,87,https://github.com/broadinstitute/cromwell/pull/265#issuecomment-153032210
Usability,feedback,feedback,"Please let me know additional feedback, and when time to rebase/squash/merge.",MatchSource.ISSUE_COMMENT,broadinstitute,cromwell,87,https://github.com/broadinstitute/cromwell/pull/265#issuecomment-153723485
Usability,simpl,simple,K file hosted by the cromwell server for the convenience it brings as an easy and simple way of getting timing information from cromwell.,MatchSource.ISSUE_COMMENT,broadinstitute,cromwell,87,https://github.com/broadinstitute/cromwell/pull/266#issuecomment-153122691
Usability,simpl,simple,But I suspect it's more work than a simple coercion addition.,MatchSource.ISSUE_COMMENT,broadinstitute,cromwell,87,https://github.com/broadinstitute/cromwell/pull/283#issuecomment-155473668
Usability,simpl,simply,I don't know the answer to your template question but I hope it works as simply as this.,MatchSource.ISSUE_COMMENT,broadinstitute,cromwell,87,https://github.com/broadinstitute/cromwell/pull/305#issuecomment-162635666
Usability,simpl,simple,@kshakir Do you mean a mock-mock or a simple stub?,MatchSource.ISSUE_COMMENT,broadinstitute,cromwell,87,https://github.com/broadinstitute/cromwell/pull/307#issuecomment-160984769
