quality_attribute,keyword,matched_word,sentence,source,author,repo,version,wiki,url
Availability,toler,tolerance,"apper by @pcarruscag in https://github.com/su2code/SU2/pull/1949; * Adding thermal conductivity, heat capacity and diffusivity as outputs. by @Cristopher-Morales in https://github.com/su2code/SU2/pull/1956; * BC inlet for SA solver based on local conditions at the Inlet by @Cristopher-Morales in https://github.com/su2code/SU2/pull/1953; * CoDiPack 2 Update by @jblueh in https://github.com/su2code/SU2/pull/1903; * Make the use of system-wide Meson and Ninja easier by @frx-wintermute in https://github.com/su2code/SU2/pull/1951; * Consistent python wrapper function names by @pcarruscag in https://github.com/su2code/SU2/pull/1978; * Expose all history outputs via the python wrapper by @pcarruscag in https://github.com/su2code/SU2/pull/1986; * Nishikawa Rp limiters (AIAA 2022-1473) by @aeroamit in https://github.com/su2code/SU2/pull/2006; * Add simple custom outputs (functions of other outputs) to all solvers by @pcarruscag in https://github.com/su2code/SU2/pull/2020; * Add word-by-word comparison with tolerance and threshold to file diff. by @danielmayer in https://github.com/su2code/SU2/pull/2031; * More helpful messages for FFD setting by @pcarruscag in https://github.com/su2code/SU2/pull/2032; * Python interface for updating translation and rotation rates of the moving frame by @ArneVoss in https://github.com/su2code/SU2/pull/2024; * Hybrid Parallel AD Performance Improvements by @jblueh in https://github.com/su2code/SU2/pull/2039; * Implementing the gust encounter for 3D meshes and for free-flying, elastic aircraft by @ArneVoss in https://github.com/su2code/SU2/pull/1954; * Add python interface for setting AoA and AoS by @kursatyurt in https://github.com/su2code/SU2/pull/2045; * Flamelet approach for premixed flames by @bigfooted in https://github.com/su2code/SU2/pull/1917; * Add local timestep + CFL as volume output by @j-signorelli in https://github.com/su2code/SU2/pull/2060; * Feature multilayer perceptron and data-driven fluid model by @EvertBunschoten in https:/",MatchSource.RELEASES,su2code,SU2,v8.1.0,https://su2code.github.io,https://github.com/su2code/SU2/releases/tag/v8.0.0
Deployability,configurat,configuration,"<!-- Release notes generated using configuration in .github/release.yml at develop -->. ## Changes. The highlights of SU2 version 8.0.0 are:; - A complete re-work of the Python wrapper to allow in-memory mesh deformation, increased flexibility to access the solution for post-processing or initialization, and also to manipulate boundary conditions during the solution (see [examples](https://github.com/su2code/SU2/tree/master/TestCases/py_wrapper)); - Modeling of combustion https://github.com/su2code/SU2/pull/1917; - Improved performance for hybrid parallel discrete adjoint solvers; - Data-driven fluid models; - Improved consistency of the SST implementation with literature, with SST-2003m becoming the new default. ### :rocket: Experimental Features; * Generalized, quasi 3D look-up table by @EvertBunschoten in https://github.com/su2code/SU2/pull/1825; * Adding ionization capabilities for viscous simulations (NEMO) by @WallyMaier in https://github.com/su2code/SU2/pull/1887; * Access solution and primitives via python wrapper by @pcarruscag in https://github.com/su2code/SU2/pull/1938; * Access solution and primitives **at markers** via python wrapper by @pcarruscag in https://github.com/su2code/SU2/pull/1949; * Adding thermal conductivity, heat capacity and diffusivity as outputs. by @Cristopher-Morales in https://github.com/su2code/SU2/pull/1956; * BC inlet for SA solver based on local conditions at the Inlet by @Cristopher-Morales in https://github.com/su2code/SU2/pull/1953; * CoDiPack 2 Update by @jblueh in https://github.com/su2code/SU2/pull/1903; * Make the use of system-wide Meson and Ninja easier by @frx-wintermute in https://github.com/su2code/SU2/pull/1951; * Consistent python wrapper function names by @pcarruscag in https://github.com/su2code/SU2/pull/1978; * Expose all history outputs via the python wrapper by @pcarruscag in https://github.com/su2code/SU2/pull/1986; * Nishikawa Rp limiters (AIAA 2022-1473) by @aeroamit in https://github.com/su2code/SU2/pull/20",MatchSource.RELEASES,su2code,SU2,v8.1.0,https://su2code.github.io,https://github.com/su2code/SU2/releases/tag/v8.0.0
Integrability,wrap,wrapper,"<!-- Release notes generated using configuration in .github/release.yml at develop -->. ## Changes. The highlights of SU2 version 8.0.0 are:; - A complete re-work of the Python wrapper to allow in-memory mesh deformation, increased flexibility to access the solution for post-processing or initialization, and also to manipulate boundary conditions during the solution (see [examples](https://github.com/su2code/SU2/tree/master/TestCases/py_wrapper)); - Modeling of combustion https://github.com/su2code/SU2/pull/1917; - Improved performance for hybrid parallel discrete adjoint solvers; - Data-driven fluid models; - Improved consistency of the SST implementation with literature, with SST-2003m becoming the new default. ### :rocket: Experimental Features; * Generalized, quasi 3D look-up table by @EvertBunschoten in https://github.com/su2code/SU2/pull/1825; * Adding ionization capabilities for viscous simulations (NEMO) by @WallyMaier in https://github.com/su2code/SU2/pull/1887; * Access solution and primitives via python wrapper by @pcarruscag in https://github.com/su2code/SU2/pull/1938; * Access solution and primitives **at markers** via python wrapper by @pcarruscag in https://github.com/su2code/SU2/pull/1949; * Adding thermal conductivity, heat capacity and diffusivity as outputs. by @Cristopher-Morales in https://github.com/su2code/SU2/pull/1956; * BC inlet for SA solver based on local conditions at the Inlet by @Cristopher-Morales in https://github.com/su2code/SU2/pull/1953; * CoDiPack 2 Update by @jblueh in https://github.com/su2code/SU2/pull/1903; * Make the use of system-wide Meson and Ninja easier by @frx-wintermute in https://github.com/su2code/SU2/pull/1951; * Consistent python wrapper function names by @pcarruscag in https://github.com/su2code/SU2/pull/1978; * Expose all history outputs via the python wrapper by @pcarruscag in https://github.com/su2code/SU2/pull/1986; * Nishikawa Rp limiters (AIAA 2022-1473) by @aeroamit in https://github.com/su2code/SU2/pull/20",MatchSource.RELEASES,su2code,SU2,v8.1.0,https://su2code.github.io,https://github.com/su2code/SU2/releases/tag/v8.0.0
Modifiability,config,configuration,"<!-- Release notes generated using configuration in .github/release.yml at develop -->. ## Changes. The highlights of SU2 version 8.0.0 are:; - A complete re-work of the Python wrapper to allow in-memory mesh deformation, increased flexibility to access the solution for post-processing or initialization, and also to manipulate boundary conditions during the solution (see [examples](https://github.com/su2code/SU2/tree/master/TestCases/py_wrapper)); - Modeling of combustion https://github.com/su2code/SU2/pull/1917; - Improved performance for hybrid parallel discrete adjoint solvers; - Data-driven fluid models; - Improved consistency of the SST implementation with literature, with SST-2003m becoming the new default. ### :rocket: Experimental Features; * Generalized, quasi 3D look-up table by @EvertBunschoten in https://github.com/su2code/SU2/pull/1825; * Adding ionization capabilities for viscous simulations (NEMO) by @WallyMaier in https://github.com/su2code/SU2/pull/1887; * Access solution and primitives via python wrapper by @pcarruscag in https://github.com/su2code/SU2/pull/1938; * Access solution and primitives **at markers** via python wrapper by @pcarruscag in https://github.com/su2code/SU2/pull/1949; * Adding thermal conductivity, heat capacity and diffusivity as outputs. by @Cristopher-Morales in https://github.com/su2code/SU2/pull/1956; * BC inlet for SA solver based on local conditions at the Inlet by @Cristopher-Morales in https://github.com/su2code/SU2/pull/1953; * CoDiPack 2 Update by @jblueh in https://github.com/su2code/SU2/pull/1903; * Make the use of system-wide Meson and Ninja easier by @frx-wintermute in https://github.com/su2code/SU2/pull/1951; * Consistent python wrapper function names by @pcarruscag in https://github.com/su2code/SU2/pull/1978; * Expose all history outputs via the python wrapper by @pcarruscag in https://github.com/su2code/SU2/pull/1986; * Nishikawa Rp limiters (AIAA 2022-1473) by @aeroamit in https://github.com/su2code/SU2/pull/20",MatchSource.RELEASES,su2code,SU2,v8.1.0,https://su2code.github.io,https://github.com/su2code/SU2/releases/tag/v8.0.0
Performance,perform,performance,"<!-- Release notes generated using configuration in .github/release.yml at develop -->. ## Changes. The highlights of SU2 version 8.0.0 are:; - A complete re-work of the Python wrapper to allow in-memory mesh deformation, increased flexibility to access the solution for post-processing or initialization, and also to manipulate boundary conditions during the solution (see [examples](https://github.com/su2code/SU2/tree/master/TestCases/py_wrapper)); - Modeling of combustion https://github.com/su2code/SU2/pull/1917; - Improved performance for hybrid parallel discrete adjoint solvers; - Data-driven fluid models; - Improved consistency of the SST implementation with literature, with SST-2003m becoming the new default. ### :rocket: Experimental Features; * Generalized, quasi 3D look-up table by @EvertBunschoten in https://github.com/su2code/SU2/pull/1825; * Adding ionization capabilities for viscous simulations (NEMO) by @WallyMaier in https://github.com/su2code/SU2/pull/1887; * Access solution and primitives via python wrapper by @pcarruscag in https://github.com/su2code/SU2/pull/1938; * Access solution and primitives **at markers** via python wrapper by @pcarruscag in https://github.com/su2code/SU2/pull/1949; * Adding thermal conductivity, heat capacity and diffusivity as outputs. by @Cristopher-Morales in https://github.com/su2code/SU2/pull/1956; * BC inlet for SA solver based on local conditions at the Inlet by @Cristopher-Morales in https://github.com/su2code/SU2/pull/1953; * CoDiPack 2 Update by @jblueh in https://github.com/su2code/SU2/pull/1903; * Make the use of system-wide Meson and Ninja easier by @frx-wintermute in https://github.com/su2code/SU2/pull/1951; * Consistent python wrapper function names by @pcarruscag in https://github.com/su2code/SU2/pull/1978; * Expose all history outputs via the python wrapper by @pcarruscag in https://github.com/su2code/SU2/pull/1986; * Nishikawa Rp limiters (AIAA 2022-1473) by @aeroamit in https://github.com/su2code/SU2/pull/20",MatchSource.RELEASES,su2code,SU2,v8.1.0,https://su2code.github.io,https://github.com/su2code/SU2/releases/tag/v8.0.0
Security,access,access,"<!-- Release notes generated using configuration in .github/release.yml at develop -->. ## Changes. The highlights of SU2 version 8.0.0 are:; - A complete re-work of the Python wrapper to allow in-memory mesh deformation, increased flexibility to access the solution for post-processing or initialization, and also to manipulate boundary conditions during the solution (see [examples](https://github.com/su2code/SU2/tree/master/TestCases/py_wrapper)); - Modeling of combustion https://github.com/su2code/SU2/pull/1917; - Improved performance for hybrid parallel discrete adjoint solvers; - Data-driven fluid models; - Improved consistency of the SST implementation with literature, with SST-2003m becoming the new default. ### :rocket: Experimental Features; * Generalized, quasi 3D look-up table by @EvertBunschoten in https://github.com/su2code/SU2/pull/1825; * Adding ionization capabilities for viscous simulations (NEMO) by @WallyMaier in https://github.com/su2code/SU2/pull/1887; * Access solution and primitives via python wrapper by @pcarruscag in https://github.com/su2code/SU2/pull/1938; * Access solution and primitives **at markers** via python wrapper by @pcarruscag in https://github.com/su2code/SU2/pull/1949; * Adding thermal conductivity, heat capacity and diffusivity as outputs. by @Cristopher-Morales in https://github.com/su2code/SU2/pull/1956; * BC inlet for SA solver based on local conditions at the Inlet by @Cristopher-Morales in https://github.com/su2code/SU2/pull/1953; * CoDiPack 2 Update by @jblueh in https://github.com/su2code/SU2/pull/1903; * Make the use of system-wide Meson and Ninja easier by @frx-wintermute in https://github.com/su2code/SU2/pull/1951; * Consistent python wrapper function names by @pcarruscag in https://github.com/su2code/SU2/pull/1978; * Expose all history outputs via the python wrapper by @pcarruscag in https://github.com/su2code/SU2/pull/1986; * Nishikawa Rp limiters (AIAA 2022-1473) by @aeroamit in https://github.com/su2code/SU2/pull/20",MatchSource.RELEASES,su2code,SU2,v8.1.0,https://su2code.github.io,https://github.com/su2code/SU2/releases/tag/v8.0.0
Testability,test,tests,"elmayer in https://github.com/su2code/SU2/pull/2031; * More helpful messages for FFD setting by @pcarruscag in https://github.com/su2code/SU2/pull/2032; * Python interface for updating translation and rotation rates of the moving frame by @ArneVoss in https://github.com/su2code/SU2/pull/2024; * Hybrid Parallel AD Performance Improvements by @jblueh in https://github.com/su2code/SU2/pull/2039; * Implementing the gust encounter for 3D meshes and for free-flying, elastic aircraft by @ArneVoss in https://github.com/su2code/SU2/pull/1954; * Add python interface for setting AoA and AoS by @kursatyurt in https://github.com/su2code/SU2/pull/2045; * Flamelet approach for premixed flames by @bigfooted in https://github.com/su2code/SU2/pull/1917; * Add local timestep + CFL as volume output by @j-signorelli in https://github.com/su2code/SU2/pull/2060; * Feature multilayer perceptron and data-driven fluid model by @EvertBunschoten in https://github.com/su2code/SU2/pull/1757; * Thread sanitizer tests in the CI pipeline by @jblueh in https://github.com/su2code/SU2/pull/2068; * Feature new flamelet by @EvertBunschoten in https://github.com/su2code/SU2/pull/2057; * Improve parallel preacc performance by @jblueh in https://github.com/su2code/SU2/pull/2092; * Add python custom temperature and heat flux to incompressible solver by @pcarruscag in https://github.com/su2code/SU2/pull/2096; * Add Velocity volume output for compressible flow solvers by @MastermindScope in https://github.com/su2code/SU2/pull/2077; * Allow selecting the zone used by the python wrapper (for multizone drivers) by @afshawnlotfi in https://github.com/su2code/SU2/pull/2019; * Clarify and extend AD tape choices by @jblueh in https://github.com/su2code/SU2/pull/2107; * Multizone py wrapper example (FSI) by @pcarruscag in https://github.com/su2code/SU2/pull/2111; ### :pill: Bug Fixes; * Align Paraview multiblock filename with other volume output file names. by @danielmayer in https://github.com/su2code/SU2/pull/1930;",MatchSource.RELEASES,su2code,SU2,v8.1.0,https://su2code.github.io,https://github.com/su2code/SU2/releases/tag/v8.0.0
Usability,simpl,simple,"arruscag in https://github.com/su2code/SU2/pull/1938; * Access solution and primitives **at markers** via python wrapper by @pcarruscag in https://github.com/su2code/SU2/pull/1949; * Adding thermal conductivity, heat capacity and diffusivity as outputs. by @Cristopher-Morales in https://github.com/su2code/SU2/pull/1956; * BC inlet for SA solver based on local conditions at the Inlet by @Cristopher-Morales in https://github.com/su2code/SU2/pull/1953; * CoDiPack 2 Update by @jblueh in https://github.com/su2code/SU2/pull/1903; * Make the use of system-wide Meson and Ninja easier by @frx-wintermute in https://github.com/su2code/SU2/pull/1951; * Consistent python wrapper function names by @pcarruscag in https://github.com/su2code/SU2/pull/1978; * Expose all history outputs via the python wrapper by @pcarruscag in https://github.com/su2code/SU2/pull/1986; * Nishikawa Rp limiters (AIAA 2022-1473) by @aeroamit in https://github.com/su2code/SU2/pull/2006; * Add simple custom outputs (functions of other outputs) to all solvers by @pcarruscag in https://github.com/su2code/SU2/pull/2020; * Add word-by-word comparison with tolerance and threshold to file diff. by @danielmayer in https://github.com/su2code/SU2/pull/2031; * More helpful messages for FFD setting by @pcarruscag in https://github.com/su2code/SU2/pull/2032; * Python interface for updating translation and rotation rates of the moving frame by @ArneVoss in https://github.com/su2code/SU2/pull/2024; * Hybrid Parallel AD Performance Improvements by @jblueh in https://github.com/su2code/SU2/pull/2039; * Implementing the gust encounter for 3D meshes and for free-flying, elastic aircraft by @ArneVoss in https://github.com/su2code/SU2/pull/1954; * Add python interface for setting AoA and AoS by @kursatyurt in https://github.com/su2code/SU2/pull/2045; * Flamelet approach for premixed flames by @bigfooted in https://github.com/su2code/SU2/pull/1917; * Add local timestep + CFL as volume output by @j-signorelli in https://github.c",MatchSource.RELEASES,su2code,SU2,v8.1.0,https://su2code.github.io,https://github.com/su2code/SU2/releases/tag/v8.0.0
Availability,down,download,1909; ### :pill: Bug Fixes; * Fix NEMO Supersonic Inlet BC & BC Cleanup by @jtneedels in https://github.com/su2code/SU2/pull/1862; * CVE-2007-4559 Patch by @TrellixVulnTeam in https://github.com/su2code/SU2/pull/1847; ### :wrench: Maintenance; * Cleanup Linelets and create output to visualize them by @pcarruscag in https://github.com/su2code/SU2/pull/1856; * Cleanup uses of SetGlobalParam by @pcarruscag in https://github.com/su2code/SU2/pull/1878; * Heat solver using scalar framework - Part 1 by @pcarruscag in https://github.com/su2code/SU2/pull/1844; * OptimalPropeller function cleanup by @aidanjungo in https://github.com/su2code/SU2/pull/1846; * Add regressions for all convective numerical schemes for NEMO by @WallyMaier in https://github.com/su2code/SU2/pull/1885; * Wrap MPI_Allgatherv for NdFlattener by @maxaehle in https://github.com/su2code/SU2/pull/1897; * Add turbulent bend to regression tests by @bigfooted in https://github.com/su2code/SU2/pull/1898; * Remove git extension in coolprop download link by @davidscn in https://github.com/su2code/SU2/pull/1900; ### Other Changes; * Add release.yml for when release-drafter has issues by @pcarruscag in https://github.com/su2code/SU2/pull/1850; * adding tutorial for composition-dependent model to tutorials.py by @Cristopher-Morales in https://github.com/su2code/SU2/pull/1886; * Adding thermal conductivities to NEMO output by @WallyMaier in https://github.com/su2code/SU2/pull/1889; * Heat solver using scalar transport framework - Part 2 by @pcarruscag in https://github.com/su2code/SU2/pull/1892; * fix logo path in README by @aidanjungo in https://github.com/su2code/SU2/pull/1911. ## New Contributors; * @josy-nal made their first contribution in https://github.com/su2code/SU2/pull/1854; * @aidanjungo made their first contribution in https://github.com/su2code/SU2/pull/1846; * @TrellixVulnTeam made their first contribution in https://github.com/su2code/SU2/pull/1847; * @davidscn made their first contribution in https://,MatchSource.RELEASES,su2code,SU2,v8.1.0,https://su2code.github.io,https://github.com/su2code/SU2/releases/tag/v7.5.1
Deployability,configurat,configuration,"## Changes. SU2 version 7.5.1. includes:; * New convective scheme for NEMO ; * Vorticity confinement method for compressible flow; * Monitor points; * Small cleanup, usability improvement, see the full list below. <!-- Release notes generated using configuration in .github/release.yml at develop -->. ### :rocket: Experimental Features; * [Feature / Option] Vorticity Confinement (VC) technique to reduce numerical diffusion by @josy-nal in https://github.com/su2code/SU2/pull/1854; * Introduction of AUSM+M and AUSM scheme refactoring in NEMO by @fmpmorgado and @WallyMaier in https://github.com/su2code/SU2/pull/1773; * Point probes by @pcarruscag in https://github.com/su2code/SU2/pull/1909; ### :pill: Bug Fixes; * Fix NEMO Supersonic Inlet BC & BC Cleanup by @jtneedels in https://github.com/su2code/SU2/pull/1862; * CVE-2007-4559 Patch by @TrellixVulnTeam in https://github.com/su2code/SU2/pull/1847; ### :wrench: Maintenance; * Cleanup Linelets and create output to visualize them by @pcarruscag in https://github.com/su2code/SU2/pull/1856; * Cleanup uses of SetGlobalParam by @pcarruscag in https://github.com/su2code/SU2/pull/1878; * Heat solver using scalar framework - Part 1 by @pcarruscag in https://github.com/su2code/SU2/pull/1844; * OptimalPropeller function cleanup by @aidanjungo in https://github.com/su2code/SU2/pull/1846; * Add regressions for all convective numerical schemes for NEMO by @WallyMaier in https://github.com/su2code/SU2/pull/1885; * Wrap MPI_Allgatherv for NdFlattener by @maxaehle in https://github.com/su2code/SU2/pull/1897; * Add turbulent bend to regression tests by @bigfooted in https://github.com/su2code/SU2/pull/1898; * Remove git extension in coolprop download link by @davidscn in https://github.com/su2code/SU2/pull/1900; ### Other Changes; * Add release.yml for when release-drafter has issues by @pcarruscag in https://github.com/su2code/SU2/pull/1850; * adding tutorial for composition-dependent model to tutorials.py by @Cristopher-Morales in https",MatchSource.RELEASES,su2code,SU2,v8.1.0,https://su2code.github.io,https://github.com/su2code/SU2/releases/tag/v7.5.1
