quality_attribute,keyword,matched_word,sentence,source,author,repo,version,url
Usability,simpl,simpleAssert,We added `simpleAssert`.,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/issues/39#issuecomment-235158444
Usability,clear,clearly,But clearly there is some work to be done for this functionality to be integrated naturally in Hail.,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/issues/104#issuecomment-279858875
Usability,simpl,simply,"We did not add AN, since this is simply `2 * nCalled`",MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/issues/112#issuecomment-169052284
Usability,clear,clearer,Our error message on functions that read TSV are much clearer than they used to be.,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/issues/216#issuecomment-279518768
Usability,simpl,simple,* A simple enrichment of the traditional Spark RDD foreachPartition.,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/242#issuecomment-220667612
Usability,simpl,simple,This stuff looks good though (awesome that it can be so simple!,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/282#issuecomment-208341414
Usability,clear,clear,I will retry the job once we clear up some space.,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/issues/301#issuecomment-210901646
Usability,clear,clear,I will retry the job once we clear up some space.,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/issues/301#issuecomment-210901896
Usability,clear,clearly,And we should clearly document what we've implemented so there is no ambiguity.,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/issues/313#issuecomment-212074652
Usability,simpl,simple,This should make implementating importvariants table simple and elegant.,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/462#issuecomment-232740494
Usability,clear,clear,The main thing it isn't clear how to handle is writing RDDs.,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/462#issuecomment-233041581
Usability,simpl,simple,"What's worse, simple operations like counting genotypes (`count -g`) are 5-10x in the native representation.",MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/480#issuecomment-234027310
Usability,clear,clearly,"How about `inXPar` and `inXNonPar`, so that Non clearly just refers to Par?",MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/499#issuecomment-235665809
Usability,simpl,simple,GQ histogram I think is a simple application here.,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/issues/509#issuecomment-237703639
Usability,clear,clear,"With sort and sortBy, I handled the possibilities more directly and think the documentation is clear as is.",MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/511#issuecomment-236266169
Usability,simpl,simplified,I moved to TBoolean and simplified the error messages.,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/511#issuecomment-236389770
Usability,clear,clear,@tpoterba Let's make this clear in the documentation.,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/issues/549#issuecomment-240003377
Usability,clear,clear,- make it clear the name/description tables are describing the scope of the corresponding expression.,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/issues/551#issuecomment-240494452
Usability,clear,clear,"- I'd write `aIndices[newIndex] = oldIndex` just to make it clear you're talking about the indices, and not the alleles.",MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/issues/551#issuecomment-240494452
Usability,simpl,simpler,@cseed Merging this PR will make the diff for #536 simpler.,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/558#issuecomment-238264351
Usability,simpl,simplified,Greatly simplified the evaluation matching.,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/574#issuecomment-240128679
Usability,feedback,feedback,"Related notes, mostly relevant to future PRs once we have some feedback and a sense of performance:",MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/585#issuecomment-241153168
Usability,feedback,feedback,"Thanks for the feedback, super helpful!",MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/issues/594#issuecomment-240399174
Usability,clear,clear,@cseed this should be clear for merge now,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/696#issuecomment-244097334
Usability,feedback,feedback,"Here's a larger rewrite of Github readme, ready for feedback.",MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/699#issuecomment-243136925
Usability,usab,usable,"In particular, that Hail is usable and tested now, but liable to change in non backward-compatible ways.",MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/699#issuecomment-243136925
Usability,usab,usability,"Further performance, model, and usability improvements will be separate PRs.",MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/738#issuecomment-250288185
Usability,simpl,simpler,Another (simpler) check that I think will produce a `ClassCastException` :,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/748#issuecomment-245384057
Usability,simpl,simple,I can get this PR moving again if you do two simple things for me:,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/753#issuecomment-248645143
Usability,clear,clear,Thank you for the clear and easy-to-follow instructions!,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/753#issuecomment-251409770
Usability,clear,clear,lear(IdentityObjectIntMap.,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/801#issuecomment-247861703
Usability,feedback,feedback,@bw2 any feedback on above?,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/issues/803#issuecomment-279597422
Usability,guid,guides,"Hi there @BioDCH, I reformatted your comment using [markdown code blocks](https://guides.",MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/issues/825#issuecomment-250746848
Usability,simpl,simple,I think a simple aggregation on a small file that you verify by hand would be sufficient.,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/837#issuecomment-249244766
Usability,simpl,simple,"More directly, this is known as the maximal independent set (MIS) problem, for which there are simple parallel algorithms: https://cstar.",MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/issues/863#issuecomment-250805502
Usability,clear,clearer,"How about using `-maf` instead of `-m`, it's still super short and much clearer?",MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/894#issuecomment-251433966
Usability,feedback,feedback,"Great, and thanks for the feedback.",MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/issues/902#issuecomment-256958955
Usability,clear,clearer,"Great, this is much clearer now.",MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/1000#issuecomment-257306183
Usability,clear,clear,"I guess either way, it's not clear why we had different results.",MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/1012#issuecomment-257353710
Usability,simpl,simply,"For reference, running an IntelliJ test that simply generates the integer matrix of genotypes for 10k samples and 10k variants and 4 populations with the rest default takes about 7 seconds (one core).",MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/1029#issuecomment-257211215
Usability,feedback,feedback,We think the forum will be an easier place to get community feedback to nail down the best spec for all.,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/issues/1055#issuecomment-258299456
Usability,feedback,feedback,"Great feedback, thanks!",MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/1110#issuecomment-265057616
Usability,guid,guide,Please update to be consistent with python/pyhail/docs/style-guide.,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/1114#issuecomment-266934270
Usability,feedback,feedback,"Great feedback, @tpoterba .",MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/1116#issuecomment-262160105
Usability,guid,guide,Please update to be consistent with python/pyhail/docs/style-guide.,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/1144#issuecomment-266934292
Usability,guid,guide,Please update to be consistent with python/pyhail/docs/style-guide.,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/1145#issuecomment-266934335
Usability,simpl,simple,"A simple test would be nice, too, but I'll put that on our todo list if you don't get to it.",MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/1147#issuecomment-265653872
Usability,progress bar,progress bar,they hang before I see the Spark progress bar).,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/issues/1186#issuecomment-267416027
Usability,feedback,feedback,Great feedback.,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/1225#issuecomment-271382041
Usability,simpl,simpler,what if you do a simpler benchmark: `filter_genotypes('g.,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/1292#issuecomment-275122784
Usability,simpl,simplest,the simplest way to extend regression to multi-allelic is to use nNonRefAlleles.,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/issues/1314#issuecomment-276082468
Usability,simpl,simple,Do something simple filter genotypes gq >= 20 and a sampleqc or something.,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/1322#issuecomment-276272639
Usability,clear,clear,"I think if anything, the nMales/nFemales/nSamples stuff should go in query_samples, but I think the docs are pretty clear now",MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/issues/1349#issuecomment-284852670
Usability,clear,clear,"There are some tiny formatting issues and typos, but the main thing is to add an short examples section in docs that makes clear what this is useful for.",MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/pull/1373#issuecomment-279790111
Usability,clear,clearly,We clearly need the scope in aggregators.,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/issues/1410#issuecomment-282784540
Usability,usab,usable,Hail is usable even though the tests do not pass (you can run `.,MatchSource.ISSUE_COMMENT,hail-is,hail,0.2.133,https://github.com/hail-is/hail/issues/1419#issuecomment-281861771
