quality_attribute,keyword,matched_word,sentence,source,author,repo,version,wiki,url
Availability,down,download,"path/releases/tag/v0.6.0-rc2) for information about the previous release candidates. The main changes in v0.6.0-rc3 are:; * All new *ImageJ script runner* (replacing the old macro runner); * New extension to add a new *Help &rarr; QuPath Tour* command to learn the user interface; * New extension to add support for [Py4J](https://www.py4j.org). > **Note: Docs & other extensions (e.g. for StarDist) have not yet been updated for compatibility with this release candidate.**; > We plan to update them for the final release. > **Note 2: For users of macOS Sequoia**; > Recent security changes in macOS Sequoia may block QuPath's installer.; > This can be overcome through *Apple Menu > System Settings > Privacy & Security* - see [this page from apple.com](https://support.apple.com/en-gb/guide/mac-help/mchleab3a043/15.0/mac/15.0) for details.; > (We know it's annoying, but we don't currently have the means to make QuPath a 'signed' app to avoid this). ## What to download; * For **Windows** (two options, functionally the same); * [`QuPath-v0.6.0-rc3-Windows.msi`](https://github.com/qupath/qupath/releases/download/v0.6.0-rc3/QuPath-v0.6.0-rc3-Windows.msi) - if you want a standard Windows (local) installer; * [`QuPath-v0.6.0-rc3-Windows.zip`](https://github.com/qupath/qupath/releases/download/v0.6.0-rc3/QuPath-v0.6.0-rc3-Windows.zip) - unzip it and double-click QuPath-v0.6.0-rc3.exe (no further installation needed); * For **Mac** (two options, depending upon processor); * [`QuPath-v0.6.0-rc3-Mac-x64.pkg`](https://github.com/qupath/qupath/releases/download/v0.6.0-rc3/QuPath-v0.6.0-rc3-Mac-x64.pkg) - for Macs with Intel Processors *or* Apple Silicon (M1/M2); * [`QuPath-v0.6.0-rc3-Mac-arm64.pkg`](https://github.com/qupath/qupath/releases/download/v0.6.0-rc3/QuPath-v0.6.0-rc3-Mac-arm64.pkg) - for Macs using Apple Silicon. This runs faster & is recommended for most users, but lacks support for a small number of file formats through Bio-Formats (particularly .czi with jpeg-xr compressi",MatchSource.RELEASES,qupath,qupath,v0.5.1,https://qupath.github.io,https://github.com/qupath/qupath/releases/tag/v0.6.0-rc3
Deployability,release,release,"**We're pleased to announce the third release candidate for QuPath v0.6.0!**. This is a preview version for testing... released during the [I2K workshops](https://www.i2kconference.org) & just before the [Virtual I2K event (28-30 October](https://www.i2kconference.org/virtual). We plan to have the final release in ~October~ November 2024. . If you try it out and find problems, please let us know via [GitHub](https://github.com/qupath/qupath/issues) or [the user forum](https://forum.image.sc/tag/qupath). > **There may be bugs!**; > Please don't use v0.6.0-rc3 for important work, and make sure you back up any projects that you open with it.; > It is **not** recommended to switch between v0.5.x and v0.6.0-rcx for the same project. . ## Highlights; See [v0.6.0-rc1](https://github.com/qupath/qupath/releases/tag/v0.6.0-rc1)and [v0.6.0-rc2](https://github.com/qupath/qupath/releases/tag/v0.6.0-rc2) for information about the previous release candidates. The main changes in v0.6.0-rc3 are:; * All new *ImageJ script runner* (replacing the old macro runner); * New extension to add a new *Help &rarr; QuPath Tour* command to learn the user interface; * New extension to add support for [Py4J](https://www.py4j.org). > **Note: Docs & other extensions (e.g. for StarDist) have not yet been updated for compatibility with this release candidate.**; > We plan to update them for the final release. > **Note 2: For users of macOS Sequoia**; > Recent security changes in macOS Sequoia may block QuPath's installer.; > This can be overcome through *Apple Menu > System Settings > Privacy & Security* - see [this page from apple.com](https://support.apple.com/en-gb/guide/mac-help/mchleab3a043/15.0/mac/15.0) for details.; > (We know it's annoying, but we don't currently have the means to make QuPath a 'signed' app to avoid this). ## What to download; * For **Windows** (two options, functionally the same); * [`QuPath-v0.6.0-rc3-Windows.msi`](https://github.com/qupath/qupath/releases/download/v0.6.0-r",MatchSource.RELEASES,qupath,qupath,v0.5.1,https://qupath.github.io,https://github.com/qupath/qupath/releases/tag/v0.6.0-rc3
Integrability,interface,interface,"version for testing... released during the [I2K workshops](https://www.i2kconference.org) & just before the [Virtual I2K event (28-30 October](https://www.i2kconference.org/virtual). We plan to have the final release in ~October~ November 2024. . If you try it out and find problems, please let us know via [GitHub](https://github.com/qupath/qupath/issues) or [the user forum](https://forum.image.sc/tag/qupath). > **There may be bugs!**; > Please don't use v0.6.0-rc3 for important work, and make sure you back up any projects that you open with it.; > It is **not** recommended to switch between v0.5.x and v0.6.0-rcx for the same project. . ## Highlights; See [v0.6.0-rc1](https://github.com/qupath/qupath/releases/tag/v0.6.0-rc1)and [v0.6.0-rc2](https://github.com/qupath/qupath/releases/tag/v0.6.0-rc2) for information about the previous release candidates. The main changes in v0.6.0-rc3 are:; * All new *ImageJ script runner* (replacing the old macro runner); * New extension to add a new *Help &rarr; QuPath Tour* command to learn the user interface; * New extension to add support for [Py4J](https://www.py4j.org). > **Note: Docs & other extensions (e.g. for StarDist) have not yet been updated for compatibility with this release candidate.**; > We plan to update them for the final release. > **Note 2: For users of macOS Sequoia**; > Recent security changes in macOS Sequoia may block QuPath's installer.; > This can be overcome through *Apple Menu > System Settings > Privacy & Security* - see [this page from apple.com](https://support.apple.com/en-gb/guide/mac-help/mchleab3a043/15.0/mac/15.0) for details.; > (We know it's annoying, but we don't currently have the means to make QuPath a 'signed' app to avoid this). ## What to download; * For **Windows** (two options, functionally the same); * [`QuPath-v0.6.0-rc3-Windows.msi`](https://github.com/qupath/qupath/releases/download/v0.6.0-rc3/QuPath-v0.6.0-rc3-Windows.msi) - if you want a standard Windows (local) installer; * [`QuPath",MatchSource.RELEASES,qupath,qupath,v0.5.1,https://qupath.github.io,https://github.com/qupath/qupath/releases/tag/v0.6.0-rc3
Safety,avoid,avoid,"https://github.com/qupath/qupath/releases/tag/v0.6.0-rc1)and [v0.6.0-rc2](https://github.com/qupath/qupath/releases/tag/v0.6.0-rc2) for information about the previous release candidates. The main changes in v0.6.0-rc3 are:; * All new *ImageJ script runner* (replacing the old macro runner); * New extension to add a new *Help &rarr; QuPath Tour* command to learn the user interface; * New extension to add support for [Py4J](https://www.py4j.org). > **Note: Docs & other extensions (e.g. for StarDist) have not yet been updated for compatibility with this release candidate.**; > We plan to update them for the final release. > **Note 2: For users of macOS Sequoia**; > Recent security changes in macOS Sequoia may block QuPath's installer.; > This can be overcome through *Apple Menu > System Settings > Privacy & Security* - see [this page from apple.com](https://support.apple.com/en-gb/guide/mac-help/mchleab3a043/15.0/mac/15.0) for details.; > (We know it's annoying, but we don't currently have the means to make QuPath a 'signed' app to avoid this). ## What to download; * For **Windows** (two options, functionally the same); * [`QuPath-v0.6.0-rc3-Windows.msi`](https://github.com/qupath/qupath/releases/download/v0.6.0-rc3/QuPath-v0.6.0-rc3-Windows.msi) - if you want a standard Windows (local) installer; * [`QuPath-v0.6.0-rc3-Windows.zip`](https://github.com/qupath/qupath/releases/download/v0.6.0-rc3/QuPath-v0.6.0-rc3-Windows.zip) - unzip it and double-click QuPath-v0.6.0-rc3.exe (no further installation needed); * For **Mac** (two options, depending upon processor); * [`QuPath-v0.6.0-rc3-Mac-x64.pkg`](https://github.com/qupath/qupath/releases/download/v0.6.0-rc3/QuPath-v0.6.0-rc3-Mac-x64.pkg) - for Macs with Intel Processors *or* Apple Silicon (M1/M2); * [`QuPath-v0.6.0-rc3-Mac-arm64.pkg`](https://github.com/qupath/qupath/releases/download/v0.6.0-rc3/QuPath-v0.6.0-rc3-Mac-arm64.pkg) - for Macs using Apple Silicon. This runs faster & is recommended for most users, but lacks sup",MatchSource.RELEASES,qupath,qupath,v0.5.1,https://qupath.github.io,https://github.com/qupath/qupath/releases/tag/v0.6.0-rc3
Security,secur,security,"r [the user forum](https://forum.image.sc/tag/qupath). > **There may be bugs!**; > Please don't use v0.6.0-rc3 for important work, and make sure you back up any projects that you open with it.; > It is **not** recommended to switch between v0.5.x and v0.6.0-rcx for the same project. . ## Highlights; See [v0.6.0-rc1](https://github.com/qupath/qupath/releases/tag/v0.6.0-rc1)and [v0.6.0-rc2](https://github.com/qupath/qupath/releases/tag/v0.6.0-rc2) for information about the previous release candidates. The main changes in v0.6.0-rc3 are:; * All new *ImageJ script runner* (replacing the old macro runner); * New extension to add a new *Help &rarr; QuPath Tour* command to learn the user interface; * New extension to add support for [Py4J](https://www.py4j.org). > **Note: Docs & other extensions (e.g. for StarDist) have not yet been updated for compatibility with this release candidate.**; > We plan to update them for the final release. > **Note 2: For users of macOS Sequoia**; > Recent security changes in macOS Sequoia may block QuPath's installer.; > This can be overcome through *Apple Menu > System Settings > Privacy & Security* - see [this page from apple.com](https://support.apple.com/en-gb/guide/mac-help/mchleab3a043/15.0/mac/15.0) for details.; > (We know it's annoying, but we don't currently have the means to make QuPath a 'signed' app to avoid this). ## What to download; * For **Windows** (two options, functionally the same); * [`QuPath-v0.6.0-rc3-Windows.msi`](https://github.com/qupath/qupath/releases/download/v0.6.0-rc3/QuPath-v0.6.0-rc3-Windows.msi) - if you want a standard Windows (local) installer; * [`QuPath-v0.6.0-rc3-Windows.zip`](https://github.com/qupath/qupath/releases/download/v0.6.0-rc3/QuPath-v0.6.0-rc3-Windows.zip) - unzip it and double-click QuPath-v0.6.0-rc3.exe (no further installation needed); * For **Mac** (two options, depending upon processor); * [`QuPath-v0.6.0-rc3-Mac-x64.pkg`](https://github.com/qupath/qupath/releases/download/v0.6.0-rc3/Qu",MatchSource.RELEASES,qupath,qupath,v0.5.1,https://qupath.github.io,https://github.com/qupath/qupath/releases/tag/v0.6.0-rc3
Testability,test,testing,"**We're pleased to announce the third release candidate for QuPath v0.6.0!**. This is a preview version for testing... released during the [I2K workshops](https://www.i2kconference.org) & just before the [Virtual I2K event (28-30 October](https://www.i2kconference.org/virtual). We plan to have the final release in ~October~ November 2024. . If you try it out and find problems, please let us know via [GitHub](https://github.com/qupath/qupath/issues) or [the user forum](https://forum.image.sc/tag/qupath). > **There may be bugs!**; > Please don't use v0.6.0-rc3 for important work, and make sure you back up any projects that you open with it.; > It is **not** recommended to switch between v0.5.x and v0.6.0-rcx for the same project. . ## Highlights; See [v0.6.0-rc1](https://github.com/qupath/qupath/releases/tag/v0.6.0-rc1)and [v0.6.0-rc2](https://github.com/qupath/qupath/releases/tag/v0.6.0-rc2) for information about the previous release candidates. The main changes in v0.6.0-rc3 are:; * All new *ImageJ script runner* (replacing the old macro runner); * New extension to add a new *Help &rarr; QuPath Tour* command to learn the user interface; * New extension to add support for [Py4J](https://www.py4j.org). > **Note: Docs & other extensions (e.g. for StarDist) have not yet been updated for compatibility with this release candidate.**; > We plan to update them for the final release. > **Note 2: For users of macOS Sequoia**; > Recent security changes in macOS Sequoia may block QuPath's installer.; > This can be overcome through *Apple Menu > System Settings > Privacy & Security* - see [this page from apple.com](https://support.apple.com/en-gb/guide/mac-help/mchleab3a043/15.0/mac/15.0) for details.; > (We know it's annoying, but we don't currently have the means to make QuPath a 'signed' app to avoid this). ## What to download; * For **Windows** (two options, functionally the same); * [`QuPath-v0.6.0-rc3-Windows.msi`](https://github.com/qupath/qupath/releases/download/v0.6.0-r",MatchSource.RELEASES,qupath,qupath,v0.5.1,https://qupath.github.io,https://github.com/qupath/qupath/releases/tag/v0.6.0-rc3
Usability,learn,learn,"version for testing... released during the [I2K workshops](https://www.i2kconference.org) & just before the [Virtual I2K event (28-30 October](https://www.i2kconference.org/virtual). We plan to have the final release in ~October~ November 2024. . If you try it out and find problems, please let us know via [GitHub](https://github.com/qupath/qupath/issues) or [the user forum](https://forum.image.sc/tag/qupath). > **There may be bugs!**; > Please don't use v0.6.0-rc3 for important work, and make sure you back up any projects that you open with it.; > It is **not** recommended to switch between v0.5.x and v0.6.0-rcx for the same project. . ## Highlights; See [v0.6.0-rc1](https://github.com/qupath/qupath/releases/tag/v0.6.0-rc1)and [v0.6.0-rc2](https://github.com/qupath/qupath/releases/tag/v0.6.0-rc2) for information about the previous release candidates. The main changes in v0.6.0-rc3 are:; * All new *ImageJ script runner* (replacing the old macro runner); * New extension to add a new *Help &rarr; QuPath Tour* command to learn the user interface; * New extension to add support for [Py4J](https://www.py4j.org). > **Note: Docs & other extensions (e.g. for StarDist) have not yet been updated for compatibility with this release candidate.**; > We plan to update them for the final release. > **Note 2: For users of macOS Sequoia**; > Recent security changes in macOS Sequoia may block QuPath's installer.; > This can be overcome through *Apple Menu > System Settings > Privacy & Security* - see [this page from apple.com](https://support.apple.com/en-gb/guide/mac-help/mchleab3a043/15.0/mac/15.0) for details.; > (We know it's annoying, but we don't currently have the means to make QuPath a 'signed' app to avoid this). ## What to download; * For **Windows** (two options, functionally the same); * [`QuPath-v0.6.0-rc3-Windows.msi`](https://github.com/qupath/qupath/releases/download/v0.6.0-rc3/QuPath-v0.6.0-rc3-Windows.msi) - if you want a standard Windows (local) installer; * [`QuPath",MatchSource.RELEASES,qupath,qupath,v0.5.1,https://qupath.github.io,https://github.com/qupath/qupath/releases/tag/v0.6.0-rc3
Availability,down,download,"complex regions of interest; * QuPath now uses DeepJavaLibrary v0.30.0, which supports PyTorch 2.4.0 by default; * This is important if you want to add [CUDA support](https://qupath.readthedocs.io/en/stable/docs/deep/gpu.html) on Windows or Linux - you'll need CUDA 12.4, or alternatively CUDA 12.1 with a launch script to request PyTorch 2.3.1. > **Note: Docs & other extensions (e.g. for StarDist) have not yet been updated for compatibility with this release candidate.**; > We plan to update them for the final release. > **Note 2: For users of macOS Sequoia**; > Recent security changes in macOS Sequoia may block QuPath's installer.; > This can be overcome through *Apple Menu > System Settings > Privacy & Security* - see [this page from apple.com](https://support.apple.com/en-gb/guide/mac-help/mchleab3a043/15.0/mac/15.0) for details.; > (We know it's annoying, but we don't currently have the means to make QuPath a 'signed' app to avoid this). ## What to download; * For **Windows** (two options, functionally the same); * [`QuPath-v0.6.0-rc2-Windows.msi`](https://github.com/qupath/qupath/releases/download/v0.6.0-rc2/QuPath-v0.6.0-rc2-Windows.msi) - if you want a standard Windows (local) installer; * [`QuPath-v0.6.0-rc2-Windows.zip`](https://github.com/qupath/qupath/releases/download/v0.6.0-rc2/QuPath-v0.6.0-rc2-Windows.zip) - unzip it and double-click QuPath-v0.6.0-rc2.exe (no further installation needed); * For **Mac** (two options, depending upon processor); * [`QuPath-v0.6.0-rc2-Mac-x64.pkg`](https://github.com/qupath/qupath/releases/download/v0.6.0-rc2/QuPath-v0.6.0-rc2-Mac-x64.pkg) - for Macs with Intel Processors *or* Apple Silicon (M1/M2); * [`QuPath-v0.6.0-rc2-Mac-arm64.pkg`](https://github.com/qupath/qupath/releases/download/v0.6.0-rc2/QuPath-v0.6.0-rc2-Mac-arm64.pkg) - for Macs using Apple Silicon. This runs faster & is recommended for most users, but lacks support for a small number of file formats through Bio-Formats (particularly .czi with jpeg-xr compressi",MatchSource.RELEASES,qupath,qupath,v0.5.1,https://qupath.github.io,https://github.com/qupath/qupath/releases/tag/v0.6.0-rc2
Deployability,release,release,"**We're pleased to announce the second release candidate for QuPath v0.6.0!**. This is a preview version for testing. We plan to have the final release in October 2024. . If you try it out and find problems, please let us know via [GitHub](https://github.com/qupath/qupath/issues) or [the user forum](https://forum.image.sc/tag/qupath). > **There may be bugs!**; > Please don't use v0.6.0-rc2 for important work, and make sure you back up any projects that you open with it.; > It is **not** recommended to switch between v0.5.x and v0.6.0-rcx for the same project. . ## Highlights; See [v0.6.0-rc1](https://github.com/qupath/qupath/releases/tag/v0.6.0-rc1) for information about the first release candidate. The main changes in v0.6.0-rc2 are:; * Much improved OME-Zarr support; * New *File → Export images... → OME-Zarr* command; * Convert images to ome.zarr from the [command line](https://qupath.readthedocs.io/en/latest/docs/advanced/command_line.html#command-line) via `convert-ome`; * Read and write metadata, such as pixel size and channel colors; * Read remote OME-Zarr images; * The [**QuPath InstanSeg extension**](https://github.com/qupath/qupath-extension-instanseg) is now faster when detecting cells within large and complex regions of interest; * QuPath now uses DeepJavaLibrary v0.30.0, which supports PyTorch 2.4.0 by default; * This is important if you want to add [CUDA support](https://qupath.readthedocs.io/en/stable/docs/deep/gpu.html) on Windows or Linux - you'll need CUDA 12.4, or alternatively CUDA 12.1 with a launch script to request PyTorch 2.3.1. > **Note: Docs & other extensions (e.g. for StarDist) have not yet been updated for compatibility with this release candidate.**; > We plan to update them for the final release. > **Note 2: For users of macOS Sequoia**; > Recent security changes in macOS Sequoia may block QuPath's installer.; > This can be overcome through *Apple Menu > System Settings > Privacy & Security* - see [this page from apple.com](https://suppo",MatchSource.RELEASES,qupath,qupath,v0.5.1,https://qupath.github.io,https://github.com/qupath/qupath/releases/tag/v0.6.0-rc2
Integrability,depend,depending," CUDA 12.1 with a launch script to request PyTorch 2.3.1. > **Note: Docs & other extensions (e.g. for StarDist) have not yet been updated for compatibility with this release candidate.**; > We plan to update them for the final release. > **Note 2: For users of macOS Sequoia**; > Recent security changes in macOS Sequoia may block QuPath's installer.; > This can be overcome through *Apple Menu > System Settings > Privacy & Security* - see [this page from apple.com](https://support.apple.com/en-gb/guide/mac-help/mchleab3a043/15.0/mac/15.0) for details.; > (We know it's annoying, but we don't currently have the means to make QuPath a 'signed' app to avoid this). ## What to download; * For **Windows** (two options, functionally the same); * [`QuPath-v0.6.0-rc2-Windows.msi`](https://github.com/qupath/qupath/releases/download/v0.6.0-rc2/QuPath-v0.6.0-rc2-Windows.msi) - if you want a standard Windows (local) installer; * [`QuPath-v0.6.0-rc2-Windows.zip`](https://github.com/qupath/qupath/releases/download/v0.6.0-rc2/QuPath-v0.6.0-rc2-Windows.zip) - unzip it and double-click QuPath-v0.6.0-rc2.exe (no further installation needed); * For **Mac** (two options, depending upon processor); * [`QuPath-v0.6.0-rc2-Mac-x64.pkg`](https://github.com/qupath/qupath/releases/download/v0.6.0-rc2/QuPath-v0.6.0-rc2-Mac-x64.pkg) - for Macs with Intel Processors *or* Apple Silicon (M1/M2); * [`QuPath-v0.6.0-rc2-Mac-arm64.pkg`](https://github.com/qupath/qupath/releases/download/v0.6.0-rc2/QuPath-v0.6.0-rc2-Mac-arm64.pkg) - for Macs using Apple Silicon. This runs faster & is recommended for most users, but lacks support for a small number of file formats through Bio-Formats (particularly .czi with jpeg-xr compression).; * To install: right-click and choose *Open* to install.; * For **Linux**; * [`QuPath-v0.6.0-rc2-Linux.tar.xz`](https://github.com/qupath/qupath/releases/download/v0.6.0-rc2/QuPath-v0.6.0-rc2-Linux.tar.xz) - use `chmod u+x /path/to/QuPath/bin/QuPath` to make the launcher executable.",MatchSource.RELEASES,qupath,qupath,v0.5.1,https://qupath.github.io,https://github.com/qupath/qupath/releases/tag/v0.6.0-rc2
