id,quality_attribute,keyword,matched_word,match_idx,sentence,source,author,repo,version,wiki,url
https://github.com/psi4/psi4/pull/1069#issuecomment-402413637:14549,Testability,Test,Test,14549,on-mints2 .................... Passed 3.43 sec; Start 392: python-mints13; 146/401 Test #387: python-mints9 .................... Passed 1.99 sec; Start 187: fcidump; 147/401 Test #392: python-mints13 ................... Passed 1.77 sec; Start 341: dfep2-2; 148/401 Test #355: x2c1 ............................. Passed 30.74 sec; Start 394: json-v11_energy; 149/401 Test #385: python-curve ..................... Passed 4.68 sec; Start 92: cisd-h2o+-0; 150/401 Test #350: tu3-h2o-opt ...................... Passed 5.00 sec; Start 357: x2c3; 151/401 Test #341: dfep2-2 .......................... Passed 2.07 sec; Start 247: omp2-grad1; 152/401 Test #145: dfomp3-1 ......................... Passed 13.90 sec; Start 138: dfomp2-1; 153/401 Test #153: dfrasscf-sp ...................... Passed 6.26 sec; Start 328: scf-occ; 154/401 Test #357: x2c3 ............................. Passed 2.03 sec; Start 356: x2c2; 155/401 Test #309: rasscf-sp ........................ Passed 18.23 sec; Start 133: dfmp2-grad1; 156/401 Test #92: cisd-h2o+-0 ...................... Passed 2.47 sec; Start 396: json-schema_0_energy; 157/401 Test #394: json-v11_energy .................. Passed 2.58 sec; Start 324: scf-upcast-custom-basis; 158/401 Test #124: dfccsd-grad1 ..................... Passed 22.59 sec; Start 118: dfcasscf-sp; 159/401 Test #187: fcidump .......................... Passed 3.69 sec; Start 8: castup1; 160/401 Test #328: scf-occ .......................... Passed 1.79 sec; Start 220: molden2; 161/401 Test #356: x2c2 ............................. Passed 1.69 sec; Start 239: ocepa1; 162/401 Test #247: omp2-grad1 ....................... Passed 2.44 sec; Start 323: scf-guess-read1; 163/401 Test #324: scf-upcast-custom-basis .......... Passed 1.58 sec; Start 351: scf-response1; 164/401 Test #8: castup1 .......................... Passed 1.40 sec; Start 253: omp3-1; 165/401 Test #396: json-schema_0_energy ............. Passed 2.12 sec; Start 378: psi4numpy-dfmp2; 166/401 Test #118: dfcasscf-sp ..........,MatchSource.ISSUE_COMMENT,psi4,psi4,v1.9.1,https://psicode.org,https://github.com/psi4/psi4/pull/1069#issuecomment-402413637
https://github.com/psi4/psi4/pull/1069#issuecomment-402413637:14652,Testability,Test,Test,14652,mints9 .................... Passed 1.99 sec; Start 187: fcidump; 147/401 Test #392: python-mints13 ................... Passed 1.77 sec; Start 341: dfep2-2; 148/401 Test #355: x2c1 ............................. Passed 30.74 sec; Start 394: json-v11_energy; 149/401 Test #385: python-curve ..................... Passed 4.68 sec; Start 92: cisd-h2o+-0; 150/401 Test #350: tu3-h2o-opt ...................... Passed 5.00 sec; Start 357: x2c3; 151/401 Test #341: dfep2-2 .......................... Passed 2.07 sec; Start 247: omp2-grad1; 152/401 Test #145: dfomp3-1 ......................... Passed 13.90 sec; Start 138: dfomp2-1; 153/401 Test #153: dfrasscf-sp ...................... Passed 6.26 sec; Start 328: scf-occ; 154/401 Test #357: x2c3 ............................. Passed 2.03 sec; Start 356: x2c2; 155/401 Test #309: rasscf-sp ........................ Passed 18.23 sec; Start 133: dfmp2-grad1; 156/401 Test #92: cisd-h2o+-0 ...................... Passed 2.47 sec; Start 396: json-schema_0_energy; 157/401 Test #394: json-v11_energy .................. Passed 2.58 sec; Start 324: scf-upcast-custom-basis; 158/401 Test #124: dfccsd-grad1 ..................... Passed 22.59 sec; Start 118: dfcasscf-sp; 159/401 Test #187: fcidump .......................... Passed 3.69 sec; Start 8: castup1; 160/401 Test #328: scf-occ .......................... Passed 1.79 sec; Start 220: molden2; 161/401 Test #356: x2c2 ............................. Passed 1.69 sec; Start 239: ocepa1; 162/401 Test #247: omp2-grad1 ....................... Passed 2.44 sec; Start 323: scf-guess-read1; 163/401 Test #324: scf-upcast-custom-basis .......... Passed 1.58 sec; Start 351: scf-response1; 164/401 Test #8: castup1 .......................... Passed 1.40 sec; Start 253: omp3-1; 165/401 Test #396: json-schema_0_energy ............. Passed 2.12 sec; Start 378: psi4numpy-dfmp2; 166/401 Test #118: dfcasscf-sp ...................... Passed 2.30 sec; Start 117: dfcasscf-fzc-sp; 167/401 Test #133: dfmp2-grad1 ............,MatchSource.ISSUE_COMMENT,psi4,psi4,v1.9.1,https://psicode.org,https://github.com/psi4/psi4/pull/1069#issuecomment-402413637
https://github.com/psi4/psi4/pull/1069#issuecomment-402413637:14759,Testability,Test,Test,14759,.............. Passed 1.77 sec; Start 341: dfep2-2; 148/401 Test #355: x2c1 ............................. Passed 30.74 sec; Start 394: json-v11_energy; 149/401 Test #385: python-curve ..................... Passed 4.68 sec; Start 92: cisd-h2o+-0; 150/401 Test #350: tu3-h2o-opt ...................... Passed 5.00 sec; Start 357: x2c3; 151/401 Test #341: dfep2-2 .......................... Passed 2.07 sec; Start 247: omp2-grad1; 152/401 Test #145: dfomp3-1 ......................... Passed 13.90 sec; Start 138: dfomp2-1; 153/401 Test #153: dfrasscf-sp ...................... Passed 6.26 sec; Start 328: scf-occ; 154/401 Test #357: x2c3 ............................. Passed 2.03 sec; Start 356: x2c2; 155/401 Test #309: rasscf-sp ........................ Passed 18.23 sec; Start 133: dfmp2-grad1; 156/401 Test #92: cisd-h2o+-0 ...................... Passed 2.47 sec; Start 396: json-schema_0_energy; 157/401 Test #394: json-v11_energy .................. Passed 2.58 sec; Start 324: scf-upcast-custom-basis; 158/401 Test #124: dfccsd-grad1 ..................... Passed 22.59 sec; Start 118: dfcasscf-sp; 159/401 Test #187: fcidump .......................... Passed 3.69 sec; Start 8: castup1; 160/401 Test #328: scf-occ .......................... Passed 1.79 sec; Start 220: molden2; 161/401 Test #356: x2c2 ............................. Passed 1.69 sec; Start 239: ocepa1; 162/401 Test #247: omp2-grad1 ....................... Passed 2.44 sec; Start 323: scf-guess-read1; 163/401 Test #324: scf-upcast-custom-basis .......... Passed 1.58 sec; Start 351: scf-response1; 164/401 Test #8: castup1 .......................... Passed 1.40 sec; Start 253: omp3-1; 165/401 Test #396: json-schema_0_energy ............. Passed 2.12 sec; Start 378: psi4numpy-dfmp2; 166/401 Test #118: dfcasscf-sp ...................... Passed 2.30 sec; Start 117: dfcasscf-fzc-sp; 167/401 Test #133: dfmp2-grad1 ...................... Passed 2.40 sec; Start 219: molden1; 168/401 Test #323: scf-guess-read1 .................. Pa,MatchSource.ISSUE_COMMENT,psi4,psi4,v1.9.1,https://psicode.org,https://github.com/psi4/psi4/pull/1069#issuecomment-402413637
https://github.com/psi4/psi4/pull/1069#issuecomment-402413637:14855,Testability,Test,Test,14855,..... Passed 30.74 sec; Start 394: json-v11_energy; 149/401 Test #385: python-curve ..................... Passed 4.68 sec; Start 92: cisd-h2o+-0; 150/401 Test #350: tu3-h2o-opt ...................... Passed 5.00 sec; Start 357: x2c3; 151/401 Test #341: dfep2-2 .......................... Passed 2.07 sec; Start 247: omp2-grad1; 152/401 Test #145: dfomp3-1 ......................... Passed 13.90 sec; Start 138: dfomp2-1; 153/401 Test #153: dfrasscf-sp ...................... Passed 6.26 sec; Start 328: scf-occ; 154/401 Test #357: x2c3 ............................. Passed 2.03 sec; Start 356: x2c2; 155/401 Test #309: rasscf-sp ........................ Passed 18.23 sec; Start 133: dfmp2-grad1; 156/401 Test #92: cisd-h2o+-0 ...................... Passed 2.47 sec; Start 396: json-schema_0_energy; 157/401 Test #394: json-v11_energy .................. Passed 2.58 sec; Start 324: scf-upcast-custom-basis; 158/401 Test #124: dfccsd-grad1 ..................... Passed 22.59 sec; Start 118: dfcasscf-sp; 159/401 Test #187: fcidump .......................... Passed 3.69 sec; Start 8: castup1; 160/401 Test #328: scf-occ .......................... Passed 1.79 sec; Start 220: molden2; 161/401 Test #356: x2c2 ............................. Passed 1.69 sec; Start 239: ocepa1; 162/401 Test #247: omp2-grad1 ....................... Passed 2.44 sec; Start 323: scf-guess-read1; 163/401 Test #324: scf-upcast-custom-basis .......... Passed 1.58 sec; Start 351: scf-response1; 164/401 Test #8: castup1 .......................... Passed 1.40 sec; Start 253: omp3-1; 165/401 Test #396: json-schema_0_energy ............. Passed 2.12 sec; Start 378: psi4numpy-dfmp2; 166/401 Test #118: dfcasscf-sp ...................... Passed 2.30 sec; Start 117: dfcasscf-fzc-sp; 167/401 Test #133: dfmp2-grad1 ...................... Passed 2.40 sec; Start 219: molden1; 168/401 Test #323: scf-guess-read1 .................. Passed 1.63 sec; Start 227: mp2p5-grad1; 169/401 Test #351: scf-response1 .................... Passed,MatchSource.ISSUE_COMMENT,psi4,psi4,v1.9.1,https://psicode.org,https://github.com/psi4/psi4/pull/1069#issuecomment-402413637
https://github.com/psi4/psi4/pull/1069#issuecomment-402413637:14944,Testability,Test,Test,14944,............. Passed 4.68 sec; Start 92: cisd-h2o+-0; 150/401 Test #350: tu3-h2o-opt ...................... Passed 5.00 sec; Start 357: x2c3; 151/401 Test #341: dfep2-2 .......................... Passed 2.07 sec; Start 247: omp2-grad1; 152/401 Test #145: dfomp3-1 ......................... Passed 13.90 sec; Start 138: dfomp2-1; 153/401 Test #153: dfrasscf-sp ...................... Passed 6.26 sec; Start 328: scf-occ; 154/401 Test #357: x2c3 ............................. Passed 2.03 sec; Start 356: x2c2; 155/401 Test #309: rasscf-sp ........................ Passed 18.23 sec; Start 133: dfmp2-grad1; 156/401 Test #92: cisd-h2o+-0 ...................... Passed 2.47 sec; Start 396: json-schema_0_energy; 157/401 Test #394: json-v11_energy .................. Passed 2.58 sec; Start 324: scf-upcast-custom-basis; 158/401 Test #124: dfccsd-grad1 ..................... Passed 22.59 sec; Start 118: dfcasscf-sp; 159/401 Test #187: fcidump .......................... Passed 3.69 sec; Start 8: castup1; 160/401 Test #328: scf-occ .......................... Passed 1.79 sec; Start 220: molden2; 161/401 Test #356: x2c2 ............................. Passed 1.69 sec; Start 239: ocepa1; 162/401 Test #247: omp2-grad1 ....................... Passed 2.44 sec; Start 323: scf-guess-read1; 163/401 Test #324: scf-upcast-custom-basis .......... Passed 1.58 sec; Start 351: scf-response1; 164/401 Test #8: castup1 .......................... Passed 1.40 sec; Start 253: omp3-1; 165/401 Test #396: json-schema_0_energy ............. Passed 2.12 sec; Start 378: psi4numpy-dfmp2; 166/401 Test #118: dfcasscf-sp ...................... Passed 2.30 sec; Start 117: dfcasscf-fzc-sp; 167/401 Test #133: dfmp2-grad1 ...................... Passed 2.40 sec; Start 219: molden1; 168/401 Test #323: scf-guess-read1 .................. Passed 1.63 sec; Start 227: mp2p5-grad1; 169/401 Test #351: scf-response1 .................... Passed 1.60 sec; Start 329: scf2; 170/401 Test #378: psi4numpy-dfmp2 .................. Passed 1.5,MatchSource.ISSUE_COMMENT,psi4,psi4,v1.9.1,https://psicode.org,https://github.com/psi4/psi4/pull/1069#issuecomment-402413637
https://github.com/psi4/psi4/pull/1069#issuecomment-402413637:15035,Testability,Test,Test,15035,................... Passed 5.00 sec; Start 357: x2c3; 151/401 Test #341: dfep2-2 .......................... Passed 2.07 sec; Start 247: omp2-grad1; 152/401 Test #145: dfomp3-1 ......................... Passed 13.90 sec; Start 138: dfomp2-1; 153/401 Test #153: dfrasscf-sp ...................... Passed 6.26 sec; Start 328: scf-occ; 154/401 Test #357: x2c3 ............................. Passed 2.03 sec; Start 356: x2c2; 155/401 Test #309: rasscf-sp ........................ Passed 18.23 sec; Start 133: dfmp2-grad1; 156/401 Test #92: cisd-h2o+-0 ...................... Passed 2.47 sec; Start 396: json-schema_0_energy; 157/401 Test #394: json-v11_energy .................. Passed 2.58 sec; Start 324: scf-upcast-custom-basis; 158/401 Test #124: dfccsd-grad1 ..................... Passed 22.59 sec; Start 118: dfcasscf-sp; 159/401 Test #187: fcidump .......................... Passed 3.69 sec; Start 8: castup1; 160/401 Test #328: scf-occ .......................... Passed 1.79 sec; Start 220: molden2; 161/401 Test #356: x2c2 ............................. Passed 1.69 sec; Start 239: ocepa1; 162/401 Test #247: omp2-grad1 ....................... Passed 2.44 sec; Start 323: scf-guess-read1; 163/401 Test #324: scf-upcast-custom-basis .......... Passed 1.58 sec; Start 351: scf-response1; 164/401 Test #8: castup1 .......................... Passed 1.40 sec; Start 253: omp3-1; 165/401 Test #396: json-schema_0_energy ............. Passed 2.12 sec; Start 378: psi4numpy-dfmp2; 166/401 Test #118: dfcasscf-sp ...................... Passed 2.30 sec; Start 117: dfcasscf-fzc-sp; 167/401 Test #133: dfmp2-grad1 ...................... Passed 2.40 sec; Start 219: molden1; 168/401 Test #323: scf-guess-read1 .................. Passed 1.63 sec; Start 227: mp2p5-grad1; 169/401 Test #351: scf-response1 .................... Passed 1.60 sec; Start 329: scf2; 170/401 Test #378: psi4numpy-dfmp2 .................. Passed 1.50 sec; Start 218: mints10; 171/401 Test #329: scf2 ............................. Passed 2,MatchSource.ISSUE_COMMENT,psi4,psi4,v1.9.1,https://psicode.org,https://github.com/psi4/psi4/pull/1069#issuecomment-402413637
https://github.com/psi4/psi4/pull/1069#issuecomment-402413637:15125,Testability,Test,Test,15125,............. Passed 2.07 sec; Start 247: omp2-grad1; 152/401 Test #145: dfomp3-1 ......................... Passed 13.90 sec; Start 138: dfomp2-1; 153/401 Test #153: dfrasscf-sp ...................... Passed 6.26 sec; Start 328: scf-occ; 154/401 Test #357: x2c3 ............................. Passed 2.03 sec; Start 356: x2c2; 155/401 Test #309: rasscf-sp ........................ Passed 18.23 sec; Start 133: dfmp2-grad1; 156/401 Test #92: cisd-h2o+-0 ...................... Passed 2.47 sec; Start 396: json-schema_0_energy; 157/401 Test #394: json-v11_energy .................. Passed 2.58 sec; Start 324: scf-upcast-custom-basis; 158/401 Test #124: dfccsd-grad1 ..................... Passed 22.59 sec; Start 118: dfcasscf-sp; 159/401 Test #187: fcidump .......................... Passed 3.69 sec; Start 8: castup1; 160/401 Test #328: scf-occ .......................... Passed 1.79 sec; Start 220: molden2; 161/401 Test #356: x2c2 ............................. Passed 1.69 sec; Start 239: ocepa1; 162/401 Test #247: omp2-grad1 ....................... Passed 2.44 sec; Start 323: scf-guess-read1; 163/401 Test #324: scf-upcast-custom-basis .......... Passed 1.58 sec; Start 351: scf-response1; 164/401 Test #8: castup1 .......................... Passed 1.40 sec; Start 253: omp3-1; 165/401 Test #396: json-schema_0_energy ............. Passed 2.12 sec; Start 378: psi4numpy-dfmp2; 166/401 Test #118: dfcasscf-sp ...................... Passed 2.30 sec; Start 117: dfcasscf-fzc-sp; 167/401 Test #133: dfmp2-grad1 ...................... Passed 2.40 sec; Start 219: molden1; 168/401 Test #323: scf-guess-read1 .................. Passed 1.63 sec; Start 227: mp2p5-grad1; 169/401 Test #351: scf-response1 .................... Passed 1.60 sec; Start 329: scf2; 170/401 Test #378: psi4numpy-dfmp2 .................. Passed 1.50 sec; Start 218: mints10; 171/401 Test #329: scf2 ............................. Passed 2.95 sec; Start 115: ao-dfcasscf-sp; 172/401 Test #117: dfcasscf-fzc-sp .................. Pas,MatchSource.ISSUE_COMMENT,psi4,psi4,v1.9.1,https://psicode.org,https://github.com/psi4/psi4/pull/1069#issuecomment-402413637
https://github.com/psi4/psi4/pull/1069#issuecomment-402413637:15224,Testability,Test,Test,15224,...... Passed 13.90 sec; Start 138: dfomp2-1; 153/401 Test #153: dfrasscf-sp ...................... Passed 6.26 sec; Start 328: scf-occ; 154/401 Test #357: x2c3 ............................. Passed 2.03 sec; Start 356: x2c2; 155/401 Test #309: rasscf-sp ........................ Passed 18.23 sec; Start 133: dfmp2-grad1; 156/401 Test #92: cisd-h2o+-0 ...................... Passed 2.47 sec; Start 396: json-schema_0_energy; 157/401 Test #394: json-v11_energy .................. Passed 2.58 sec; Start 324: scf-upcast-custom-basis; 158/401 Test #124: dfccsd-grad1 ..................... Passed 22.59 sec; Start 118: dfcasscf-sp; 159/401 Test #187: fcidump .......................... Passed 3.69 sec; Start 8: castup1; 160/401 Test #328: scf-occ .......................... Passed 1.79 sec; Start 220: molden2; 161/401 Test #356: x2c2 ............................. Passed 1.69 sec; Start 239: ocepa1; 162/401 Test #247: omp2-grad1 ....................... Passed 2.44 sec; Start 323: scf-guess-read1; 163/401 Test #324: scf-upcast-custom-basis .......... Passed 1.58 sec; Start 351: scf-response1; 164/401 Test #8: castup1 .......................... Passed 1.40 sec; Start 253: omp3-1; 165/401 Test #396: json-schema_0_energy ............. Passed 2.12 sec; Start 378: psi4numpy-dfmp2; 166/401 Test #118: dfcasscf-sp ...................... Passed 2.30 sec; Start 117: dfcasscf-fzc-sp; 167/401 Test #133: dfmp2-grad1 ...................... Passed 2.40 sec; Start 219: molden1; 168/401 Test #323: scf-guess-read1 .................. Passed 1.63 sec; Start 227: mp2p5-grad1; 169/401 Test #351: scf-response1 .................... Passed 1.60 sec; Start 329: scf2; 170/401 Test #378: psi4numpy-dfmp2 .................. Passed 1.50 sec; Start 218: mints10; 171/401 Test #329: scf2 ............................. Passed 2.95 sec; Start 115: ao-dfcasscf-sp; 172/401 Test #117: dfcasscf-fzc-sp .................. Passed 4.07 sec; Start 348: tu1-h2o-energy; 173/401 Test #138: dfomp2-1 ......................... Passed,MatchSource.ISSUE_COMMENT,psi4,psi4,v1.9.1,https://psicode.org,https://github.com/psi4/psi4/pull/1069#issuecomment-402413637
https://github.com/psi4/psi4/pull/1069#issuecomment-402413637:15321,Testability,Test,Test,15321,.......... Passed 6.26 sec; Start 328: scf-occ; 154/401 Test #357: x2c3 ............................. Passed 2.03 sec; Start 356: x2c2; 155/401 Test #309: rasscf-sp ........................ Passed 18.23 sec; Start 133: dfmp2-grad1; 156/401 Test #92: cisd-h2o+-0 ...................... Passed 2.47 sec; Start 396: json-schema_0_energy; 157/401 Test #394: json-v11_energy .................. Passed 2.58 sec; Start 324: scf-upcast-custom-basis; 158/401 Test #124: dfccsd-grad1 ..................... Passed 22.59 sec; Start 118: dfcasscf-sp; 159/401 Test #187: fcidump .......................... Passed 3.69 sec; Start 8: castup1; 160/401 Test #328: scf-occ .......................... Passed 1.79 sec; Start 220: molden2; 161/401 Test #356: x2c2 ............................. Passed 1.69 sec; Start 239: ocepa1; 162/401 Test #247: omp2-grad1 ....................... Passed 2.44 sec; Start 323: scf-guess-read1; 163/401 Test #324: scf-upcast-custom-basis .......... Passed 1.58 sec; Start 351: scf-response1; 164/401 Test #8: castup1 .......................... Passed 1.40 sec; Start 253: omp3-1; 165/401 Test #396: json-schema_0_energy ............. Passed 2.12 sec; Start 378: psi4numpy-dfmp2; 166/401 Test #118: dfcasscf-sp ...................... Passed 2.30 sec; Start 117: dfcasscf-fzc-sp; 167/401 Test #133: dfmp2-grad1 ...................... Passed 2.40 sec; Start 219: molden1; 168/401 Test #323: scf-guess-read1 .................. Passed 1.63 sec; Start 227: mp2p5-grad1; 169/401 Test #351: scf-response1 .................... Passed 1.60 sec; Start 329: scf2; 170/401 Test #378: psi4numpy-dfmp2 .................. Passed 1.50 sec; Start 218: mints10; 171/401 Test #329: scf2 ............................. Passed 2.95 sec; Start 115: ao-dfcasscf-sp; 172/401 Test #117: dfcasscf-fzc-sp .................. Passed 4.07 sec; Start 348: tu1-h2o-energy; 173/401 Test #138: dfomp2-1 ......................... Passed 7.01 sec; Start 305: pywrap-molecule; 174/401 Test #218: mints10 .......................,MatchSource.ISSUE_COMMENT,psi4,psi4,v1.9.1,https://psicode.org,https://github.com/psi4/psi4/pull/1069#issuecomment-402413637
https://github.com/psi4/psi4/pull/1069#issuecomment-402413637:15409,Testability,Test,Test,15409,.. Passed 2.03 sec; Start 356: x2c2; 155/401 Test #309: rasscf-sp ........................ Passed 18.23 sec; Start 133: dfmp2-grad1; 156/401 Test #92: cisd-h2o+-0 ...................... Passed 2.47 sec; Start 396: json-schema_0_energy; 157/401 Test #394: json-v11_energy .................. Passed 2.58 sec; Start 324: scf-upcast-custom-basis; 158/401 Test #124: dfccsd-grad1 ..................... Passed 22.59 sec; Start 118: dfcasscf-sp; 159/401 Test #187: fcidump .......................... Passed 3.69 sec; Start 8: castup1; 160/401 Test #328: scf-occ .......................... Passed 1.79 sec; Start 220: molden2; 161/401 Test #356: x2c2 ............................. Passed 1.69 sec; Start 239: ocepa1; 162/401 Test #247: omp2-grad1 ....................... Passed 2.44 sec; Start 323: scf-guess-read1; 163/401 Test #324: scf-upcast-custom-basis .......... Passed 1.58 sec; Start 351: scf-response1; 164/401 Test #8: castup1 .......................... Passed 1.40 sec; Start 253: omp3-1; 165/401 Test #396: json-schema_0_energy ............. Passed 2.12 sec; Start 378: psi4numpy-dfmp2; 166/401 Test #118: dfcasscf-sp ...................... Passed 2.30 sec; Start 117: dfcasscf-fzc-sp; 167/401 Test #133: dfmp2-grad1 ...................... Passed 2.40 sec; Start 219: molden1; 168/401 Test #323: scf-guess-read1 .................. Passed 1.63 sec; Start 227: mp2p5-grad1; 169/401 Test #351: scf-response1 .................... Passed 1.60 sec; Start 329: scf2; 170/401 Test #378: psi4numpy-dfmp2 .................. Passed 1.50 sec; Start 218: mints10; 171/401 Test #329: scf2 ............................. Passed 2.95 sec; Start 115: ao-dfcasscf-sp; 172/401 Test #117: dfcasscf-fzc-sp .................. Passed 4.07 sec; Start 348: tu1-h2o-energy; 173/401 Test #138: dfomp2-1 ......................... Passed 7.01 sec; Start 305: pywrap-molecule; 174/401 Test #218: mints10 .......................... Passed 3.21 sec; Start 400: json-schema_0_gradient; 175/401 Test #253: omp3-1 .................,MatchSource.ISSUE_COMMENT,psi4,psi4,v1.9.1,https://psicode.org,https://github.com/psi4/psi4/pull/1069#issuecomment-402413637
