quality_attribute,keyword,matched_word,sentence,source,author,repo,version,wiki,url
Availability,redundant,redundant,"/psi4/psi4/pull/3050): Adds Einsums library to build system as an optional dependency. ## Breaking Changes (1 PR); [#2974](https://github.com/psi4/psi4/pull/2974): Using the ERISieve class now throws an UpgradeHelper exception: `ERISieve.build(orbital_basis, cutoff, do_csam)` --> `factory = psi4.core.IntegralFactory(basis); factory.eri(0)`; #3095 The old versions of `variable`/`set_variable` (e.g., `get_variable`, `arrays`) have been warning-and-forwarding since v1.4 but now raise an UpgradeHelper. ## Performance Optimizations (5 PRs); [#3064](https://github.com/psi4/psi4/pull/3064): Improves performance of call to “psi4 –version”, especially for networked drives ; [#2851](https://github.com/psi4/psi4/pull/2851): Improves memory usage of DLPNO-MP2 by better exploiting PAO sparsity during computation of DF integrals ; [#2994](https://github.com/psi4/psi4/pull/2994) / [#2996](https://github.com/psi4/psi4/pull/2996): Refactors UHF Hessian code to avoid redundant recomputation of intermediates required in both alpha- and beta-spin components of the calculation ; [#3080](https://github.com/psi4/psi4/pull/3080): Disable unnecessary computation of FDDS dispersion for SAPT(DFT) when the DFT functional is set to HF. ## Details of Interest (30 PRs); #3095 Allow running a a GRID_ESP or GRID_FIELD property through qcschema. need to pass in grid.dat contents through atin.extras[""extra_infiles""] = {""grid.dat"": <contents>} and be sure to atin.protocols.native_files = ""all"", then one can retrieve through atres.native_files[""grid_esp.dat""] or ""grid_field.dat"" closes https://github.com/psi4/psi4/issues/2307; [#2955](https://github.com/psi4/psi4/pull/2955), [#3055](https://github.com/psi4/psi4/pull/3055): Adds new “SplitJK” backend for composite SCF_TYPE combinations ; [#3001](https://github.com/psi4/psi4/pull/3001): Composite SCF_TYPE methods can now be specified using only a J algorithm for non-hybrid DFT calculations ; [#3024](https://github.com/psi4/psi4/pull/3024) / [#3026](https",MatchSource.RELEASES,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/releases/tag/v1.9
Deployability,install,installers,"Advertised Version: 1.9.0 ; Continuous Version: 1.9.0 ; Release Date: 6 Dec 2023 ; Documentation: https://psicode.org/psi4manual/1.9.x/ . ; Availability: Public, GitHub source, CMake build, [Conda binary installers](https://psicode.netlify.app/installs/v19/), [Docker](https://hub.docker.com/r/psi4/psi4/tags) Span: [79 PRs](https://github.com/psi4/psi4/milestone/10?closed=1). ## Required Dependency Changes (3 PRs); [#3022](https://github.com/psi4/psi4/pull/3022): Updates QCEngine to v0.28; [#2968](https://github.com/psi4/psi4/pull/2968): Updates gdma to v2.3 and switches gdma usage to be selectable at runtime; [#3090](https://github.com/psi4/psi4/pull/3090): Updates QCFractal to v0.52; #2842 Bump Libxc minimum from v5.1.2 to v6. ## New Methods (6 PRs); [#2992](https://github.com/psi4/psi4/pull/2992): Adds support for computation of analytic Hessians when using unrestricted DFT with LDA functionals; [#3039](https://github.com/psi4/psi4/pull/3039): adds fitted SAP guess described in J. Chem. Phys. 152, 144105 (2020) and accessed through set guess sapgau (backported to v1.8.2) ; [#3002](https://github.com/psi4/psi4/pull/3002) / [#3011](https://github.com/psi4/psi4/pull/3011): Implements new option for GUESS keyword, MODHUCKEL, using a Huckel guess computed on-the-fly using atomic UHF and a modification to the generalized Wolfsberg-Helmholz formula from doi:10.1021/ja00480a005 ; [#2982](https://github.com/psi4/psi4/pull/2982): Adds the ability to construct basis sets from combinations of two constituent basis sets, via either a simple combination or through the Complementary Auxiliary Basis Set (CABS) method; [#2842](https://github.com/psi4/psi4/pull/2842): Adds new composite methods r2SCAN-3c, wB97X-3c, and B97-3c, and new density functionals r2SCAN0, r2SCANh, and r2SCAN50 and their -D4 variants. Some of these require recent versions of dftd4-python, dftd3-python (s-dftd3), gcp-correction (aka mctc-gcp), all from the conda-forge channel. The ""classic"" dftd3 (executable) ",MatchSource.RELEASES,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/releases/tag/v1.9
Energy Efficiency,charge,charges,"tion snapshots of previous code versions ; [#2961](https://github.com/psi4/psi4/pull/2961) / [#2979](https://github.com/psi4/psi4/pull/2979): Updates dependencies within Azure CI execution on Windows, and makes general improvements to such execution; [#3059](https://github.com/psi4/psi4/pull/3059): Cleans up documentation regarding management of Psi4 releases ; [#3088](https://github.com/psi4/psi4/pull/3088) Removes unnecessary macros kept over from previous usage of Boost, and never removed; [#3049](https://github.com/psi4/psi4/pull/3049): Fixes up code to support Python 3.12 and more modern versions of QCFractal ; [#3079](https://github.com/psi4/psi4/pull/3079): Updates documentation regarding usage of composite JK methods and COSX grid defaults; [#3081](https://github.com/psi4/psi4/pull/3081): Sets broken combinations of SCF type and screening method to throw exceptions ; [#3087](https://github.com/psi4/psi4/pull/3087): Adds the capability to compute and retrieve gradients with respect to embedded point charges in external potential calculations; [#3053](https://github.com/psi4/psi4/pull/3053): Reworks internal documentation building process to fix broken Psicode redirects and enable capabilities with new Sphinx themes. ## Conda Package Updates; includes PCMSolver (backported to v1.8.1); includes libECPInt (build _2 onwards; not present for osx-arm64 with py != 3.10 in build _1 or _0) (backported to v1.8.1); includes files so psi4 --plugin-compile from Linux and Mac can work off the conda binary compatible with pydantic v1 or v2 in build _2 (backported to v1.8.1). ## Features (11 PRs); [#2999](https://github.com/psi4/psi4/pull/2999) / [#3019](https://github.com/psi4/psi4/pull/3019): still using pydantic v1 API, but now tolerant of a v1 or v2 pydantic environment. (this was already present by patch in build _2 of v1.8.1 on conda-forge.) (backported to v1.8.2); [#3013](https://github.com/psi4/psi4/pull/3013): allow passing protocols, tag, owner_group, and priority ",MatchSource.RELEASES,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/releases/tag/v1.9
Integrability,depend,dependency," keyword, MODHUCKEL, using a Huckel guess computed on-the-fly using atomic UHF and a modification to the generalized Wolfsberg-Helmholz formula from doi:10.1021/ja00480a005 ; [#2982](https://github.com/psi4/psi4/pull/2982): Adds the ability to construct basis sets from combinations of two constituent basis sets, via either a simple combination or through the Complementary Auxiliary Basis Set (CABS) method; [#2842](https://github.com/psi4/psi4/pull/2842): Adds new composite methods r2SCAN-3c, wB97X-3c, and B97-3c, and new density functionals r2SCAN0, r2SCANh, and r2SCAN50 and their -D4 variants. Some of these require recent versions of dftd4-python, dftd3-python (s-dftd3), gcp-correction (aka mctc-gcp), all from the conda-forge channel. The ""classic"" dftd3 (executable) and gcp from the psi4 channel still work for many methods (e.g., b3lyp-d3) and aren't disabled but are no longer supported. ## External Libraries (1 PR); [#3050](https://github.com/psi4/psi4/pull/3050): Adds Einsums library to build system as an optional dependency. ## Breaking Changes (1 PR); [#2974](https://github.com/psi4/psi4/pull/2974): Using the ERISieve class now throws an UpgradeHelper exception: `ERISieve.build(orbital_basis, cutoff, do_csam)` --> `factory = psi4.core.IntegralFactory(basis); factory.eri(0)`; #3095 The old versions of `variable`/`set_variable` (e.g., `get_variable`, `arrays`) have been warning-and-forwarding since v1.4 but now raise an UpgradeHelper. ## Performance Optimizations (5 PRs); [#3064](https://github.com/psi4/psi4/pull/3064): Improves performance of call to “psi4 –version”, especially for networked drives ; [#2851](https://github.com/psi4/psi4/pull/2851): Improves memory usage of DLPNO-MP2 by better exploiting PAO sparsity during computation of DF integrals ; [#2994](https://github.com/psi4/psi4/pull/2994) / [#2996](https://github.com/psi4/psi4/pull/2996): Refactors UHF Hessian code to avoid redundant recomputation of intermediates required in both alpha- and beta-spin",MatchSource.RELEASES,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/releases/tag/v1.9
Modifiability,variab,variable,"a simple combination or through the Complementary Auxiliary Basis Set (CABS) method; [#2842](https://github.com/psi4/psi4/pull/2842): Adds new composite methods r2SCAN-3c, wB97X-3c, and B97-3c, and new density functionals r2SCAN0, r2SCANh, and r2SCAN50 and their -D4 variants. Some of these require recent versions of dftd4-python, dftd3-python (s-dftd3), gcp-correction (aka mctc-gcp), all from the conda-forge channel. The ""classic"" dftd3 (executable) and gcp from the psi4 channel still work for many methods (e.g., b3lyp-d3) and aren't disabled but are no longer supported. ## External Libraries (1 PR); [#3050](https://github.com/psi4/psi4/pull/3050): Adds Einsums library to build system as an optional dependency. ## Breaking Changes (1 PR); [#2974](https://github.com/psi4/psi4/pull/2974): Using the ERISieve class now throws an UpgradeHelper exception: `ERISieve.build(orbital_basis, cutoff, do_csam)` --> `factory = psi4.core.IntegralFactory(basis); factory.eri(0)`; #3095 The old versions of `variable`/`set_variable` (e.g., `get_variable`, `arrays`) have been warning-and-forwarding since v1.4 but now raise an UpgradeHelper. ## Performance Optimizations (5 PRs); [#3064](https://github.com/psi4/psi4/pull/3064): Improves performance of call to “psi4 –version”, especially for networked drives ; [#2851](https://github.com/psi4/psi4/pull/2851): Improves memory usage of DLPNO-MP2 by better exploiting PAO sparsity during computation of DF integrals ; [#2994](https://github.com/psi4/psi4/pull/2994) / [#2996](https://github.com/psi4/psi4/pull/2996): Refactors UHF Hessian code to avoid redundant recomputation of intermediates required in both alpha- and beta-spin components of the calculation ; [#3080](https://github.com/psi4/psi4/pull/3080): Disable unnecessary computation of FDDS dispersion for SAPT(DFT) when the DFT functional is set to HF. ## Details of Interest (30 PRs); #3095 Allow running a a GRID_ESP or GRID_FIELD property through qcschema. need to pass in grid.dat content",MatchSource.RELEASES,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/releases/tag/v1.9
Performance,perform,performance,"4 variants. Some of these require recent versions of dftd4-python, dftd3-python (s-dftd3), gcp-correction (aka mctc-gcp), all from the conda-forge channel. The ""classic"" dftd3 (executable) and gcp from the psi4 channel still work for many methods (e.g., b3lyp-d3) and aren't disabled but are no longer supported. ## External Libraries (1 PR); [#3050](https://github.com/psi4/psi4/pull/3050): Adds Einsums library to build system as an optional dependency. ## Breaking Changes (1 PR); [#2974](https://github.com/psi4/psi4/pull/2974): Using the ERISieve class now throws an UpgradeHelper exception: `ERISieve.build(orbital_basis, cutoff, do_csam)` --> `factory = psi4.core.IntegralFactory(basis); factory.eri(0)`; #3095 The old versions of `variable`/`set_variable` (e.g., `get_variable`, `arrays`) have been warning-and-forwarding since v1.4 but now raise an UpgradeHelper. ## Performance Optimizations (5 PRs); [#3064](https://github.com/psi4/psi4/pull/3064): Improves performance of call to “psi4 –version”, especially for networked drives ; [#2851](https://github.com/psi4/psi4/pull/2851): Improves memory usage of DLPNO-MP2 by better exploiting PAO sparsity during computation of DF integrals ; [#2994](https://github.com/psi4/psi4/pull/2994) / [#2996](https://github.com/psi4/psi4/pull/2996): Refactors UHF Hessian code to avoid redundant recomputation of intermediates required in both alpha- and beta-spin components of the calculation ; [#3080](https://github.com/psi4/psi4/pull/3080): Disable unnecessary computation of FDDS dispersion for SAPT(DFT) when the DFT functional is set to HF. ## Details of Interest (30 PRs); #3095 Allow running a a GRID_ESP or GRID_FIELD property through qcschema. need to pass in grid.dat contents through atin.extras[""extra_infiles""] = {""grid.dat"": <contents>} and be sure to atin.protocols.native_files = ""all"", then one can retrieve through atres.native_files[""grid_esp.dat""] or ""grid_field.dat"" closes https://github.com/psi4/psi4/issues/2307; [#2955](https",MatchSource.RELEASES,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/releases/tag/v1.9
Safety,avoid,avoid,"/psi4/psi4/pull/3050): Adds Einsums library to build system as an optional dependency. ## Breaking Changes (1 PR); [#2974](https://github.com/psi4/psi4/pull/2974): Using the ERISieve class now throws an UpgradeHelper exception: `ERISieve.build(orbital_basis, cutoff, do_csam)` --> `factory = psi4.core.IntegralFactory(basis); factory.eri(0)`; #3095 The old versions of `variable`/`set_variable` (e.g., `get_variable`, `arrays`) have been warning-and-forwarding since v1.4 but now raise an UpgradeHelper. ## Performance Optimizations (5 PRs); [#3064](https://github.com/psi4/psi4/pull/3064): Improves performance of call to “psi4 –version”, especially for networked drives ; [#2851](https://github.com/psi4/psi4/pull/2851): Improves memory usage of DLPNO-MP2 by better exploiting PAO sparsity during computation of DF integrals ; [#2994](https://github.com/psi4/psi4/pull/2994) / [#2996](https://github.com/psi4/psi4/pull/2996): Refactors UHF Hessian code to avoid redundant recomputation of intermediates required in both alpha- and beta-spin components of the calculation ; [#3080](https://github.com/psi4/psi4/pull/3080): Disable unnecessary computation of FDDS dispersion for SAPT(DFT) when the DFT functional is set to HF. ## Details of Interest (30 PRs); #3095 Allow running a a GRID_ESP or GRID_FIELD property through qcschema. need to pass in grid.dat contents through atin.extras[""extra_infiles""] = {""grid.dat"": <contents>} and be sure to atin.protocols.native_files = ""all"", then one can retrieve through atres.native_files[""grid_esp.dat""] or ""grid_field.dat"" closes https://github.com/psi4/psi4/issues/2307; [#2955](https://github.com/psi4/psi4/pull/2955), [#3055](https://github.com/psi4/psi4/pull/3055): Adds new “SplitJK” backend for composite SCF_TYPE combinations ; [#3001](https://github.com/psi4/psi4/pull/3001): Composite SCF_TYPE methods can now be specified using only a J algorithm for non-hybrid DFT calculations ; [#3024](https://github.com/psi4/psi4/pull/3024) / [#3026](https",MatchSource.RELEASES,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/releases/tag/v1.9
Security,access,accessed," 1.9.0 ; Release Date: 6 Dec 2023 ; Documentation: https://psicode.org/psi4manual/1.9.x/ . ; Availability: Public, GitHub source, CMake build, [Conda binary installers](https://psicode.netlify.app/installs/v19/), [Docker](https://hub.docker.com/r/psi4/psi4/tags) Span: [79 PRs](https://github.com/psi4/psi4/milestone/10?closed=1). ## Required Dependency Changes (3 PRs); [#3022](https://github.com/psi4/psi4/pull/3022): Updates QCEngine to v0.28; [#2968](https://github.com/psi4/psi4/pull/2968): Updates gdma to v2.3 and switches gdma usage to be selectable at runtime; [#3090](https://github.com/psi4/psi4/pull/3090): Updates QCFractal to v0.52; #2842 Bump Libxc minimum from v5.1.2 to v6. ## New Methods (6 PRs); [#2992](https://github.com/psi4/psi4/pull/2992): Adds support for computation of analytic Hessians when using unrestricted DFT with LDA functionals; [#3039](https://github.com/psi4/psi4/pull/3039): adds fitted SAP guess described in J. Chem. Phys. 152, 144105 (2020) and accessed through set guess sapgau (backported to v1.8.2) ; [#3002](https://github.com/psi4/psi4/pull/3002) / [#3011](https://github.com/psi4/psi4/pull/3011): Implements new option for GUESS keyword, MODHUCKEL, using a Huckel guess computed on-the-fly using atomic UHF and a modification to the generalized Wolfsberg-Helmholz formula from doi:10.1021/ja00480a005 ; [#2982](https://github.com/psi4/psi4/pull/2982): Adds the ability to construct basis sets from combinations of two constituent basis sets, via either a simple combination or through the Complementary Auxiliary Basis Set (CABS) method; [#2842](https://github.com/psi4/psi4/pull/2842): Adds new composite methods r2SCAN-3c, wB97X-3c, and B97-3c, and new density functionals r2SCAN0, r2SCANh, and r2SCAN50 and their -D4 variants. Some of these require recent versions of dftd4-python, dftd3-python (s-dftd3), gcp-correction (aka mctc-gcp), all from the conda-forge channel. The ""classic"" dftd3 (executable) and gcp from the psi4 channel still work for m",MatchSource.RELEASES,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/releases/tag/v1.9
Testability,test,test,"e export docstrings for fix_orientation and fix_com functions in export_mints.cc; [#2975](https://github.com/psi4/psi4/pull/2975): Adds missing LibXC citation to documentation; [#3018](https://github.com/psi4/psi4/pull/3018): Cleans up broken links and deprecated functions in psiapi Jupyter notebook; [#3005](https://github.com/psi4/psi4/pull/3005): Adds clarifying details to cubature.cc code regarding the Chebyshev quadrature implementation; [#3078](https://github.com/psi4/psi4/pull/3078): Refines build process for Libint2 code generator; [#2953](https://github.com/psi4/psi4/pull/2953): Deprecate assignment-from-int* and cast-to-int* operations for the Dimension object, and make multiple significant improvements to the Dimension object under the hood ; [#2987](https://github.com/psi4/psi4/pull/2987): Adds capability to acquire more types of F12 integrals Python-side with basis set quadruplets; [#2966](https://github.com/psi4/psi4/pull/2966): Update README display badges and binder demo, and fix bug in serial quick_not_d2ints test; [#3056](https://github.com/psi4/psi4/pull/3056) / [#3058](https://github.com/psi4/psi4/pull/3058): Alters internal handling of documentation building to more effectively handle storage of documentation snapshots of previous code versions ; [#2961](https://github.com/psi4/psi4/pull/2961) / [#2979](https://github.com/psi4/psi4/pull/2979): Updates dependencies within Azure CI execution on Windows, and makes general improvements to such execution; [#3059](https://github.com/psi4/psi4/pull/3059): Cleans up documentation regarding management of Psi4 releases ; [#3088](https://github.com/psi4/psi4/pull/3088) Removes unnecessary macros kept over from previous usage of Boost, and never removed; [#3049](https://github.com/psi4/psi4/pull/3049): Fixes up code to support Python 3.12 and more modern versions of QCFractal ; [#3079](https://github.com/psi4/psi4/pull/3079): Updates documentation regarding usage of composite JK methods and COSX grid default",MatchSource.RELEASES,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/releases/tag/v1.9
Usability,simpl,simple,"968): Updates gdma to v2.3 and switches gdma usage to be selectable at runtime; [#3090](https://github.com/psi4/psi4/pull/3090): Updates QCFractal to v0.52; #2842 Bump Libxc minimum from v5.1.2 to v6. ## New Methods (6 PRs); [#2992](https://github.com/psi4/psi4/pull/2992): Adds support for computation of analytic Hessians when using unrestricted DFT with LDA functionals; [#3039](https://github.com/psi4/psi4/pull/3039): adds fitted SAP guess described in J. Chem. Phys. 152, 144105 (2020) and accessed through set guess sapgau (backported to v1.8.2) ; [#3002](https://github.com/psi4/psi4/pull/3002) / [#3011](https://github.com/psi4/psi4/pull/3011): Implements new option for GUESS keyword, MODHUCKEL, using a Huckel guess computed on-the-fly using atomic UHF and a modification to the generalized Wolfsberg-Helmholz formula from doi:10.1021/ja00480a005 ; [#2982](https://github.com/psi4/psi4/pull/2982): Adds the ability to construct basis sets from combinations of two constituent basis sets, via either a simple combination or through the Complementary Auxiliary Basis Set (CABS) method; [#2842](https://github.com/psi4/psi4/pull/2842): Adds new composite methods r2SCAN-3c, wB97X-3c, and B97-3c, and new density functionals r2SCAN0, r2SCANh, and r2SCAN50 and their -D4 variants. Some of these require recent versions of dftd4-python, dftd3-python (s-dftd3), gcp-correction (aka mctc-gcp), all from the conda-forge channel. The ""classic"" dftd3 (executable) and gcp from the psi4 channel still work for many methods (e.g., b3lyp-d3) and aren't disabled but are no longer supported. ## External Libraries (1 PR); [#3050](https://github.com/psi4/psi4/pull/3050): Adds Einsums library to build system as an optional dependency. ## Breaking Changes (1 PR); [#2974](https://github.com/psi4/psi4/pull/2974): Using the ERISieve class now throws an UpgradeHelper exception: `ERISieve.build(orbital_basis, cutoff, do_csam)` --> `factory = psi4.core.IntegralFactory(basis); factory.eri(0)`; #3095 The old ",MatchSource.RELEASES,psi4,psi4,v1.9.1,http://psicode.org,https://github.com/psi4/psi4/releases/tag/v1.9
