quality_attribute,keyword,matched_word,sentence,source,filename,author,repo,version,wiki,url
Integrability,message,messages,"""""""; Represents a span during which a single pod was backpressuring / in high I/O and not dispensing job tokens.; """"""; """"""; Build a list of BackpressureEvents from the specified logs, using matched ""start"" and ""end"" events for a particular; pod to delimit the duration of the BackpressureEvent. :param logs: a list of JSON log files, each of which is a list of JSON objects each representing a log entry.; :return: a list of BackpressureEvents.; """"""; # Complete BackpressureEvent objects corresponding to a matched pair of backpressure start and stop log entries for; # a pod.; # Already-processed log entry ids to ignore duplicates in overlapping log file ranges.; # pod names for which we have seen a ""backpressure start"" log messages and for which we are now awaiting a matching; # ""backpressure stop"" log message for the same pod name.; # Merge the logs so the sorting covers all log entries.; # skip duplicates; # Most of the pod name is the same across all pods, only the bit after the last '-' is unique.; # Make a backpressure event object; # Add this object to complete; # Remove the wip object from in_progress_starts_by_pod; # There are actually two timestamps in the JSON log entries which appear to represent different concepts:; # time emitted ('jsonPayload.localTimestamp') versus time added to the log ('timestamp'). Time emitted would; # seem to be preferable but that value is not specified with a timezone and is ambiguously interpreted by; # the parsing code as being EST when it's actually UTC. This can make reading the report a bit confusing or; # misleading. In practice the timestamps only seem to differ by small amounts, so no big deal to use; # 'timestamp' with its explicit UTC timezone.",MatchSource.CODE_COMMENT,scripts/backpressure_report/backpressure_report/lib/backpressure_event.py,broadinstitute,cromwell,87,https://cromwell.readthedocs.io/en/latest/,https://github.com/broadinstitute/cromwell/tree/87/scripts/backpressure_report/backpressure_report/lib/backpressure_event.py
Testability,log,logs,"""""""; Represents a span during which a single pod was backpressuring / in high I/O and not dispensing job tokens.; """"""; """"""; Build a list of BackpressureEvents from the specified logs, using matched ""start"" and ""end"" events for a particular; pod to delimit the duration of the BackpressureEvent. :param logs: a list of JSON log files, each of which is a list of JSON objects each representing a log entry.; :return: a list of BackpressureEvents.; """"""; # Complete BackpressureEvent objects corresponding to a matched pair of backpressure start and stop log entries for; # a pod.; # Already-processed log entry ids to ignore duplicates in overlapping log file ranges.; # pod names for which we have seen a ""backpressure start"" log messages and for which we are now awaiting a matching; # ""backpressure stop"" log message for the same pod name.; # Merge the logs so the sorting covers all log entries.; # skip duplicates; # Most of the pod name is the same across all pods, only the bit after the last '-' is unique.; # Make a backpressure event object; # Add this object to complete; # Remove the wip object from in_progress_starts_by_pod; # There are actually two timestamps in the JSON log entries which appear to represent different concepts:; # time emitted ('jsonPayload.localTimestamp') versus time added to the log ('timestamp'). Time emitted would; # seem to be preferable but that value is not specified with a timezone and is ambiguously interpreted by; # the parsing code as being EST when it's actually UTC. This can make reading the report a bit confusing or; # misleading. In practice the timestamps only seem to differ by small amounts, so no big deal to use; # 'timestamp' with its explicit UTC timezone.",MatchSource.CODE_COMMENT,scripts/backpressure_report/backpressure_report/lib/backpressure_event.py,broadinstitute,cromwell,87,https://cromwell.readthedocs.io/en/latest/,https://github.com/broadinstitute/cromwell/tree/87/scripts/backpressure_report/backpressure_report/lib/backpressure_event.py
Integrability,depend,dependent,"# Return 0 by default for pods that aren't in this window at all.; """"""; Generate barchart-friendly time windows with counts of backpressuring durations within each window. :param backpressure_events: a list of BackpressureEvents to be broken up into time windows; :param window_width_in_hours: how wide each time window should be in hours; :return: a dictionary with timestamp keys to list of BackpressureEvent values; """"""; # The logic below is highly dependent on events being sorted by start timestamp oldest to newest.; """"""; CSV format output generation for the specified backpressure windows.; """"""",MatchSource.CODE_COMMENT,scripts/backpressure_report/backpressure_report/lib/backpressure_window.py,broadinstitute,cromwell,87,https://cromwell.readthedocs.io/en/latest/,https://github.com/broadinstitute/cromwell/tree/87/scripts/backpressure_report/backpressure_report/lib/backpressure_window.py
Testability,log,logic,"# Return 0 by default for pods that aren't in this window at all.; """"""; Generate barchart-friendly time windows with counts of backpressuring durations within each window. :param backpressure_events: a list of BackpressureEvents to be broken up into time windows; :param window_width_in_hours: how wide each time window should be in hours; :return: a dictionary with timestamp keys to list of BackpressureEvent values; """"""; # The logic below is highly dependent on events being sorted by start timestamp oldest to newest.; """"""; CSV format output generation for the specified backpressure windows.; """"""",MatchSource.CODE_COMMENT,scripts/backpressure_report/backpressure_report/lib/backpressure_window.py,broadinstitute,cromwell,87,https://cromwell.readthedocs.io/en/latest/,https://github.com/broadinstitute/cromwell/tree/87/scripts/backpressure_report/backpressure_report/lib/backpressure_window.py
Deployability,install,install,"duced by Digester and produce result in CSV format; #; # Usage: python3 -m metadata_comparison.comparer [-h] [-v] [--force]; # --name1 NAME_FOR_DIGEST_1 --name2 NAME_FOR_DIGEST_2; # --digest1 PATH_TO_DIGEST_1 --digest2 PATH_TO_DIGEST_2 --output-path OUTPUT_PATH; # [--call-prefix-to-remove [CALL_PREFIX_TO_REMOVE [CALL_PREFIX_TO_REMOVE ...]]]; #; # For ExomeGermlineSingleSample workflows the local call names are globally unique so all; # FQN prefixes can be removed for ease of interpretation. An invocation to compare PAPI v1; # to PAPI v2 might look like:; #; # python3 -m metadata_comparison.comparer --name1 PAPIv1 --name2 PAPIv2 \; # --digest1 papiv1.json --digest2 papiv2.json --output-path comparison.csv \; # --call-prefix-to-remove ExomeGermlineSingleSample.AggregatedBamQC. \; # ExomeGermlineSingleSample.BamToCram. ExomeGermlineSingleSample.BamToGvcf.VariantCalling. \; # ExomeGermlineSingleSample.UnmappedBamToAlignedBam. ExomeGermlineSingleSample.; #; # Python Prereqs (at least, the ones which I needed to manually install... YMMV):; #; # * pip3 install --upgrade google-api-python-client; # * pip3 install --upgrade google-cloud-storage; #; # Remember to login to create application default credentials before use:; # % gcloud auth application-default login; # https://cloud.google.com/compute/vm-instance-pricing#n1_highcpu_machine_types; # https://cloud.google.com/compute/vm-instance-pricing#n1_highmem_machine_types; # https://cloud.google.com/compute/vm-instance-pricing#n1_standard_machine_types; # https://cloud.google.com/compute/vm-instance-pricing#n1_standard_machine_types; # https://cloud.google.com/compute/all-pricing#n1_sharedcore_machine_types; # https://cloud.google.com/compute/vm-instance-pricing#e2_standard_machine-types; # https://cloud.google.com/compute/vm-instance-pricing#n2_standard_machine_types; # https://cloud.google.com/compute/disks-image-pricing#persistentdisk; # https://cloud.google.com/compute/disks-image-pricing#persistentdisk; # These costs use",MatchSource.CODE_COMMENT,scripts/metadata_comparison/metadata_comparison/comparer.py,broadinstitute,cromwell,87,https://cromwell.readthedocs.io/en/latest/,https://github.com/broadinstitute/cromwell/tree/87/scripts/metadata_comparison/metadata_comparison/comparer.py
Energy Efficiency,reduce,reduces,"malization would; # result in way too many decimal places or a need for scientific notation. But normalizing disk costs to an; # hourly rate for a 500GB SSD is a *specific* case:; #; # ($0.17 / (GB * month)) * 500 GB = $85 / month; #; # A monthly rate for cost is actually kind of strange when you think about it; #; # 365 / 12 = 30.41666...; #; # Per Wikipedia https://en.wikipedia.org/wiki/Month#Julian_and_Gregorian_calendars; # ""The mean month length of the Gregorian calendar is 30.436875 days.""; # nb: Not sure this is exactly how Google does its GB month billing.; #; #; # ($85 / month) / (30.436875 days / month) = $2.792667 / day; # ($2.792667 / day) / (24 hours / day) = $0.116361 / hour; #; # So as we're currently using it the reference disk alone is more expensive than the VM for 90+ % of the jobs; # in the ExomeGermlineSingleSample v1.3 workflows.; #; # Can this be improved? Sure, for EGSS v1.3 a 500 GB disk is way bigger than it needs to be. Making it 50 GB; # instead reduces disk cost by a factor of 10 for a rate of $0.011636 per hour. Better but relative to; # machine pricing that's still way too high. Switching from HDD to SSD also helps:; #; # $0.011636/hour * (HDD / SSD = 0.04 / 0.17 = $0.00273790/hour; #; # Given that running times here; #; # https://docs.google.com/spreadsheets/d/1x8TqiVUGZ7nHU-mxPHFdGnJ3U58fPk5l5dR839XsOBI/edit#gid=804873366; #; # were reduced by < 10%, even after making these adjustments (and that's assuming the performance; # benefits of a 500GB SSD will carry over to a 50GB HDD, which they likely won't, and this is one more; # thing we shouldn't make rosy assumptions about), is using a reference disk going to reduce or increase cost?; # It's possible the disk size could be reduced even more, but mostly this needs test runs.; #; # A machine type-weighted dictionary used for getting more accurate cost estimates.; # Normalize to g1-small, currently the least expensive machine type used.; # Call keys without repetitive prefixes are useful",MatchSource.CODE_COMMENT,scripts/metadata_comparison/metadata_comparison/comparer.py,broadinstitute,cromwell,87,https://cromwell.readthedocs.io/en/latest/,https://github.com/broadinstitute/cromwell/tree/87/scripts/metadata_comparison/metadata_comparison/comparer.py
Performance,perform,performance,"#!/usr/bin/env python3; #; # comparer.py; #; # Purpose: Compare performance metadata JSON files produced by Digester and produce result in CSV format; #; # Usage: python3 -m metadata_comparison.comparer [-h] [-v] [--force]; # --name1 NAME_FOR_DIGEST_1 --name2 NAME_FOR_DIGEST_2; # --digest1 PATH_TO_DIGEST_1 --digest2 PATH_TO_DIGEST_2 --output-path OUTPUT_PATH; # [--call-prefix-to-remove [CALL_PREFIX_TO_REMOVE [CALL_PREFIX_TO_REMOVE ...]]]; #; # For ExomeGermlineSingleSample workflows the local call names are globally unique so all; # FQN prefixes can be removed for ease of interpretation. An invocation to compare PAPI v1; # to PAPI v2 might look like:; #; # python3 -m metadata_comparison.comparer --name1 PAPIv1 --name2 PAPIv2 \; # --digest1 papiv1.json --digest2 papiv2.json --output-path comparison.csv \; # --call-prefix-to-remove ExomeGermlineSingleSample.AggregatedBamQC. \; # ExomeGermlineSingleSample.BamToCram. ExomeGermlineSingleSample.BamToGvcf.VariantCalling. \; # ExomeGermlineSingleSample.UnmappedBamToAlignedBam. ExomeGermlineSingleSample.; #; # Python Prereqs (at least, the ones which I needed to manually install... YMMV):; #; # * pip3 install --upgrade google-api-python-client; # * pip3 install --upgrade google-cloud-storage; #; # Remember to login to create application default credentials before use:; # % gcloud auth application-default login; # https://cloud.google.com/compute/vm-instance-pricing#n1_highcpu_machine_types; # https://cloud.google.com/compute/vm-instance-pricing#n1_highmem_machine_types; # https://cloud.google.com/compute/vm-instance-pricing#n1_standard_machine_types; # https://cloud.google.com/compute/vm-instance-pricing#n1_standard_machine_types; # https://cloud.google.com/compute/all-pricing#n1_sharedcore_machine_types; # https://cloud.google.com/compute/vm-instance-pricing#e2_standard_machine-types; # https://cloud.google.com/compute/vm-instance-pricing#n2_standard_machine_types; # https://cloud.google.com/compute/disks-image-pricing#persi",MatchSource.CODE_COMMENT,scripts/metadata_comparison/metadata_comparison/comparer.py,broadinstitute,cromwell,87,https://cromwell.readthedocs.io/en/latest/,https://github.com/broadinstitute/cromwell/tree/87/scripts/metadata_comparison/metadata_comparison/comparer.py
Testability,log,login,"FOR_DIGEST_2; # --digest1 PATH_TO_DIGEST_1 --digest2 PATH_TO_DIGEST_2 --output-path OUTPUT_PATH; # [--call-prefix-to-remove [CALL_PREFIX_TO_REMOVE [CALL_PREFIX_TO_REMOVE ...]]]; #; # For ExomeGermlineSingleSample workflows the local call names are globally unique so all; # FQN prefixes can be removed for ease of interpretation. An invocation to compare PAPI v1; # to PAPI v2 might look like:; #; # python3 -m metadata_comparison.comparer --name1 PAPIv1 --name2 PAPIv2 \; # --digest1 papiv1.json --digest2 papiv2.json --output-path comparison.csv \; # --call-prefix-to-remove ExomeGermlineSingleSample.AggregatedBamQC. \; # ExomeGermlineSingleSample.BamToCram. ExomeGermlineSingleSample.BamToGvcf.VariantCalling. \; # ExomeGermlineSingleSample.UnmappedBamToAlignedBam. ExomeGermlineSingleSample.; #; # Python Prereqs (at least, the ones which I needed to manually install... YMMV):; #; # * pip3 install --upgrade google-api-python-client; # * pip3 install --upgrade google-cloud-storage; #; # Remember to login to create application default credentials before use:; # % gcloud auth application-default login; # https://cloud.google.com/compute/vm-instance-pricing#n1_highcpu_machine_types; # https://cloud.google.com/compute/vm-instance-pricing#n1_highmem_machine_types; # https://cloud.google.com/compute/vm-instance-pricing#n1_standard_machine_types; # https://cloud.google.com/compute/vm-instance-pricing#n1_standard_machine_types; # https://cloud.google.com/compute/all-pricing#n1_sharedcore_machine_types; # https://cloud.google.com/compute/vm-instance-pricing#e2_standard_machine-types; # https://cloud.google.com/compute/vm-instance-pricing#n2_standard_machine_types; # https://cloud.google.com/compute/disks-image-pricing#persistentdisk; # https://cloud.google.com/compute/disks-image-pricing#persistentdisk; # These costs use different units. For the *general* case of comparing disk to VM costs normalization would; # result in way too many decimal places or a need for scientific notation.",MatchSource.CODE_COMMENT,scripts/metadata_comparison/metadata_comparison/comparer.py,broadinstitute,cromwell,87,https://cromwell.readthedocs.io/en/latest/,https://github.com/broadinstitute/cromwell/tree/87/scripts/metadata_comparison/metadata_comparison/comparer.py
Deployability,install,install,"#!/usr/bin/env python3; #; # digester.py; #; # Purpose: Digest performance metadata JSON files produced by the Extractor.; #; # Usage: python3 -m metadata_comparison.digester PATH [PATHs...]; #; # Python Prereqs (at least, the ones which I needed to manually install... YMMV):; #; # * pip3 install --upgrade google-api-python-client; # * pip3 install --upgrade google-cloud-storage; # * pip3 install --upgrade python-dateutil; #; # Remember to login to create application default credentials before use:; # % gcloud auth application-default login; # This script should only ever be pointed at successful workflow metadata. All jobs that have a backend status; # other than `Success` must have later been re-run successfully, so any un`Success`ful attempts are ignored.; # It's possible that a future version of the digester might actually want to look at these jobs since they; # may have completed some lifecycle events which could be useful in accumulating more performance data.",MatchSource.CODE_COMMENT,scripts/metadata_comparison/metadata_comparison/digester.py,broadinstitute,cromwell,87,https://cromwell.readthedocs.io/en/latest/,https://github.com/broadinstitute/cromwell/tree/87/scripts/metadata_comparison/metadata_comparison/digester.py
Performance,perform,performance,"#!/usr/bin/env python3; #; # digester.py; #; # Purpose: Digest performance metadata JSON files produced by the Extractor.; #; # Usage: python3 -m metadata_comparison.digester PATH [PATHs...]; #; # Python Prereqs (at least, the ones which I needed to manually install... YMMV):; #; # * pip3 install --upgrade google-api-python-client; # * pip3 install --upgrade google-cloud-storage; # * pip3 install --upgrade python-dateutil; #; # Remember to login to create application default credentials before use:; # % gcloud auth application-default login; # This script should only ever be pointed at successful workflow metadata. All jobs that have a backend status; # other than `Success` must have later been re-run successfully, so any un`Success`ful attempts are ignored.; # It's possible that a future version of the digester might actually want to look at these jobs since they; # may have completed some lifecycle events which could be useful in accumulating more performance data.",MatchSource.CODE_COMMENT,scripts/metadata_comparison/metadata_comparison/digester.py,broadinstitute,cromwell,87,https://cromwell.readthedocs.io/en/latest/,https://github.com/broadinstitute/cromwell/tree/87/scripts/metadata_comparison/metadata_comparison/digester.py
