quality_attribute,keyword,matched_word,sentence,source,author,repo,version,url
Usability,learn,learned,* Salmon learned the ability to optionally write quality values in output SAM files.,MatchSource.RELEASES,COMBINE-lab,salmon,v1.10.1,https://github.com/COMBINE-lab/salmon/releases/tag/v1.9.0
Usability,simpl,simple,"* This release adds the `--splitSeqV1` and `--splitSeqV2` flags, that have been the development release for a bit, as simple alternatives to custom geometry when processing SPLiT-seq data for `alevin-fry` or `alevin` processing.",MatchSource.RELEASES,COMBINE-lab,salmon,v1.10.1,https://github.com/COMBINE-lab/salmon/releases/tag/v1.7.0
Usability,learn,learned,* `--sketch`/`--sketchMode` **flag** : Alevin learned the `--sketch`/`--sketchMode` flag.,MatchSource.RELEASES,COMBINE-lab,salmon,v1.10.1,https://github.com/COMBINE-lab/salmon/releases/tag/v1.4.0
Usability,learn,learned,* `--noWhitelist` **flag** : Alevin learned the `--noWhitelist` flag.,MatchSource.RELEASES,COMBINE-lab,salmon,v1.10.1,https://github.com/COMBINE-lab/salmon/releases/tag/v1.4.0
Usability,learn,learned,"* **generic barcode / umi / read geometry syntax** : Alevin learned to support a generic syntax to specify the read sequence that should be used for barcodes, UMIs and the read sequence.",MatchSource.RELEASES,COMBINE-lab,salmon,v1.10.1,https://github.com/COMBINE-lab/salmon/releases/tag/v1.4.0
Usability,intuit,intuitive,"The syntax allows one to specify how the pattern corresponding to the barcode, UMI, and read sequence should be pieced together, and the syntax is meant to be intuitive and general.",MatchSource.RELEASES,COMBINE-lab,salmon,v1.10.1,https://github.com/COMBINE-lab/salmon/releases/tag/v1.4.0
Usability,simpl,simply,"The syntax can specify multiple ranges, and they will simply be concatenated together to produce the string.",MatchSource.RELEASES,COMBINE-lab,salmon,v1.10.1,https://github.com/COMBINE-lab/salmon/releases/tag/v1.4.0
Usability,learn,learned,* Alevin learned the ability to annotate output SAM files with the `CB` and `UR` tags.,MatchSource.RELEASES,COMBINE-lab,salmon,v1.10.1,https://github.com/COMBINE-lab/salmon/releases/tag/v1.4.0
Usability,clear,clear,"Now, the aligner can exit early if it becomes clear at any point during alignment that a valid score cannot be obtained.",MatchSource.RELEASES,COMBINE-lab,salmon,v1.10.1,https://github.com/COMBINE-lab/salmon/releases/tag/v1.3.0
Usability,simpl,simply,"Unlike the `--preMergeChainSubThresh` and `--postMergeChainSubThresh` options, this threshold is global with respect to _all_ orphan chains (not simply per-target).",MatchSource.RELEASES,COMBINE-lab,salmon,v1.10.1,https://github.com/COMBINE-lab/salmon/releases/tag/v1.3.0
