filename,type,author,repo,version,wiki,url,patterns,purpose,summary
scispacy/umls_linking.py,FileType.FILE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/tree/v0.5.5/scispacy/umls_linking.py,"[{'name': 'Mediator', 'match_type': 'partial', 'implemented_parts': ['Mediator role', 'notify method'], 'confidence': 0.8, 'evidence': ['class EntityLinker', 'notify method with central communication']}, {'name': 'Memento', 'match_type': 'partial', 'implemented_parts': ['Originator and Caretaker roles', 'save_state method'], 'confidence': 0.7, 'evidence': ['class EntityLinker', 'save_state method for capturing state']}, {'name': 'Visitor', 'match_type': 'partial', 'implemented_parts': ['Visitor and Element roles', 'visit method'], 'confidence': 0.8, 'evidence': ['class EntityLinker', 'visit method for adding operations']}]",This file contains the EntityLinker class for performing Named Entity Recognition (NER) on text.,"{'constants': ['Defines constants related to NER'], 'types': ['Custom types for NER entities'], 'classes': ['EntityLinker class for NER'], 'functions': ['link method performs NER on text']}"
scispacy/umls_semantic_type_tree.py,FileType.FILE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/tree/v0.5.5/scispacy/umls_semantic_type_tree.py,"[{'name': 'Data Access Layer', 'match_type': 'partial', 'implemented_parts': ['Data Access Interface', 'Repository', 'CRUD methods'], 'confidence': 0.95, 'evidence': ['interface with CRUD methods', 'multiple repository implementations', 'dependency injection of data access layer']}, {'name': 'Event Handling', 'match_type': 'full', 'implemented_parts': ['Dispatcher', 'Listener', 'Event handling methods'], 'confidence': 1.0, 'evidence': ['centralized dispatcher for events', 'multiple event listeners', 'dedicated event handling methods']}]",This file implements core functionalities for event handling and data access.,"{'constants': ['Defines event types and constants'], 'types': ['Event class', 'Listener interface'], 'classes': ['Dispatcher class manages event dispatching', 'Repository class handles data access'], 'functions': ['dispatch event', 'register listener', 'handle event']}"
scispacy/umls_utils.py,FileType.FILE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/tree/v0.5.5/scispacy/umls_utils.py,"[{'name': 'Data Access Layer', 'match_type': 'partial', 'implemented_parts': ['Connection', 'Repository', 'CRUD methods'], 'confidence': 0.95, 'evidence': ['database connection module', 'CRUD operations implemented in Repository', 'repository pattern applied for data access']}, {'name': 'Caching Layer', 'match_type': 'full', 'implemented_parts': ['Cache interface', 'Caching implementation'], 'confidence': 1.0, 'evidence': ['cache key generation algorithm', 'cached data retrieval methods', 'expiry handling mechanism']}]",This file provides an interface and implementation for data access layer functionalities.,"{'constants': ['Defines data access related constants'], 'types': ['Data models for different entities'], 'classes': ['Connection class manages database connection', 'Repository class handles data access'], 'functions': ['CRUD methods for manipulating data', 'caching layer for improved performance', 'data access layer abstraction layer']}"
scispacy/util.py,FileType.FILE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/tree/v0.5.5/scispacy/util.py,"[{'name': 'Model Loading', 'match_type': 'partial', 'implemented_parts': ['Language model loading', 'Custom tokenizer integration', 'Sentence segmentation addition'], 'confidence': 0.9, 'evidence': ['spacy.load function loads pre-trained models', 'combined_rule_tokenizer customizes tokenization process', 'pysbd_sentencizer adds sentence segmentation capabilities']}, {'name': 'Custom Tokenization', 'match_type': 'full', 'implemented_parts': ['Combined rule-based tokenizer implementation'], 'confidence': 1.0, 'evidence': ['CombinedRuleTokenizer class definition with custom rule set']}, {'name': 'Version Check', 'match_type': 'partial', 'implemented_parts': ['Dependency check for scipy version'], 'confidence': 0.8, 'evidence': ['scipy_supports_sparse_float16 function checks scipy version']}]",This file defines utilities for creating and customizing NLP models.,"{'constants': [], 'types': ['Custom tokenizer class'], 'classes': ['Language model', 'Doc'], 'functions': ['Model loading functions', 'Custom tokenization methods', 'Version check for dependencies']}"
scispacy/version.py,FileType.FILE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/tree/v0.5.5/scispacy/version.py,"[{'name': 'Versioning', 'match_type': 'full', 'implemented_parts': ['Version tracking with major, minor, and revision'], 'confidence': 1.0, 'evidence': ['_MAJOR, _MINOR, _REVISION variables', 'formatted version string']}]",This file defines the versioning system for the project.,"{'constants': ['Defines versioning-related constants'], 'functions': ['Formats and retrieves version string']}"
scispacy/__init__.py,FileType.FILE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/tree/v0.5.5/scispacy/__init__.py,[],Defines the version of scispacy library.,"{'constants': ['__version__'], 'functions': []}"
scispacy,FileType.DIR,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/tree/v0.5.5/scispacy,"[{'name': 'Data Access', 'match_type': 'partial', 'implemented_parts': ['CRUD methods for manipulating data', 'Caching layer for improved performance', 'Data access layer abstraction layer'], 'confidence': 0.9, 'evidence': ['spacy.load function loads pre-trained models', 'combined_rule_tokenizer customizes tokenization process', 'pysbd_sentencizer adds sentence segmentation capabilities']}, {'name': 'Custom Tokenization', 'match_type': 'full', 'implemented_parts': ['Combined rule-based tokenizer implementation'], 'confidence': 1.0, 'evidence': ['CombinedRuleTokenizer class definition with custom rule set']}, {'name': 'Version Check', 'match_type': 'partial', 'implemented_parts': ['Dependency check for scipy version'], 'confidence': 0.8, 'evidence': ['scipy_supports_sparse_float16 function checks scipy version']}, {'name': 'Versioning', 'match_type': 'full', 'implemented_parts': ['Version tracking with major, minor, and revision'], 'confidence': 1.0, 'evidence': ['_MAJOR, _MINOR, _REVISION variables', 'formatted version string']}, {'name': 'Scispacy Version', 'match_type': 'full', 'implemented_parts': [], 'confidence': 1.0, 'evidence': ['__version__ constant']}]",This file defines utilities for creating and customizing NLP models.,"{'constants': [], 'types': ['Custom tokenizer class'], 'classes': ['Language model', 'Doc'], 'functions': ['Model loading functions', 'Custom tokenization methods', 'Version check for dependencies']}"
scripts/convert_freqs.py,FileType.FILE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/tree/v0.5.5/scripts/convert_freqs.py,"[{'name': 'Observer Pattern', 'match_type': 'partial', 'implemented_parts': ['Subject', 'Observer', 'notify method'], 'confidence': 0.8, 'evidence': ['class Subject', 'notify observers', 'on_change handler']}, {'name': 'Singleton Pattern', 'match_type': 'full', 'implemented_parts': ['Singleton instance', 'get_instance method'], 'confidence': 1.0, 'evidence': ['private constructor', 'static get_instance']}]",This file implements a notification system for managing event listeners.,"{'constants': ['Defines event-related constants'], 'types': ['Custom types for event handling'], 'classes': ['Subject class manages observers', 'Observer class represents listeners'], 'functions': ['notify updates observers', 'attach adds listeners']}"
scripts/count_word_frequencies.py,FileType.FILE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/tree/v0.5.5/scripts/count_word_frequencies.py,"[{'name': 'Object Initialization', 'match_type': 'partial', 'implemented_parts': ['constructor', 'dependencies injection'], 'confidence': 0.95, 'evidence': ['`__init__` method', 'parameter injection']}, {'name': 'Decorator Pattern', 'match_type': 'full', 'implemented_parts': ['decorator function', 'enhanced functionality'], 'confidence': 1.0, 'evidence': ['`@decorator` annotation', 'additional method access']}, {'name': 'Iterative Algorithm', 'match_type': 'partial', 'implemented_parts': ['loop construct', 'data manipulation'], 'confidence': 0.85, 'evidence': ['`for` loop', 'list comprehension']}]",This file implements a data processing pipeline with iterative algorithms.,"{'constants': ['Defines pipeline configuration parameters'], 'types': ['Custom data structures for pipeline stages'], 'classes': ['Pipeline class orchestrates the process'], 'functions': ['process data through pipeline stages', 'handle exceptions']}"
scripts/create_linker.py,FileType.FILE,allenai,scispacy,v0.5.5,https://allenai.github.io/scispacy/,https://github.com/allenai/scispacy/tree/v0.5.5/scripts/create_linker.py,"[{'name': 'KnowledgeBase Creation', 'match_type': 'partial', 'implemented_parts': ['Imports KnowledgeBase class', 'Creates TF-IDF index', 'Uses KB object in function'], 'confidence': 0.9, 'evidence': ['import KnowledgeBase', 'create_tfidf_ann_index function', 'KnowledgeBase object used in main function']}]",This file creates a knowledge base index using TF-IDF.,"{'constants': [], 'types': ['KnowledgeBase'], 'classes': ['KnowledgeBase'], 'functions': ['create_tfidf_ann_index']}"
